u,v
797,1014
797,1818
822,2127
851,1066
851,2071
929,1211
929,2072
950,1014
950,1034
1004,1066
1004,1164
1034,2136
1132,1164
1132,2072
1211,1818
2127,2131
2128,2133
2129,2130
2129,2133
2129,2864
2131,2132
2131,2137
2132,2136
2133,2134
2134,2137
