city,cluster,u,v,freq
kudamatsu,0,1098,1200,1.0
kudamatsu,0,1098,1281,1.0
kudamatsu,0,1124,1215,1.0
kudamatsu,0,1200,849,1.0
kudamatsu,0,1215,767,1.0
kudamatsu,0,1281,2155,1.0
kudamatsu,0,1281,767,1.0
kudamatsu,0,278,849,1.0
kudamatsu,1,1369,1457,1.0
kudamatsu,1,1369,1699,1.0
kudamatsu,1,1451,1487,1.0
kudamatsu,1,1451,1545,1.0
kudamatsu,1,1457,1545,1.0
kudamatsu,1,1487,2025,1.0
kudamatsu,1,1545,1631,1.0
kudamatsu,1,1567,1631,1.0
kudamatsu,1,1651,1699,1.0
kudamatsu,1,2025,2032,1.0
kudamatsu,2,1345,1750,1.0
kudamatsu,2,1605,2423,1.0
kudamatsu,2,1605,2424,1.0
kudamatsu,2,1689,696,1.0
kudamatsu,2,1750,1751,1.0
kudamatsu,2,1750,696,1.0
kudamatsu,2,1795,2426,1.0
kudamatsu,2,1795,2429,1.0
kudamatsu,2,1795,557,1.0
kudamatsu,2,1798,557,1.0
kudamatsu,2,2423,2425,1.0
kudamatsu,2,2423,696,1.0
kudamatsu,2,2425,2426,1.0
kudamatsu,2,2427,2429,1.0
kudamatsu,2,2428,2429,1.0
kudamatsu,3,1141,1161,1.0
kudamatsu,3,1141,1289,0.9166666666666666
kudamatsu,3,1141,2062,1.0
kudamatsu,3,1161,985,1.0
kudamatsu,3,1289,2063,1.0
kudamatsu,3,2062,2063,0.08333333333333333
kudamatsu,3,2062,823,1.0
kudamatsu,3,2063,970,0.08333333333333333
kudamatsu,3,823,970,0.9166666666666666
kudamatsu,4,1387,1519,1.0
kudamatsu,4,1387,2390,1.0
kudamatsu,4,1456,1519,1.0
kudamatsu,4,2390,2391,1.0
kudamatsu,5,1344,1450,1.0
kudamatsu,5,1344,1523,0.7916666666666666
kudamatsu,5,1346,1584,1.0
kudamatsu,5,1373,1450,0.125
kudamatsu,5,1373,1523,0.375
kudamatsu,5,1373,1678,0.25
kudamatsu,5,1387,1519,1.0
kudamatsu,5,1387,2390,1.0
kudamatsu,5,14,1527,1.0
kudamatsu,5,14,2927,1.0
kudamatsu,5,1450,2890,1.0
kudamatsu,5,1456,1519,1.0
kudamatsu,5,1456,1598,1.0
kudamatsu,5,1492,1678,0.25
kudamatsu,5,1492,2392,0.8333333333333334
kudamatsu,5,1523,1646,1.0
kudamatsu,5,1527,2415,1.0
kudamatsu,5,1527,2890,1.0
kudamatsu,5,1584,1749,1.0
kudamatsu,5,1646,1718,1.0
kudamatsu,5,1646,2390,1.0
kudamatsu,5,1718,1837,1.0
kudamatsu,5,1748,1749,1.0
kudamatsu,5,1748,2927,1.0
kudamatsu,5,2392,2890,0.8333333333333334
kudamatsu,6,1119,1122,0.75
kudamatsu,6,1119,1155,1.0
kudamatsu,6,1122,1236,1.0
kudamatsu,6,1155,1242,0.25
kudamatsu,6,1236,1253,1.0
kudamatsu,6,1236,2054,0.20833333333333334
kudamatsu,6,1236,2880,1.0
kudamatsu,6,1242,2879,0.25
kudamatsu,6,1253,2877,1.0
kudamatsu,6,1253,955,0.7916666666666666
kudamatsu,6,2054,2879,0.25
kudamatsu,6,2054,955,0.25
kudamatsu,7,1028,1992,1.0
kudamatsu,7,1092,1186,0.75
kudamatsu,7,1092,838,1.0
kudamatsu,7,1109,1186,0.75
kudamatsu,7,1109,1272,1.0
kudamatsu,7,1109,838,0.25
kudamatsu,7,1207,1272,0.3333333333333333
kudamatsu,7,1207,2119,1.0
kudamatsu,7,1272,860,1.0
kudamatsu,7,1992,838,1.0
kudamatsu,7,2119,2120,1.0
kudamatsu,7,2119,860,0.6666666666666666
kudamatsu,8,1014,2929,0.20833333333333334
kudamatsu,8,1014,797,0.20833333333333334
kudamatsu,8,1024,1091,0.5
kudamatsu,8,1024,1163,0.5
kudamatsu,8,1047,1208,1.0
kudamatsu,8,1047,1269,1.0
kudamatsu,8,1059,1094,0.5
kudamatsu,8,1059,1203,0.5
kudamatsu,8,1059,1302,0.5
kudamatsu,8,1091,1203,0.5
kudamatsu,8,1094,2930,0.5
kudamatsu,8,1111,2930,0.5
kudamatsu,8,1111,971,0.5
kudamatsu,8,1163,1247,1.0
kudamatsu,8,1203,2929,0.5
kudamatsu,8,1208,1302,1.0
kudamatsu,8,1208,1819,1.0
kudamatsu,8,1247,971,1.0
kudamatsu,8,1269,2086,1.0
kudamatsu,8,1302,2929,0.2916666666666667
kudamatsu,8,1819,797,0.20833333333333334
kudamatsu,8,2830,971,1.0
kudamatsu,9,265,484,1.0
kudamatsu,9,285,720,1.0
kudamatsu,9,484,566,1.0
kudamatsu,9,544,611,1.0
kudamatsu,9,544,720,0.16666666666666666
kudamatsu,9,566,611,0.8333333333333334
kudamatsu,9,566,720,1.0
kudamatsu,9,720,728,1.0
kudamatsu,10,1345,1402,1.0
kudamatsu,10,1345,1750,1.0
kudamatsu,10,1345,2421,1.0
kudamatsu,10,1402,1715,1.0
kudamatsu,10,1431,1436,0.75
kudamatsu,10,1431,16,0.75
kudamatsu,10,1436,1689,1.0
kudamatsu,10,15,16,0.75
kudamatsu,10,15,1748,0.75
kudamatsu,10,1584,1749,1.0
kudamatsu,10,1584,1806,1.0
kudamatsu,10,1689,696,1.0
kudamatsu,10,1715,2419,1.0
kudamatsu,10,1748,1749,0.75
kudamatsu,10,1749,1750,0.25
kudamatsu,10,1750,696,1.0
kudamatsu,10,2412,2419,1.0
kudamatsu,10,2412,2420,1.0
kudamatsu,10,2414,2421,1.0
kudamatsu,10,2416,2420,1.0
kudamatsu,11,2060,2061,1.0
kudamatsu,11,2060,806,1.0
kudamatsu,11,2061,2889,1.0
kudamatsu,11,2888,2889,1.0
kudamatsu,12,1316,1365,0.6666666666666666
kudamatsu,12,1316,1495,1.0
kudamatsu,12,1365,1667,0.3333333333333333
kudamatsu,12,1495,1572,1.0
kudamatsu,12,1495,1667,0.08333333333333333
kudamatsu,12,1572,1628,1.0
kudamatsu,12,1572,1667,0.25
kudamatsu,12,1572,2828,1.0
kudamatsu,13,1372,1405,0.5
kudamatsu,13,1372,1737,0.5
kudamatsu,13,1405,2910,0.5
kudamatsu,13,1534,1737,0.5
kudamatsu,13,1534,2785,0.5
kudamatsu,13,1675,1778,0.5
kudamatsu,13,1675,2784,1.0
kudamatsu,13,1778,2785,0.5
kudamatsu,13,2784,2910,1.0
kudamatsu,13,2909,2912,1.0
kudamatsu,13,2910,2912,1.0
kudamatsu,14,17,18,1.0
kudamatsu,14,17,35,1.0
kudamatsu,15,1388,1399,1.0
kudamatsu,15,1388,1582,1.0
kudamatsu,15,1388,1681,1.0
kudamatsu,15,1582,2028,1.0
kudamatsu,15,1668,1681,1.0
kudamatsu,16,1445,1489,1.0
kudamatsu,16,1445,1794,1.0
kudamatsu,16,1489,1751,1.0
kudamatsu,16,1751,1752,1.0
kudamatsu,16,1752,506,1.0
kudamatsu,16,1794,1805,1.0
kudamatsu,16,1805,2795,1.0
kudamatsu,16,1846,1855,1.0
kudamatsu,16,1846,359,0.4166666666666667
kudamatsu,16,1846,714,0.9166666666666666
kudamatsu,16,1848,714,1.0
kudamatsu,16,1850,574,1.0
kudamatsu,16,1855,1857,1.0
kudamatsu,16,1858,298,1.0
kudamatsu,16,2761,574,0.6666666666666666
kudamatsu,16,2761,653,0.6666666666666666
kudamatsu,16,2793,731,1.0
kudamatsu,16,298,506,1.0
kudamatsu,16,298,549,1.0
kudamatsu,16,298,653,0.6666666666666666
kudamatsu,16,342,359,0.4166666666666667
kudamatsu,16,342,549,0.4166666666666667
kudamatsu,16,514,731,1.0
kudamatsu,16,549,593,1.0
kudamatsu,16,574,709,1.0
kudamatsu,16,593,650,1.0
kudamatsu,16,650,662,1.0
kudamatsu,16,662,731,1.0
kudamatsu,16,709,714,1.0
kudamatsu,17,1427,2819,1.0
kudamatsu,17,1571,2778,1.0
kudamatsu,17,1571,2819,1.0
kudamatsu,17,2802,2819,1.0
kudamatsu,17,2802,2820,1.0
kudamatsu,18,1012,1555,1.0
kudamatsu,18,1012,2808,1.0
kudamatsu,18,1110,1318,1.0
kudamatsu,18,1110,2831,1.0
kudamatsu,18,1135,2038,1.0
kudamatsu,18,1135,815,1.0
kudamatsu,18,1318,1588,1.0
kudamatsu,18,1324,1569,1.0
kudamatsu,18,1324,1677,0.4583333333333333
kudamatsu,18,1324,1792,1.0
kudamatsu,18,1334,1591,0.25
kudamatsu,18,1334,2840,1.0
kudamatsu,18,1334,2841,1.0
kudamatsu,18,1364,1481,1.0
kudamatsu,18,1364,2808,1.0
kudamatsu,18,1481,1623,1.0
kudamatsu,18,1486,1677,0.4583333333333333
kudamatsu,18,1486,1791,1.0
kudamatsu,18,1486,2841,1.0
kudamatsu,18,1555,1569,1.0
kudamatsu,18,1588,1591,0.25
kudamatsu,18,1588,2834,0.75
kudamatsu,18,1623,2844,1.0
kudamatsu,18,1791,1792,0.5416666666666666
kudamatsu,18,2035,2840,1.0
kudamatsu,18,2831,815,1.0
kudamatsu,18,2834,2840,1.0
kudamatsu,19,1420,1501,1.0
kudamatsu,19,1420,1542,0.20833333333333334
kudamatsu,19,1420,1546,0.375
kudamatsu,19,1501,1615,0.8333333333333334
kudamatsu,19,1518,1594,1.0
kudamatsu,19,1518,1615,0.9583333333333334
kudamatsu,19,1518,2031,1.0
kudamatsu,19,1542,1638,0.625
kudamatsu,19,1542,2027,0.625
kudamatsu,19,1546,1638,0.375
kudamatsu,19,1594,1731,0.9583333333333334
kudamatsu,19,1638,2024,1.0
kudamatsu,19,1731,2027,0.375
kudamatsu,19,2027,2030,0.2916666666666667
kudamatsu,19,2030,2031,0.2916666666666667
kudamatsu,20,1004,1066,1.0
kudamatsu,20,1004,1164,1.0
kudamatsu,20,1014,797,1.0
kudamatsu,20,1014,950,0.5
kudamatsu,20,1034,2127,0.375
kudamatsu,20,1034,2136,1.0
kudamatsu,20,1034,797,0.5
kudamatsu,20,1034,950,1.0
kudamatsu,20,1066,851,1.0
kudamatsu,20,1132,1164,1.0
kudamatsu,20,1132,2072,1.0
kudamatsu,20,1211,1818,1.0
kudamatsu,20,1211,929,1.0
kudamatsu,20,1818,797,1.0
kudamatsu,20,2071,851,1.0
kudamatsu,20,2072,929,1.0
kudamatsu,20,2127,2131,1.0
kudamatsu,20,2127,822,1.0
kudamatsu,20,2128,2133,1.0
kudamatsu,20,2129,2130,1.0
kudamatsu,20,2129,2133,1.0
kudamatsu,20,2129,2864,1.0
kudamatsu,20,2131,2132,1.0
kudamatsu,20,2131,2137,1.0
kudamatsu,20,2132,2136,0.625
kudamatsu,20,2133,2134,1.0
kudamatsu,20,2134,2137,1.0
kudamatsu,21,1841,604,1.0
kudamatsu,21,345,564,1.0
kudamatsu,21,564,604,1.0
kudamatsu,22,1420,1496,0.20833333333333334
kudamatsu,22,1420,1546,0.20833333333333334
kudamatsu,22,1464,1496,1.0
kudamatsu,22,1464,1534,1.0
kudamatsu,22,1490,1690,1.0
kudamatsu,22,1490,1778,1.0
kudamatsu,22,1534,2785,1.0
kudamatsu,22,1546,1787,0.20833333333333334
kudamatsu,22,1778,2785,1.0
kudamatsu,22,1787,1788,0.8333333333333334
kudamatsu,22,1788,1789,1.0
kudamatsu,22,1788,2785,0.9583333333333334
kudamatsu,23,1051,1192,0.20833333333333334
