u,v
298,506
298,549
298,1858
342,359
342,549
359,1846
506,1752
514,731
549,593
574,709
574,1850
593,650
650,662
662,731
709,714
714,1846
714,1848
731,2793
1445,1489
1445,1794
1489,1751
1751,1752
1794,1805
1805,2795
1846,1855
1855,1857
