city,cluster,u,v,freq
kudamatsu,0,1431.0,16.0,1.0
kudamatsu,0,15.0,16.0,1.0
kudamatsu,0,15.0,1748.0,1.0
kudamatsu,1,1848.0,714.0,1.0
kudamatsu,1,709.0,714.0,1.0
kudamatsu,2,1649.0,2394.0,1.0
kudamatsu,2,1416.0,1649.0,0.75
kudamatsu,2,1416.0,2394.0,0.25
kudamatsu,3,1129.0,1271.0,1.0
kudamatsu,3,1271.0,965.0,1.0
kudamatsu,3,1242.0,1271.0,1.0
kudamatsu,3,922.0,965.0,1.0
kudamatsu,3,1155.0,1242.0,1.0
kudamatsu,4,1341.0,1576.0,1.0
kudamatsu,4,1341.0,1658.0,1.0
kudamatsu,4,1520.0,1658.0,0.8333333333333334
kudamatsu,4,1520.0,1872.0,0.8333333333333334
kudamatsu,4,1866.0,1872.0,1.0
kudamatsu,4,1341.0,1697.0,0.16666666666666666
kudamatsu,4,1872.0,1873.0,0.16666666666666666
kudamatsu,4,1697.0,1873.0,0.16666666666666666
kudamatsu,5,1697.0,1712.0,1.0
kudamatsu,7,1161.0,985.0,1.0
kudamatsu,7,1141.0,1161.0,1.0
kudamatsu,7,1122.0,985.0,1.0
kudamatsu,9,1974.0,2115.0,1.0
kudamatsu,9,2115.0,2116.0,1.0
kudamatsu,9,1443.0,1974.0,1.0
kudamatsu,10,2060.0,2061.0,1.0
kudamatsu,10,2060.0,806.0,1.0
kudamatsu,11,1272.0,860.0,1.0
kudamatsu,11,1109.0,1272.0,1.0
kudamatsu,12,1608.0,2029.0,1.0
kudamatsu,13,1619.0,892.0,1.0
kudamatsu,13,1104.0,892.0,1.0
kudamatsu,13,1110.0,892.0,1.0
kudamatsu,13,1110.0,1318.0,1.0
kudamatsu,14,1745.0,2117.0,1.0
kudamatsu,14,1973.0,2117.0,1.0
kudamatsu,14,1745.0,2885.0,0.9166666666666666
kudamatsu,14,1973.0,1976.0,0.625
kudamatsu,14,1741.0,1976.0,1.0
kudamatsu,14,2116.0,2117.0,0.375
kudamatsu,14,1976.0,2115.0,0.375
kudamatsu,14,2115.0,2116.0,0.375
kudamatsu,14,1640.0,1973.0,0.08333333333333333
kudamatsu,14,1640.0,2885.0,0.08333333333333333
kudamatsu,18,1468.0,30.0,1.0
kudamatsu,18,1333.0,30.0,1.0
kudamatsu,19,2146.0,2153.0,1.0
kudamatsu,19,2153.0,525.0,1.0
kudamatsu,20,1646.0,1718.0,1.0
kudamatsu,20,1718.0,1837.0,1.0
kudamatsu,21,1052.0,37.0,1.0
kudamatsu,21,1052.0,958.0,1.0
kudamatsu,21,1012.0,958.0,1.0
kudamatsu,21,1012.0,1555.0,1.0
kudamatsu,21,1555.0,2037.0,1.0
kudamatsu,22,1332.0,2020.0,1.0
kudamatsu,22,1332.0,1731.0,1.0
kudamatsu,22,1594.0,1731.0,1.0
kudamatsu,22,1485.0,1731.0,1.0
kudamatsu,22,1594.0,2033.0,1.0
kudamatsu,22,1485.0,2022.0,1.0
kudamatsu,23,1322.0,2408.0,1.0
kudamatsu,23,1328.0,2408.0,1.0
kudamatsu,23,1322.0,2409.0,1.0
kudamatsu,23,1328.0,1840.0,1.0
kudamatsu,23,1352.0,1840.0,1.0
kudamatsu,23,1352.0,2894.0,1.0
kudamatsu,24,2926.0,2927.0,1.0
kudamatsu,24,14.0,2927.0,1.0
kudamatsu,24,15.0,2926.0,1.0
kudamatsu,25,1096.0,1115.0,1.0
kudamatsu,25,1096.0,920.0,1.0
kudamatsu,26,1605.0,2424.0,1.0
kudamatsu,26,1605.0,2423.0,1.0
kudamatsu,26,1365.0,1605.0,1.0
kudamatsu,26,2423.0,2425.0,1.0
kudamatsu,26,2425.0,2426.0,1.0
kudamatsu,26,1365.0,1667.0,1.0
kudamatsu,26,1572.0,1667.0,1.0
kudamatsu,26,1572.0,2828.0,1.0
kudamatsu,26,1795.0,2426.0,1.0
kudamatsu,26,1795.0,2429.0,1.0
kudamatsu,26,2428.0,2429.0,1.0
kudamatsu,27,2393.0,2398.0,1.0
