node,cluster
6144.0,477
6241.0,367
88.0,220
77.0,485
3943.0,294
3948.0,485
4528.0,113
78.0,200
3941.0,123
80.0,200
79.0,418
3942.0,418
82.0,168
3604.0,184
4538.0,168
83.0,459
5229.0,441
1616.0,368
5215.0,261
84.0,169
3727.0,169
3725.0,187
1780.0,50
3611.0,215
85.0,407
3721.0,235
86.0,449
4820.0,30
4823.0,210
5066.0,51
89.0,257
1629.0,470
5072.0,116
4411.0,220
5943.0,197
3791.0,88
90.0,102
4410.0,102
4656.0,147
5213.0,228
91.0,402
4888.0,284
3739.0,139
3740.0,135
92.0,275
4992.0,56
5005.0,101
3735.0,409
3738.0,463
175.0,113
3940.0,113
4787.0,122
176.0,123
3944.0,252
3946.0,325
4790.0,53
178.0,146
3945.0,281
3938.0,412
4022.0,152
3947.0,54
212.0,481
205.0,71
4020.0,458
207.0,456
4023.0,193
3596.0,63
4025.0,341
861.0,478
209.0,326
5692.0,250
210.0,385
5220.0,250
1468.0,332
4409.0,89
5197.0,288
4407.0,108
213.0,321
3788.0,321
3599.0,174
1480.0,13
214.0,278
3597.0,341
3598.0,166
215.0,34
4532.0,472
5696.0,25
3600.0,276
216.0,351
5690.0,136
5226.0,431
217.0,136
3787.0,52
5687.0,158
1520.0,304
258.0,163
259.0,163
375.0,318
4351.0,314
4354.0,10
376.0,98
4352.0,98
4678.0,464
5710.0,98
3742.0,231
4890.0,338
868.0,237
4541.0,442
866.0,295
826.0,237
875.0,315
3608.0,43
827.0,383
4425.0,451
4419.0,383
829.0,230
4867.0,57
3730.0,292
1809.0,178
856.0,194
860.0,31
6040.0,440
859.0,436
4021.0,427
5203.0,132
5219.0,396
5694.0,401
3595.0,452
6029.0,488
4542.0,251
864.0,346
3602.0,276
4536.0,64
5202.0,238
4418.0,405
867.0,399
4546.0,3
878.0,315
876.0,157
5506.0,155
877.0,157
5504.0,97
4429.0,179
5230.0,234
882.0,179
887.0,86
5502.0,185
1401.0,357
1412.0,357
1406.0,434
1427.0,206
5214.0,176
1407.0,419
1410.0,454
5628.0,311
5630.0,221
1441.0,59
1421.0,460
5629.0,164
6124.0,357
1450.0,99
1446.0,134
1440.0,48
1423.0,345
1425.0,9
5231.0,9
1442.0,313
5207.0,287
1431.0,263
1433.0,224
6249.0,224
4708.0,361
1434.0,164
1449.0,260
1435.0,460
1451.0,117
1444.0,248
5224.0,313
5223.0,420
6010.0,382
1469.0,244
4635.0,404
1473.0,8
4350.0,70
1453.0,117
1452.0,458
1458.0,458
4585.0,487
1454.0,186
6248.0,279
1455.0,124
5704.0,124
1456.0,203
5774.0,332
1486.0,13
1461.0,247
4637.0,390
1465.0,428
1467.0,244
1479.0,244
4789.0,265
4530.0,81
1483.0,8
6035.0,112
4793.0,70
1494.0,378
1488.0,13
6036.0,365
4638.0,13
1503.0,170
1534.0,386
1500.0,151
1539.0,12
1496.0,174
1497.0,306
1525.0,191
1533.0,37
1501.0,1
5194.0,1
6155.0,119
1537.0,432
1507.0,482
1521.0,403
4534.0,320
5688.0,94
5199.0,85
1523.0,273
6039.0,273
6037.0,273
1582.0,64
1550.0,444
1527.0,246
1565.0,205
5196.0,285
1562.0,386
1544.0,432
1593.0,333
1552.0,12
1596.0,380
1571.0,12
3601.0,111
1579.0,184
1574.0,205
5183.0,319
4679.0,371
1577.0,319
1602.0,72
4359.0,413
4356.0,303
1607.0,368
1583.0,425
6243.0,425
4358.0,140
1585.0,371
4673.0,255
1588.0,125
5682.0,110
4677.0,380
1608.0,375
1630.0,249
5680.0,375
5681.0,249
1613.0,392
1619.0,167
1648.0,447
4539.0,165
1625.0,109
6212.0,154
4680.0,49
1628.0,274
4658.0,274
3790.0,130
5071.0,175
1687.0,19
1642.0,289
1643.0,410
4676.0,213
3792.0,219
1671.0,270
6240.0,32
1651.0,126
4548.0,300
4416.0,261
1676.0,372
1653.0,377
1679.0,367
1680.0,35
1664.0,232
6236.0,79
6230.0,92
1665.0,467
4547.0,3
1686.0,337
1672.0,300
6226.0,180
1673.0,405
5222.0,405
1690.0,350
4549.0,180
1677.0,384
6234.0,0
1685.0,242
1689.0,208
1695.0,424
6237.0,280
