city,cluster,pv_kwp,pen,gen_kwh_y,eloss_delta_kwh,capex_dg,npc_s2,npc_s3,delta_npc_s3
sano,2,146.40191113042113,0.9202989234467169,166722.49639532357,53.98168288453013,36600477.78260528,28853335.480699357,-18231017.801291883,47084353.28199124
sano,3,177.35265725169282,0.8902506741917453,201969.20607822778,68.55911322742986,44338164.31292321,15230568.632636916,-41809690.50118686,57040259.133823775
sano,4,40.837838855399916,0.5234936024008436,46506.13088852942,0.3994351415271913,10209459.713849979,6493368.288929635,-6632028.091817323,13125396.380746957
sano,5,64.56074268005946,1.2086926641105926,73521.77376405172,5.004042650410458,16140185.670014866,12743760.91138522,-8008770.32284525,20752531.234230466
sano,8,229.33963924256796,1.0408625722374543,261171.9811694364,83.42633757597741,57334909.81064199,18091156.59746524,-55666162.38419685,73757318.9816621
sano,9,181.4347684245443,0.8999999999999999,206617.91428187105,159.7201108633683,45358692.106136076,41622306.88026332,-16782610.34622407,58404917.22648739
sano,11,73.73049884741621,0.8317875222914304,83964.29208743758,10.878381151389576,18432624.71185405,16338253.33837296,-7364806.115177259,23703059.453550212
sano,12,56.521619436383084,0.7721787360258435,64366.82021415306,2.4733047966361,14130404.85909577,15522853.07515828,-2644464.318209842,18167317.393368118
sano,13,104.37755731175677,1.1701297647634659,118865.16226662861,6.346920037873694,26094389.327939194,12972173.14332158,-20578145.36890655,33550318.51222813
sano,16,49.68972484021646,0.8433897903032915,56586.658648038516,1.1388778250607459,12422431.210054116,10034843.366609532,-5935951.359873846,15970794.726483377
sano,18,38.206266077766884,0.8999999999999998,43509.29580936093,1.1103785397333432,9551566.51944172,9067057.268830534,-3212969.9187879562,12280027.187618492
sano,20,137.96664137288727,0.8548884372552038,157116.411195444,18.378346454296377,34491660.34322181,12374550.828430988,-31978156.607564367,44352707.435995355
sano,21,206.66394016374238,0.9024360022225064,235348.89505846985,81.9304341493098,51665985.0409356,13007953.727989923,-53460595.45944166,66468549.18743158
sano,22,157.58464435616884,1.1399402939091867,179457.39299280508,2.1048194120446304,39396161.08904221,10009850.111513644,-40638623.85933437,50648473.97084802
sano,23,74.3987818327129,0.9189558116463413,84725.33275109346,7.562946855002032,18599695.458178226,11267104.749091491,-12648823.072455592,23915927.821547084
sano,24,134.3723484421913,0.7802726094958137,153023.23040596745,215.87643774672824,33593087.110547826,57050144.30788711,13738504.339896664,43311639.967990436
sano,26,124.78859400135426,0.8674662665449719,142109.25084874223,24.156541165178396,31197148.500338566,12522583.730818324,-27598075.704748817,40120659.43556714
sano,30,47.13515039037786,0.3869717514213133,53677.50926456231,5.604298594357147,11783787.597594464,11756087.635810897,-3396254.538876351,15152342.174687248
sano,31,34.401266603862666,0.6684667805994596,39176.16240847881,0.5851601585129496,8600316.650965666,13070104.67013443,2013297.0269932747,11056807.643141156
sano,32,89.21210070783076,1.0032697115914555,101594.74028607766,67.11166437553328,22303025.17695769,83926424.69691382,55215126.83562045,28711297.861293375
sano,33,108.68999908072132,0.8772844046895187,123776.17095312545,34.50966418577519,27172499.77018033,26066804.389676034,-8885795.05880145,35079915.835687295
sano,35,61.036009967652774,0.7147082989177912,69507.80815116299,22.039201508283043,15259002.491913194,26469300.888008773,6839764.65327885,19629536.234729923
sano,36,48.725474163193965,0.5679846302001829,55488.56997704529,1.5056991869653196,12181368.54079849,6756933.093007623,-8904166.176068146,15661099.26907577
sano,37,194.67406496356406,0.8212925174133838,221694.82518050677,81.76377525711257,48668516.24089102,33975865.7583174,-28639075.24556899,62614941.003886394
sano,39,86.51753501178672,0.9569287705462053,98526.16887142272,7.893522413289283,21629383.75294668,16392310.34173122,-11418741.402586319,27811051.74431754
sano,40,191.37218054175037,0.9296315394347544,217934.63920094533,20.543331474303983,47843045.13543759,11099220.216835152,-50419127.08570318,61518347.302538335
sano,42,51.48400837551873,0.8886305255591884,58629.98873804072,0.1343718212141236,12871002.093879681,5629541.567031987,-10917350.32449764,16546891.891529627
sano,43,114.95790110169935,0.8547013649840961,130914.05777461523,50.25657562358822,28739475.275424838,24968908.481478643,-12007276.552451238,36976185.033929884
sano,45,134.95842367607537,0.8789387504381763,153690.65288231464,85.59114394345897,33739605.91901884,26727610.03233086,-16697104.981806725,43424715.01413758
sano,47,93.53640867525402,0.9515477175371678,106519.26219937929,6.542657330893526,23384102.168813504,17385607.936784808,-12680509.268388338,30066117.205173146
sano,49,66.26514729811667,0.8235083775850358,75462.74974309526,0.45443537241297216,16566286.82452917,17865582.944207482,-3432110.0208455324,21297692.96505302
sano,51,92.85820414919463,0.8249992742649023,105746.92288510286,1.0009649949405848,23214551.037298657,5838907.804036811,-24006034.016522408,29844941.82055922
