node,p_kw
57,266.7013119198809
77,107.60827425887928
78,7.938315588261307
79,16.926220325357857
80,14.825786553191865
82,6.2289740039011265
83,33.40175412644282
84,20.096524335349862
85,68.22536649506904
86,5.518538686146353
87,162.26959202203795
88,139.90744429130228
89,128.90056625946403
90,68.06377739126289
91,30.63854257110417
92,25.14898424590799
175,57.10098408132481
176,63.64958571697977
177,170.69596111270428
178,113.81245145782138
179,227.33865352481195
180,202.1018906648377
205,126.92909799246311
206,161.16008091366186
207,71.3162984084767
208,164.86574849600592
209,92.73665887910332
210,54.78957509662419
211,179.9471653010241
212,125.14058508220425
213,37.70613836709069
214,44.60323304904425
215,147.4231973648273
216,54.16910682518599
217,52.444560307691134
258,64.88975521060296
259,42.401021652393894
375,85.91010539721327
376,32.52082671308154
395,291.3960356223864
825,191.7139271813599
826,22.905177415594533
827,52.627107925173696
829,96.0640207023923
856,106.84526451517942
859,97.50475158416914
860,12.84910126629152
861,120.78476274654207
863,170.28446439965856
864,90.26657448309288
865,187.38660917019587
866,130.32056603573636
867,117.68172682085181
868,78.8030958599555
875,34.59694571625199
876,12.418077717282825
877,73.34622505935032
878,25.208879210165886
882,15.367442075797502
887,12.412897385054393
1401,39.71337644601785
1405,158.78954598766484
1406,41.044872340161284
1407,14.067753307244358
1410,82.2724269872105
1412,6.0188547952164715
1413,554.3505181504502
1421,25.308043268659215
1423,27.29683035116647
1425,31.807084034209417
1427,58.08741025368624
1431,19.662829012763464
1433,62.168262740259344
1434,80.6254297137233
1435,12.521543117955748
1440,24.1198279714033
1441,71.27459049130516
1442,24.974036815001533
1444,29.29386816248198
1446,95.15463001029215
1449,108.05676960463917
1450,79.84833967028902
1451,28.891488327814656
1452,87.98667582459332
1453,31.047196550389067
1454,84.6493830415481
1455,142.80640614481368
1456,67.54283228542344
1458,75.71988264368534
1460,207.08371058183968
1461,55.538027004358646
1465,67.67297622381989
1467,38.298272766834735
1468,66.96660215354744
1469,43.55205196936814
1473,110.09537592465242
1479,39.48021992074765
1480,93.97872668625213
1483,66.44711969329569
1486,121.42604145711907
1488,46.66701686302651
1494,30.044442737770268
1496,84.79168644437144
1497,112.05847869288647
1500,127.59417057607808
1501,84.0621973778568
1503,130.4779860833122
1507,147.62304151939537
1520,9.366927669051297
1521,37.32505862521691
1523,45.21828779465216
1525,115.54315797056924
1526,155.38010554324464
1527,45.691392885368074
1533,82.3137238883725
1534,48.492671933306525
1537,93.34599172353839
1539,10.241939576980249
1544,114.2514006038765
1550,113.48156936168434
1552,6.12090615098074
1562,43.19646925275637
1565,114.90519107519063
1571,62.714329171050686
1574,33.50141628446453
1576,343.4672289628703
1577,72.36798662761721
1579,96.2148372091525
1582,43.96700913981833
1583,74.35706634421693
1585,73.74467154213171
1588,9.799050777497591
1593,16.967636834956842
1596,98.71648704272616
1602,116.28345758983986
1607,21.073044240847576
1608,6.513292740092137
1613,76.55703599322901
1616,16.168774313938844
1619,64.31365700097312
1625,93.57219956618958
1628,59.84210535048514
1629,137.08992139190724
1630,32.838637574088565
1642,77.63235253711883
1643,34.923145444299294
1648,118.41254826153504
1651,19.826836027413353
1653,103.35183059995953
1664,101.008869254834
1665,69.63290646749766
1668,493.4952377275425
1671,52.38670007321994
1672,41.69708780349222
1673,18.979460481537647
1676,50.58541963405942
1677,111.68643475241424
1679,63.910429629444636
1680,94.143215337362
1685,96.57318668195754
1686,48.66958597780915
1687,105.30113759900549
1689,36.05256500188613
1690,47.43834930887219
1692,104.82439307651168
1695,33.265931593986885
1696,141.07045134675784
1698,101.92396722710913
1704,61.6169047668952
1705,55.390332544984304
1706,193.56235234891463
1708,67.56846674310292
1709,35.40670217098215
1710,35.44887802379071
1711,113.49699782238419
1714,27.932524025298278
1715,27.706244068984855
1716,42.884660214277055
1717,10.674188523822169
1719,34.605754882873576
1720,38.44723425949665
1721,40.46073660312597
1722,43.813043021389774
1723,11.879896208101822
1725,69.73945014596109
1726,19.496874614083026
1727,50.0250852373018
1728,30.37684471920739
1730,76.23495827880281
1731,79.83779598554888
1733,57.96025126026448
1736,41.188308259415244
1737,24.287650836940294
1738,42.00458138699784
1739,25.50994851655813
1740,54.92060979632619
1741,30.78894316986234
1743,262.1401280682805
1744,16.912096774765924
1745,18.2769762020681
1747,74.65842573027452
1750,39.22155167796955
1751,39.89758786690457
1752,85.70964672543457
1753,47.53279199797282
1755,59.02476211991626
1757,78.22824749182651
1759,37.83158382427429
1761,16.739168535297974
1762,34.9185185218681
1763,88.79970766822845
1766,40.59169093340151
1767,42.56162750071452
1769,69.97544495607015
1770,46.79993293861144
1771,113.2620511005433
1772,89.58300608966769
1774,49.57054438028701
1777,43.127949220793504
1780,27.753720402943628
1787,137.99382744511362
1790,23.949201908496754
1791,169.61265599972714
1792,93.19118331572774
1794,23.01168169380601
1798,56.58368079187122
1799,67.65905182281779
1800,43.71117820585674
1803,114.94125888464268
1804,24.71820165772516
1807,13.273725448879603
1808,18.95690356552856
1809,99.60257540288043
1813,84.7450316510143
1815,90.03666057391098
1817,40.294348218188446
1818,5.9362463573807265
1819,35.04852755385766
1820,26.877461674405332
1823,1.268222193564645
1825,67.93981007135159
1826,13.724148533176507
1827,139.86747615275635
1830,15.1787985122596
1831,27.21299016543832
1832,77.84710106482542
1834,19.89897085332031
1835,9.423887677083819
1838,88.15030002536321
1844,86.8036789085357
1845,114.16666730199202
1847,26.87881298764929
1851,40.882182813552404
1852,25.84668240537259
1853,82.6568210593836
1856,5.0356725131349656
1857,143.66148177358872
1858,27.793072240995215
1860,26.530748108724445
1864,14.491012627382126
1865,81.52427726798196
1867,77.7269909779744
1868,3.6370067148628813
1869,78.63503082648323
1870,1.7683939901772632
1874,51.79963857754508
1875,104.91548871261935
1877,75.99833633950018
1883,57.61397472791701
1884,38.83392669699476
1885,172.2316684491533
1886,94.10219646541142
1889,59.2327558327077
1890,56.893933248329105
1893,63.04483058941706
1894,211.22342407850323
1895,13.191969974448114
1901,86.10016658869358
1902,51.112856168818276
1903,6.908392510970354
1905,23.28234146745857
3595,30.11859749445413
3596,126.46771760948248
3597,47.79711164512332
3598,28.00454860045486
3599,147.04143908990758
3600,123.79739222802128
3601,89.4107160087948
3602,114.8346008565322
3603,120.84075383587317
3604,37.53673548136432
3605,80.58391408977229
3608,72.01895913148297
3609,31.136799598272553
3610,137.56729128732798
3611,19.869568544887528
3612,238.01168251177492
3623,10.518980276616908
3624,30.58160237373586
3721,103.4343413350679
3722,27.067718658888523
3723,60.73825224874857
3724,22.214320052373484
3725,14.090976983879823
3726,196.2853219764217
3727,23.25939309129133
3730,71.87032392320681
3732,20.601480347465937
3735,103.45741858192105
3738,36.27239779797833
3739,24.011319622763228
3740,84.12100481020468
3742,13.400462799118845
3783,26.309492276560416
3786,22.443342632357485
3787,26.879652662176355
3788,43.25399147791774
3789,76.83484885341394
3790,52.31792126515168
3791,80.30335383599989
3792,133.41332641381535
3793,204.5083651894348
