node,lat,lon,x_m,y_m,p_kw,cluster
6144,36.32703089999999,139.5885901,373316.4032435168,4021146.399461648,70.23025863671367,66.0
6145,36.32728639999999,139.5891817,373369.9200945483,4021173.9673575046,24.57810835237599,66.0
6146,36.3273127,139.5901077,373453.0821781347,4021175.6725368295,41.455166997045175,49.0
6147,36.3272521,139.5906022,373497.3714530505,4021168.303067487,98.82484344338395,49.0
6148,36.32784860000001,139.5901694,373459.4872181604,4021235.039605204,48.43573936004301,50.0
6149,36.33752369999999,139.5831657,372846.55347791134,4022317.496565428,56.78561388550183,139.0
6150,36.3370668,139.5829656,372827.8515402711,4022267.075376584,77.37014049077904,7.0
6151,36.33678439999999,139.587438,373228.7950821535,4022229.874200098,123.5307266757886,67.0
6152,36.3362919,139.5872071,373207.2731799524,4022175.54350151,10.529191281835502,67.0
6153,36.3356591,139.5873951,373223.1208120128,4022105.0998129854,39.0618556618405,67.0
6154,36.3354791,139.587982,373275.5048318887,4022084.362743398,45.44802093324331,67.0
6155,36.3200935,139.5860121,373073.7440220004,4020380.2088610167,10.862302741361908,40.0
6156,36.320193200000006,139.5863157,373101.15992313775,4020390.870237292,40.60063842829908,40.0
6157,36.32050239999999,139.586314,373101.5086764415,4020425.1722498233,0.0,
6158,36.31978869999999,139.58601680000004,373073.671614944,4020346.391006743,66.3137310919579,40.0
6159,36.31973599999999,139.5864791,373115.087110216,4020339.9383153073,19.669368180939077,111.0
6160,36.31808180000001,139.586212,373088.4270158328,4020156.7872116743,49.55649388105324,98.0
6161,36.3181735,139.58668950000003,373131.4420416071,4020166.3330687983,18.65517305919933,119.0
6186,36.32908489999999,139.58176350000002,372706.9739724981,4021383.217145273,131.67341978244067,14.0
6190,36.3220954,139.5633452,371042.22714254766,4020632.269558961,0.0,
6191,36.3225567,139.5633584,371044.172262013,4020683.424471758,66.4277758397742,104.0
57,36.32485479999999,139.5895756,373401.34308589535,4020903.712280836,266.7013119198809,21.0
6204,36.3289857,139.59000720000003,373446.76726190926,4021361.391322272,84.2400923611866,50.0
6211,36.32418809999999,139.5792058,372469.41367100936,4020843.3808220993,109.60435142388285,68.0
6212,36.3228266,139.5790416,372452.4549782715,4020692.564979396,83.61946908711073,46.0
6213,36.3236366,139.5815347,372677.57141128334,4020779.1335451542,73.91744853306149,94.0
6214,36.3235976,139.5819357,372713.5042227584,4020774.2793359854,64.5177428131074,94.0
6215,36.3243312,139.5820537,372725.2898502768,4020855.502895748,26.55803642121426,94.0
6216,36.32294429999999,139.5818348,372703.3840604664,4020701.941032408,57.155984098914544,39.0
6217,36.324288900000006,139.582321,372749.2153546296,4020850.45873662,116.03743291165664,94.0
6218,36.3243068,139.5820521,372725.106538329,4020852.798288638,25.812672628062757,94.0
6219,36.3243769,139.5812682,372654.8534913716,4020861.606588858,0.0,
6220,36.3245431,139.5803073,372568.868608762,4020881.309158085,125.91152787085612,68.0
77,36.3159969,139.57508950000002,372086.5240771608,4019940.1603053696,107.60827425887928,36.0
78,36.3159659,139.5784186,372385.3436083106,4019932.3237449713,7.938315588261307,61.0
