node,cluster
6144.0,369
6241.0,9
88.0,178
77.0,149
3943.0,149
3948.0,149
4528.0,15
78.0,337
3941.0,337
80.0,299
79.0,299
3942.0,299
82.0,391
3604.0,354
4538.0,391
83.0,391
5229.0,414
1616.0,350
5215.0,19
84.0,339
3727.0,43
3725.0,339
1780.0,106
3611.0,12
85.0,109
3721.0,109
4427.0,371
86.0,156
4820.0,374
4823.0,156
87.0,417
5066.0,417
89.0,364
1629.0,14
5072.0,48
4411.0,250
5943.0,364
3791.0,268
90.0,193
4410.0,297
4656.0,242
5213.0,8
91.0,155
4888.0,108
3739.0,155
3740.0,208
92.0,64
4992.0,258
5005.0,317
3735.0,346
3738.0,58
175.0,15
3940.0,15
4787.0,137
176.0,337
177.0,148
3944.0,427
3946.0,408
4790.0,336
178.0,330
3945.0,1
208.0,74
3938.0,165
4022.0,169
5198.0,59
3947.0,408
212.0,210
205.0,137
206.0,30
4020.0,104
207.0,323
4023.0,434
3596.0,401
4025.0,349
861.0,132
209.0,231
5692.0,179
210.0,231
5220.0,181
211.0,56
1468.0,56
4406.0,145
4409.0,269
5197.0,235
4407.0,180
213.0,135
3788.0,281
3599.0,334
1480.0,376
214.0,160
3597.0,349
3598.0,160
215.0,31
4532.0,400
5696.0,305
3600.0,77
216.0,400
5690.0,400
5226.0,113
5225.0,318
217.0,284
3787.0,179
5687.0,72
1520.0,72
258.0,105
259.0,147
375.0,432
4351.0,396
4354.0,432
376.0,300
4352.0,300
4678.0,405
5710.0,359
3742.0,321
4890.0,370
825.0,45
868.0,45
4541.0,116
866.0,209
826.0,36
875.0,36
3608.0,406
827.0,276
4425.0,214
4419.0,20
829.0,140
4867.0,60
3730.0,111
1809.0,141
856.0,356
860.0,241
6040.0,7
859.0,200
4021.0,307
5203.0,378
5219.0,73
5694.0,307
3595.0,305
863.0,386
6029.0,386
4542.0,187
864.0,68
3602.0,77
4536.0,66
5202.0,170
865.0,209
4418.0,209
867.0,384
4546.0,384
878.0,428
876.0,79
5506.0,343
877.0,79
5504.0,44
4429.0,130
5230.0,428
882.0,428
887.0,360
5502.0,358
1401.0,252
1412.0,252
1405.0,211
1406.0,115
1427.0,94
5214.0,115
1407.0,377
1410.0,306
5628.0,124
5630.0,25
1441.0,246
1421.0,40
5629.0,224
6124.0,252
1450.0,435
1446.0,172
1440.0,277
1423.0,230
1425.0,220
5231.0,94
1442.0,253
5207.0,94
1431.0,241
1433.0,287
6249.0,249
4708.0,287
1434.0,224
1449.0,409
1435.0,83
1451.0,329
1444.0,277
5224.0,253
5223.0,378
6010.0,277
1469.0,217
4635.0,172
1473.0,310
4350.0,78
1453.0,329
1452.0,27
1458.0,27
4585.0,230
1454.0,410
6248.0,347
1455.0,325
5704.0,162
1456.0,51
5774.0,51
4788.0,439
1526.0,412
1486.0,254
1461.0,401
4637.0,401
1465.0,284
1467.0,217
1479.0,26
4789.0,308
4530.0,93
1483.0,195
6035.0,192
4793.0,78
1494.0,136
1488.0,376
6036.0,309
4638.0,376
1503.0,340
1534.0,53
1500.0,101
1539.0,421
1496.0,286
1497.0,160
1525.0,122
1533.0,423
1501.0,21
5194.0,21
6155.0,112
1537.0,412
1507.0,54
1521.0,48
4534.0,204
5688.0,72
5199.0,436
1523.0,228
6039.0,309
6037.0,228
1582.0,66
1550.0,412
1527.0,425
5193.0,5
1565.0,288
5196.0,233
1562.0,53
1544.0,412
1593.0,353
1552.0,98
1596.0,6
1571.0,203
3601.0,38
1579.0,154
1574.0,288
5183.0,191
4679.0,288
1577.0,191
1602.0,348
4359.0,166
4356.0,221
1607.0,350
1583.0,237
6243.0,283
4358.0,265
1585.0,288
4673.0,216
1588.0,426
5682.0,183
4677.0,37
1608.0,390
1630.0,390
5680.0,187
5681.0,119
1613.0,283
1619.0,350
1648.0,168
4539.0,350
1625.0,29
6212.0,88
4680.0,143
1628.0,213
4658.0,213
3790.0,139
5071.0,14
1687.0,185
1642.0,205
1643.0,205
4676.0,67
3792.0,216
1671.0,67
6240.0,274
1651.0,168
4548.0,81
4416.0,19
1676.0,80
1653.0,328
1679.0,9
1680.0,303
1664.0,355
6236.0,335
6230.0,355
1665.0,236
4547.0,384
1686.0,42
1672.0,52
6226.0,128
1673.0,20
5222.0,20
1690.0,123
4549.0,176
1677.0,46
6234.0,361
1685.0,266
1689.0,42
1695.0,76
6237.0,424
5505.0,343
1692.0,407
6229.0,76
1720.0,394
1696.0,76
1698.0,371
6225.0,97
1704.0,406
1716.0,239
3609.0,406
1705.0,239
1723.0,259
1715.0,71
1706.0,244
1708.0,312
4806.0,244
4639.0,159
4807.0,240
5959.0,128
1709.0,393
1721.0,44
1726.0,290
5507.0,28
1710.0,159
1714.0,176
3723.0,89
1711.0,243
1719.0,293
1717.0,315
4808.0,255
1728.0,71
1727.0,239
1722.0,322
4810.0,315
6147.0,431
1737.0,293
1725.0,222
4809.0,34
4640.0,362
1731.0,332
1747.0,177
4552.0,259
5772.0,222
1755.0,16
1740.0,290
1738.0,380
1739.0,71
5678.0,380
1730.0,161
1757.0,107
3610.0,161
1759.0,107
1736.0,184
1733.0,255
4811.0,345
4813.0,433
4641.0,197
5501.0,362
1823.0,215
1753.0,17
1744.0,380
1752.0,226
5677.0,380
1745.0,199
1741.0,362
1750.0,121
1751.0,199
1770.0,229
4553.0,291
1762.0,121
1761.0,3
1763.0,17
