node,cluster
57,21
77,36
78,61
79,61
80,61
82,29
83,29
84,54
85,126
86,6
87,33
88,21
89,76
90,33
91,8
92,134
175,52
176,61
177,116
178,137
179,24
180,87
205,52
206,56
207,118
208,81
209,53
210,53
211,60
212,0
213,122
214,30
215,113
216,113
217,135
258,9
259,9
375,73
376,111
395,93
825,130
826,112
827,82
829,22
856,18
859,137
860,18
861,57
863,115
864,17
865,79
866,79
867,108
868,130
875,69
876,78
877,78
878,69
882,123
887,55
1401,90
1405,36
1406,106
1407,114
1410,99
1412,90
1413,80
1421,16
1423,72
1425,12
1427,12
1431,24
1433,99
1434,16
1435,16
1440,80
1441,99
1442,142
1444,97
1446,97
1449,114
1450,12
1451,72
1452,128
1453,72
1454,98
1455,59
1456,128
1458,128
1460,56
1461,81
1465,135
1467,19
1468,60
1469,19
1473,145
1479,19
1480,1
1483,145
1486,1
1488,1
1494,19
1496,122
1497,30
1500,19
1501,40
1503,5
1507,35
1520,77
1521,35
1523,145
1525,17
1526,143
1527,105
1533,104
1534,23
1537,143
1539,104
1544,143
1550,143
1552,104
1562,23
1565,105
1571,104
1574,105
1576,140
1577,140
1579,23
1582,91
1583,136
1585,105
1588,117
1593,104
1596,46
1602,140
1607,29
1608,117
1613,136
1616,29
1619,29
1625,46
1628,133
1629,39
1630,117
1642,138
1643,138
1648,29
1651,29
1653,138
1664,131
1665,108
1668,112
1671,144
1672,4
1673,109
1676,4
1677,31
1679,21
1680,144
1685,28
1686,144
1687,28
1689,144
1690,82
1692,10
1695,28
1696,28
1698,28
1704,120
1705,69
1706,20
1708,20
1709,51
1710,20
1711,49
1714,20
1715,69
1716,120
1717,51
1719,49
1720,15
1721,37
1722,120
1723,120
1725,15
1726,51
1727,92
1728,85
1730,132
1731,37
1733,146
1736,37
1737,49
1738,92
1739,85
1740,51
1741,141
1743,125
1744,92
1745,51
1747,92
1750,92
1751,54
1752,85
1753,49
1755,66
1757,124
1759,124
1761,85
1762,70
1763,50
1766,50
1767,50
1769,70
1770,70
1771,89
1772,50
1774,75
1777,70
1780,107
1787,42
1790,84
1791,127
1792,84
1794,84
1798,22
1799,43
1800,42
1803,103
1804,22
1807,103
1808,103
1809,22
1813,42
1815,32
1817,43
1818,71
1819,71
1820,64
1823,32
1825,103
1826,71
1827,103
1830,64
1831,71
1832,64
1834,71
1835,64
1838,64
1844,34
1845,38
1847,34
1851,34
1852,64
1853,34
1856,47
1857,47
1858,64
1860,62
1864,34
1865,34
1867,26
1868,47
1869,47
1870,47
1874,93
1875,62
1877,62
1883,45
1884,62
1885,93
1886,62
1889,48
1890,48
1893,62
1894,45
1895,48
1901,48
1902,48
1903,48
1905,13
3595,57
3596,122
3597,81
3598,30
3599,122
3600,17
3601,23
3602,17
3603,17
3604,23
3605,104
3608,112
3609,120
3610,132
3611,51
3612,132
3623,42
3624,42
3721,126
3722,66
3723,25
3724,95
3725,95
3726,66
3727,54
3730,84
3732,102
3735,134
3738,8
3739,8
3740,8
3742,93
3783,104
3786,57
3787,135
3788,122
3789,122
3790,133
3791,76
3792,138
3793,21
3794,136
3938,24
3940,52
3941,61
3942,61
3943,36
3944,116
3945,137
3946,65
3947,65
3948,36
4020,61
4021,137
4022,53
4023,118
4024,60
4025,81
4350,101
4351,73
4352,111
4353,11
4354,73
4356,86
4357,101
4358,101
4359,136
4406,59
4407,0
4408,27
4409,40
4410,33
4411,136
4416,109
4418,79
4419,109
4424,78
4425,82
4427,28
4429,44
4528,36
4529,113
4530,19
4532,113
4534,77
4536,91
4537,91
4538,29
4539,29
4540,91
4541,91
4542,108
4543,108
4544,108
4545,108
4546,108
4547,108
4548,4
4549,20
4550,120
4551,120
4552,120
4553,124
4554,124
4555,75
4556,75
4557,64
4558,64
4559,64
4561,26
4562,26
4563,62
4564,26
4565,26
4566,26
4567,26
4568,26
4569,48
4570,48
4571,48
4572,48
4585,72
4587,66
4635,97
4636,97
4637,81
4638,1
4639,20
4640,44
4641,37
4642,42
4643,42
4655,58
4656,39
4657,4
4658,133
4659,58
4673,138
4674,98
4675,133
4676,144
4677,46
4678,119
4679,105
4680,46
4708,99
4787,52
4788,128
4789,116
4790,116
4793,101
4806,20
4807,20
4808,146
4809,15
4810,146
4811,146
4812,6
4813,146
4814,146
4815,88
4816,95
4817,6
4818,6
4819,95
4820,6
4821,6
4822,88
4823,6
4824,6
4825,95
4826,14
4827,107
4828,41
4829,41
4830,54
4831,41
4832,107
4833,107
4835,107
4836,54
4837,107
4839,110
4841,74
4842,110
4843,74
4844,127
4845,110
4846,110
4847,74
4848,84
4849,74
4850,110
4853,102
4854,127
4855,43
4856,102
4857,83
4858,83
4860,83
4861,83
4862,74
4863,83
4864,43
4865,83
4866,43
4867,43
4868,83
4869,43
4870,2
4871,2
4872,83
4873,2
4874,2
4875,43
4876,2
4877,43
4878,2
4879,2
4880,2
4881,2
4882,2
4883,2
4884,2
4885,38
4886,38
4887,38
4888,38
4889,38
4890,93
4892,93
4987,134
4988,3
4989,134
4990,3
4991,32
4992,134
4993,3
4994,134
4996,3
4997,134
4998,121
4999,121
5000,121
5001,63
5002,3
5003,121
5004,121
5005,134
5006,63
5007,96
5008,63
5009,121
5010,8
5011,121
5012,96
5013,63
5014,121
5016,8
5017,8
5018,96
5019,63
5020,8
5021,67
5022,96
5023,100
5024,100
5025,67
5026,100
5027,45
5028,100
5029,45
5030,7
5031,67
5032,7
5034,100
5035,67
5036,45
5037,100
5038,45
5039,7
5040,45
5041,100
5042,129
5043,100
5044,7
5045,129
5046,139
5047,129
5048,139
5049,13
5050,129
5051,13
5052,129
5053,13
5054,139
5055,13
5060,93
5066,33
5071,39
