city,cluster,terminals,raw_kw,coinc_kw,n_s1,n_s1_feas,s1_npc_mean,s1_npc_feas_mean,s1_capex_mean,s1_length_mean,s1_plkw_mean,s1_vdrop_max,s1cond_npc_mean,s1cond_plkw_mean,s2f_npc,s2f_plkw,s2_npc,s2_w,s2_capex,s2_plkw,s2_length,s2_vdrop,s2_upsize_m,s2_feasible,tld
sano,66,2,81.30188244959638,48.78112946975782,12,12,15291135.31430456,15291135.31430456,7835438.438029095,48.366903938451195,0.014367599623175605,0.08718837936993674,15291135.31430456,0.014367599623175605,,,,0,,,,,,False,0.0
sano,67,2,40.984773911238385,24.590864346743032,12,12,33459915.144630443,33459915.144630443,21342489.042864706,131.74375952385617,0.0022571273940966458,0.05703420793740189,33459915.144630443,0.0022571273940966458,,,,0,,,,,,False,0.0
sano,69,5,152.2561096280973,91.35366577685838,12,12,22188575.70958266,22188575.70958266,12790139.802721145,78.95148026371078,0.14126896444228174,0.2673228312280422,22188575.70958266,0.14126896444228174,,,,0,,,,,,False,0.0
sano,72,2,171.3556811922017,102.813408715321,12,12,20862187.80667216,20862187.80667216,11782468.103812331,72.73128459143415,0.15857691781863517,0.3552000087783343,20862187.80667216,0.15857691781863517,,,,0,,,,,,False,0.0
sano,78,3,155.2313838398494,93.13883030390963,12,12,20140119.832103066,20140119.832103066,11292984.745595274,69.7097823802177,0.12309207514577886,0.29534745632301923,20140119.832103066,0.12309207514577886,,,,0,,,,,,False,0.0
sano,79,3,168.40814196093365,101.0448851765602,12,12,10638641.78048387,10638641.78048387,4356028.582036361,26.88906532121211,0.033164187654015805,0.09758241841653913,10638641.78048387,0.033164187654015805,,,,0,,,,,,False,0.0
sano,80,3,51.48014786374875,30.88808871824925,12,12,27659893.132511903,27659893.132511903,17011718.672368173,105.01060908869248,0.020498951548216647,0.1015864969504771,27659893.132511903,0.020498951548216647,,,,0,,,,,,False,0.0
sano,81,2,186.40587790566804,111.84352674340083,12,12,5225620.300783285,5225620.300783285,377207.66129612504,2.3284423536797836,0.002314706357836548,0.007678440971764197,5225620.300783285,0.002314706357836548,,,,0,,,,,,False,0.0
sano,83,2,156.54083155797315,93.92449893478388,12,12,17132472.761520598,17132472.761520598,9143094.863308622,56.43885718091743,0.05968349870723464,0.19195905140278577,17132472.761520598,0.05968349870723464,,,,0,,,,,,False,0.0
sano,84,3,173.01592816228163,103.80955689736896,12,12,21375032.295225084,21375032.295225084,12143821.550559765,74.96186142320845,0.17336571098754958,0.3514722839415338,21375032.295225084,0.17336571098754958,,,,0,,,,,,False,0.0
sano,85,4,444.4417255382157,266.6650353229293,12,12,43929792.05806594,43929792.05806594,27856312.363088083,171.95254545116106,0.9603906655691148,0.7699870126211834,43929792.05806594,0.9603906655691148,,,,0,,,,,,False,0.0
sano,86,3,235.9895925400619,141.59375552403714,12,12,42937482.75628458,42937482.75628458,27816161.21423875,171.70469885332565,0.4308360851269695,0.5142708200546002,42937482.75628458,0.4308360851269695,,,,0,,,,,,False,0.75
sano,87,3,292.06711525782987,175.2402691546979,12,12,35067773.0843029,35067773.0843029,21470092.60121317,132.53143580995786,0.8127629466194667,0.9088411968993854,35067773.0843029,0.8127629466194667,,,,0,,,,,,False,0.0
sano,88,2,26.58812640041595,15.952875840249568,12,12,13033093.220303068,13033093.220303068,6175400.6426512,38.119757053402466,0.0017058772943193137,0.02667112340881379,13033093.220303068,0.0017058772943193137,,,,0,,,,,,False,0.0
sano,90,3,80.17050275509226,48.10230165305535,12,12,47804843.00988392,47804843.00988392,31909231.935623717,196.97056750385013,0.06686407623608122,0.26400899699773983,47804843.00988392,0.06686407623608122,,,,0,,,,,,False,0.0
sano,91,2,22.30073634315208,13.380441805891248,12,12,6201641.673993121,6201641.673993121,1104822.4303092028,6.819891545118537,0.00012865085947521944,0.003098042937600487,6201641.673993121,0.00012865085947521944,,,,0,,,,,,False,0.0
sano,92,2,190.74081225019825,114.44448735011895,12,12,21301923.71290382,21301923.71290382,11913096.423671978,73.53763224488875,0.3074784757121773,0.49734130940552335,21301923.71290382,0.3074784757121773,,,,0,,,,,,False,0.0
sano,93,2,52.661930741851215,31.59715844511073,12,12,14581425.71245453,14581425.71245453,7326049.004497712,45.22252471912169,0.000988795736523915,0.022116838542426652,14581425.71245453,0.000988795736523915,,,,0,,,,,,False,0.0
sano,95,5,250.17206664414425,150.10323998648653,12,12,56130288.47123978,56130288.47123978,37259511.449398525,229.9969842555465,0.6990696966466086,1.0743600266810367,56130288.47123978,0.6990696966466086,,,,0,,,,,,False,0.0
sano,96,2,140.28001044042912,84.16800626425747,12,12,14555745.700745074,14555745.700745074,7259026.719298545,44.808806909250286,0.03743888492830955,0.1354676182982622,14555745.700745074,0.03743888492830955,,,,0,,,,,,False,0.0
sano,99,2,138.4351913461689,83.06111480770133,12,12,12737852.492351547,12737852.492351547,5862072.563912609,36.18563311057165,0.07323129133041163,0.17025849356481357,12737852.492351547,0.07323129133041163,,,,0,,,,,,False,0.0
sano,100,2,80.63804850693951,48.382829104163704,12,12,16892530.775821425,16892530.775821425,9010450.563976152,55.62006520972932,0.025080908173880073,0.1235320727253273,16892530.775821425,0.025080908173880073,,,,0,,,,,,False,0.0
sano,101,2,52.20474803983453,31.322848823900713,12,12,44246189.89293463,44246189.89293463,29325244.548700202,181.0200280783963,0.02242120180156838,0.21070998212264197,44246189.89293463,0.02242120180156838,,,,0,,,,,,False,0.0
sano,103,2,243.02195817954535,145.81317490772722,12,12,30124269.71813335,30124269.71813335,18008845.99876517,111.16571604176032,0.6535032831348538,0.8914596165573628,30124269.71813335,0.6535032831348538,,,,0,,,,,,False,0.0
sano,106,2,55.96082299664503,33.57649379798701,12,12,24898698.942265917,24898698.942265917,14988332.613368576,92.52057168746036,3.524248567830123e-05,0.005972343417853004,24898698.942265917,3.524248567830123e-05,,,,0,,,,,,False,0.0
sano,107,3,184.7682390262443,110.86094341574656,12,12,56231308.91419337,56231308.91419337,37724759.6640998,232.86888681543078,0.40244761288837205,0.643092650687032,56231308.91419337,0.40244761288837205,,,,0,,,,,,False,0.0
sano,109,2,148.10275270525779,88.86165162315467,12,12,21207001.473214626,21207001.473214626,12189495.294921601,75.24379811680001,0.04380962654210907,0.1898945422100465,21207001.473214626,0.04380962654210907,,,,0,,,,,,False,0.0
sano,111,2,95.53084783998118,57.318508703988705,12,12,5624114.158103925,5624114.158103925,671908.9806770253,4.147586300475465,0.0032252374451903075,0.012096811544426671,5624114.158103925,0.0032252374451903075,,,,0,,,,,,False,0.0
sano,113,2,53.172206423288266,31.903323853972957,12,12,11170685.156637179,11170685.156637179,4790623.790203002,29.571751791376542,0.0031173689413353336,0.031755940588474016,11170685.156637179,0.0031173689413353336,,,,0,,,,,,False,0.0
sano,116,2,60.319307139175095,36.19158428350505,12,12,7188095.00241312,7188095.00241312,1833369.390119348,11.317095000736716,0.003121976130242666,0.019659597515608758,7188095.00241312,0.003121976130242666,,,,0,,,,,,False,0.0
sano,117,2,130.0295879213599,78.01775275281592,12,12,6311757.379194538,6311757.379194538,1186712.905408773,7.325388304992426,3.384908801872496e-05,0.0016469528420072755,6311757.379194538,3.384908801872496e-05,,,,0,,,,,,False,0.0
sano,119,3,105.84872979813744,63.50923787888245,12,12,15392712.807310792,15392712.807310792,7872325.879608337,48.59460419511321,0.04366093069818051,0.0944410034743675,15392712.807310792,0.04366093069818051,,,,0,,,,,,False,0.0
sano,120,4,256.9764168849703,154.18585013098217,12,12,46994660.555951,46994660.555951,30702629.768097814,189.52240597591245,0.5267348129037558,0.8128930841986484,46994660.555951,0.5267348129037558,,,,0,,,,,,False,0.0
sano,121,2,89.87131017566793,53.92278610540075,12,12,8515277.016496252,8515277.016496252,2821732.53370296,17.41810205989481,0.0009388431650219148,0.013374861466923377,8515277.016496252,0.0009388431650219148,,,,0,,,,,,False,0.0
sano,122,2,71.07665332125082,42.64599199275049,12,12,14470561.488376202,14470561.488376202,7240110.333781313,44.69203909741551,0.0037381936761659205,0.04275021830054527,14470561.488376202,0.0037381936761659205,,,,0,,,,,,False,0.0
sano,123,6,300.1436672895198,455.1557707112972,12,12,77431580.66972022,77431580.66972022,50829609.922338136,313.7630242119638,2.4070716197337414,3.112162118268192,77013668.02641049,1.8462983754662021,,,,0,,,,,,False,0.0
sano,125,2,63.1569809581959,37.894188574917536,12,12,18738524.217986878,18738524.217986878,10391980.718894156,64.14802912897629,0.016872609744331867,0.10881158642945782,18738524.217986878,0.016872609744331867,,,,0,,,,,,False,0.0
sano,129,2,37.24181855478642,22.34509113287185,12,12,39130093.09487892,39130093.09487892,25529463.414398555,157.58928033579355,0.020030097228818128,0.18582203734098598,39130093.09487892,0.020030097228818128,,,,0,,,,,,False,0.0
sano,132,2,116.70663978739441,70.02398387243665,12,12,13451929.295132393,13451929.295132393,6436549.040702232,39.731784201865636,0.03960174018650598,0.13119537390597216,13451929.295132393,0.03960174018650598,,,,0,,,,,,False,0.0
sano,133,2,134.845183861186,80.9071103167116,12,12,15402247.650548698,15402247.650548698,7835969.509781349,48.37018215914414,0.0766773501224478,0.20142564446851327,15402247.650548698,0.0766773501224478,,,,0,,,,,,False,0.0
sano,134,2,94.0117125295537,56.40702751773222,12,12,9203927.00761038,9203927.00761038,3322749.7430431475,20.510800882982387,0.008795101085965347,0.04442261082127677,9203927.00761038,0.008795101085965347,,,,0,,,,,,False,0.0
sano,135,3,226.5966471458876,135.95798828753257,12,12,65987373.60054785,65987373.60054785,41245664.016927265,254.6028643020201,3.23264066265039,3.2119443169198534,65837576.70011991,2.047678376520892,,,,0,,,,,,False,0.0
sano,136,2,113.10339417686365,67.86203650611819,12,12,17979014.268917195,17979014.268917195,9778396.89195368,60.36047464168939,0.054584891081103905,0.18984750747707688,17979014.268917195,0.054584891081103905,,,,0,,,,,,False,0.0
sano,137,3,117.3163772121169,70.38982632727013,12,12,28463646.78699116,28463646.78699116,17485739.185616348,107.93666163960711,0.11384183556942505,0.1897490827229903,28463646.78699116,0.11384183556942505,,,,0,,,,,,False,0.0
sano,139,2,30.50707230058555,18.30424338035133,12,12,5318905.8615380535,5318905.8615380535,449471.60952373245,2.774516108171188,3.793821175442574e-05,0.0010730609877364463,5318905.8615380535,3.793821175442574e-05,,,,0,,,,,,False,0.0
sano,141,2,107.29077686299684,64.37446611779811,12,12,7071447.755446642,7071447.755446642,1738520.146716958,10.73160584393184,0.009380360782409712,0.03318443901886541,7071447.755446642,0.009380360782409712,,,,0,,,,,,False,0.0
sano,142,2,91.6891411860629,55.01348471163774,12,12,12343846.05478227,12343846.05478227,5624411.902329232,34.718591989686615,0.031496390892979266,0.10937140733198743,12343846.05478227,0.031496390892979266,,,,0,,,,,,False,0.0
sano,144,3,88.96436784768275,53.378620708609645,12,12,10144904.986279082,10144904.986279082,4031338.8284112345,24.884807582785395,0.0012916417121382076,0.014797669579954615,10144904.986279082,0.0012916417121382076,,,,0,,,,,,False,0.0
sano,147,2,27.529269667093907,16.517561800256342,12,12,78116379.43104088,78116379.43104088,54486007.67437222,336.3333807060015,0.014320089979351906,0.22953568453648504,78116379.43104088,0.014320089979351906,,,,0,,,,,,False,0.0
sano,149,2,59.93868487820372,35.96321092692223,12,12,9650001.114331005,9650001.114331005,3653509.2609094977,22.55252630191048,0.009152446830278094,0.04751804437918194,9650001.114331005,0.009152446830278094,,,,0,,,,,,False,0.0
sano,155,2,145.28233338704757,87.16940003222854,12,12,17028258.985427648,17028258.985427648,8971471.524671625,55.379453855997674,0.131316219486961,0.2820498495105844,17028258.985427648,0.131316219486961,,,,0,,,,,,False,0.0
sano,156,4,166.3357484770827,99.80144908624962,12,12,32693624.32194273,32693624.32194273,20311651.353539743,125.38056391073913,0.35330072627305803,0.49362057870449666,32693624.32194273,0.35330072627305803,,,,0,,,,,,False,0.0
sano,158,3,255.67754273970536,153.40652564382322,12,12,19396467.303560603,19396467.303560603,10708998.013530686,66.10492600944869,0.14725748881259113,0.2386782208485119,19396467.303560603,0.14725748881259113,,,,0,,,,,,False,0.0
sano,160,2,191.61327490762525,114.96796494457516,12,12,46105438.03668064,46105438.03668064,30286082.192497622,186.95112464504703,0.34146634064792997,0.8356614031245869,46105438.03668064,0.34146634064792997,,,,0,,,,,,False,0.0
sano,166,3,294.73238598982954,176.8394315938977,12,12,17946585.291545622,17946585.291545622,9144900.91042426,56.45000561990283,0.5178076907459005,0.42518767234272026,17946585.291545622,0.5178076907459005,,,,0,,,,,,False,0.0
sano,169,2,114.35099775505878,68.61059865303527,12,12,65109045.94804177,65109045.94804177,44348258.216139264,273.75468034653875,0.3785890189503263,1.0647732587534133,65109045.94804177,0.3785890189503263,,,,0,,,,,,False,0.0
sano,172,2,227.88843881814864,136.73306329088916,12,12,12621570.741727406,12621570.741727406,5638369.205729612,34.80474818351613,0.17763917851315295,0.2600644434107108,12621570.741727406,0.17763917851315295,,,,0,,,,,,False,0.0
sano,173,3,279.6375205397502,167.78251232385014,12,12,19876892.030964203,19876892.030964203,10694738.293538513,66.01690304653404,0.429255157431685,0.3754844455008796,19876892.030964203,0.429255157431685,,,,0,,,,,,False,0.0
sano,174,2,148.69715428672367,89.2182925720342,12,12,25104791.24337777,25104791.24337777,15139895.750990532,93.45614661105266,0.0011521924220345198,0.03432091003820719,25104791.24337777,0.0011521924220345198,,,,0,,,,,,False,0.0
sano,177,4,295.8374547067324,177.50247282403944,12,12,80018821.22473398,80018821.22473398,53630489.112564646,331.0524019294115,1.7383735998776,2.0134629617767246,80018821.22473398,1.7383735998776,,,,0,,,,,,False,0.0
sano,179,2,135.83938921622976,81.50363352973785,12,12,38593591.88430345,38593591.88430345,24887175.62346756,153.62454088560227,0.2054299130024011,0.5875630717384647,38593591.88430345,0.2054299130024011,,,,0,,,,,,False,0.0
sano,182,2,194.72459029327496,116.83475417596497,12,12,13248854.568090467,13248854.568090467,6237268.520639225,38.50165753481003,0.07645837925797892,0.1794504739710431,13248854.568090467,0.07645837925797892,,,,0,,,,,,False,0.0
sano,183,2,119.04332577903644,71.42599546742186,12,12,12534097.493394464,12534097.493394464,5779373.386851671,35.675144363281916,0.021089411920135952,0.09072092233129843,12534097.493394464,0.021089411920135952,,,,0,,,,,,False,0.0
sano,184,2,176.72031651310738,106.03218990786442,12,12,19118885.358977202,19118885.358977202,10486041.36980808,64.72865043091407,0.16005760945994238,0.33665013404758637,19118885.358977202,0.16005760945994238,,,,0,,,,,,False,0.0
sano,186,3,78.20314445240456,46.921886671442735,12,12,24582365.69630224,24582365.69630224,14741251.152957164,90.99537748738989,0.009301061011705677,0.05819474994201666,24582365.69630224,0.009301061011705677,,,,0,,,,,,False,0.0
sano,187,2,101.49137207342682,60.89482324405609,12,12,16047446.764925271,16047446.764925271,8404400.064496249,51.879012743804,0.008767788706484836,0.07053964043583649,16047446.764925271,0.008767788706484836,,,,0,,,,,,False,0.0
sano,189,2,98.55007428502896,59.13004457101738,12,12,9513036.278318549,9513036.278318549,3531988.6910035815,21.8023993271826,0.024216411240542367,0.07599751451617202,9513036.278318549,0.024216411240542367,,,,0,,,,,,False,0.0
sano,190,2,123.12026281657447,73.87215768994469,12,12,99287809.07059623,99287809.07059623,70030700.17350979,432.28827267598626,0.14811840663941941,0.8369193233653826,99287809.07059623,0.14811840663941941,,,,0,,,,,,False,0.0
sano,191,2,176.55653452355494,105.93392071413297,12,12,36173526.77297335,36173526.77297335,23126233.200888764,142.7545259314122,0.17801858230109743,0.527254098874556,36173526.77297335,0.17801858230109743,,,,0,,,,,,False,0.0
sano,192,2,171.65970783013694,102.99582469808216,12,12,16197498.018502735,16197498.018502735,8373465.435001374,51.68805824074923,0.11697260421512823,0.25717546909091876,16197498.018502735,0.11697260421512823,,,,0,,,,,,False,0.0
sano,193,4,180.2362884408624,129.06359599176756,12,12,42571203.76190854,42571203.76190854,27727897.942756012,171.15986384417292,0.29119261231471794,0.2888098779876797,42571203.76190854,0.29119261231471794,,,,0,,,,,,False,0.0
sano,195,2,52.52587279406227,31.51552367643736,12,12,13005057.40521442,13005057.40521442,6141950.096817934,37.91327220257984,0.011308125371915001,0.06848308158710002,13005057.40521442,0.011308125371915001,,,,0,,,,,,False,0.0
sano,197,3,54.38266459553246,32.62959875731948,12,12,42956819.99760592,42956819.99760592,28385344.885324884,175.21817830447458,0.009108504011535673,0.07614522497094615,42956819.99760592,0.009108504011535673,,,,0,,,,,,False,0.0
sano,199,2,58.31772491524943,34.99063494914965,12,12,14907740.700434202,14907740.700434202,7557693.820481148,46.65243099062436,0.009090354981205978,0.06811141668973568,14907740.700434202,0.009090354981205978,,,,0,,,,,,False,0.0
sano,202,2,79.64457347871911,47.78674408723147,12,12,6458419.606909186,6458419.606909186,1287774.5592206758,7.949225674201703,0.005994246387743836,0.02283084895851333,6458419.606909186,0.005994246387743836,,,,0,,,,,,False,0.0
sano,203,2,106.02832544290372,63.61699526574223,12,12,16861815.211006176,16861815.211006176,8985439.869494645,55.465678206757055,0.02675545691527757,0.12741210838597825,16861815.211006176,0.02675545691527757,,,,0,,,,,,False,0.0
sano,206,2,155.0889351728537,93.0533611037122,12,12,18064262.78397378,18064262.78397378,9705447.187061463,59.91016782136706,0.15815014543735778,0.32194183744321736,18064262.78397378,0.15815014543735778,,,,0,,,,,,False,0.0
sano,207,3,269.57757491945245,161.74654495167147,12,12,97942199.20428085,97942199.20428085,65689396.846713394,405.490103992058,2.6885016086389424,3.0111163631645197,97893450.96062386,2.277253526621938,,,,0,,,,,,False,0.0
sano,211,5,120.09559554158997,72.05735732495398,12,12,32636242.033806507,32636242.033806507,20675570.09360173,127.6269758864304,0.044295306984329735,0.12131762617600052,32636242.033806507,0.044295306984329735,,,,0,,,,,,False,0.0
sano,212,2,155.28513186257305,93.17107911754383,12,12,15681947.585182406,15681947.585182406,7975139.062975898,49.22925347515987,0.1287600007290193,0.2633264369601079,15681947.585182406,0.1287600007290193,,,,0,,,,,,False,0.0
sano,213,2,157.63861331384834,94.58316798830901,12,12,15024281.08182987,15024281.08182987,7628999.589151443,47.09259005649039,0.02066726795445328,0.10318348122565518,15024281.08182987,0.02066726795445328,,,,0,,,,,,False,0.0
sano,214,2,82.27203754134611,49.36322252480767,12,12,8060768.609009977,8060768.609009977,2485345.391346448,15.341638218187947,9.866477499289915e-05,0.0040692023439095676,8060768.609009977,9.866477499289915e-05,,,,0,,,,,,False,0.0
sano,217,2,49.26282869217307,29.557697215303847,12,12,6655174.614873245,6655174.614873245,1438913.268625518,8.882180670527887,0.002163703728388926,0.014499434040012157,6655174.614873245,0.002163703728388926,,,,0,,,,,,False,0.0
sano,218,2,145.4244781533077,87.25468689198462,12,12,23898884.618868113,23898884.618868113,14210643.832972502,87.72002366032409,0.026853931663449876,0.16052610284870214,23898884.618868113,0.026853931663449876,,,,0,,,,,,False,0.0
