node,cluster
6144.0,261
77.0,183
3943.0,287
3948.0,183
4528.0,183
78.0,237
3941.0,237
80.0,303
79.0,303
82.0,149
3604.0,322
4538.0,149
83.0,149
5229.0,147
1616.0,257
5215.0,234
84.0,194
3727.0,194
3725.0,3
1780.0,185
3611.0,224
85.0,107
3721.0,107
86.0,231
4820.0,288
4823.0,231
5066.0,71
5072.0,76
4411.0,285
5943.0,24
3791.0,24
90.0,66
4410.0,66
4656.0,14
5213.0,84
91.0,118
4888.0,316
3739.0,118
3740.0,4
92.0,158
4992.0,127
5005.0,158
3735.0,250
3738.0,133
175.0,183
3940.0,17
4787.0,183
176.0,17
4790.0,263
178.0,105
3945.0,105
3938.0,96
4022.0,2
3947.0,195
4020.0,136
207.0,49
4023.0,49
4025.0,45
209.0,2
5692.0,212
210.0,11
5220.0,8
1468.0,225
4409.0,159
5197.0,277
4407.0,324
213.0,275
3788.0,275
1480.0,6
214.0,52
3597.0,45
3598.0,52
4532.0,169
5696.0,129
216.0,169
5690.0,169
5226.0,69
217.0,326
3787.0,212
5687.0,248
1520.0,120
258.0,59
259.0,59
375.0,252
4351.0,177
4354.0,89
376.0,244
4352.0,244
4678.0,97
5710.0,324
3742.0,78
4890.0,116
868.0,295
4541.0,0
826.0,295
875.0,295
3608.0,27
827.0,32
4425.0,192
4419.0,172
829.0,18
4867.0,18
3730.0,153
1809.0,102
856.0,200
860.0,23
6040.0,143
859.0,90
4021.0,236
5203.0,23
5219.0,20
5694.0,236
3595.0,44
6029.0,301
4542.0,122
864.0,166
3602.0,232
4536.0,166
5202.0,81
4418.0,323
867.0,226
4546.0,99
878.0,269
876.0,104
5506.0,199
877.0,104
5504.0,292
4429.0,152
882.0,269
887.0,31
5502.0,31
1401.0,256
1412.0,256
1406.0,211
1427.0,161
5214.0,211
1407.0,271
1410.0,271
5628.0,278
5630.0,278
1441.0,121
1421.0,111
5629.0,256
6124.0,256
1450.0,230
1446.0,270
1440.0,15
1423.0,111
1425.0,106
5231.0,161
1442.0,176
5207.0,82
1431.0,317
1433.0,13
6249.0,13
4708.0,171
1434.0,306
1449.0,121
1435.0,111
1451.0,329
