node,cluster
14.0,28
15.0,28
1748.0,28
2926.0,28
1333.0,85
35.0,80
17.0,80
18.0,80
1712.0,81
1461.0,8
29.0,70
19.0,10
1576.0,22
1471.0,10
26.0,56
1321.0,56
1862.0,117
27.0,66
1378.0,111
1418.0,66
1354.0,49
1868.0,70
1156.0,116
37.0,116
265.0,16
682.0,16
278.0,112
285.0,53
720.0,42
1858.0,91
632.0,0
358.0,100
741.0,100
525.0,20
1746.0,47
711.0,91
394.0,118
611.0,83
544.0,112
782.0,0
514.0,96
2147.0,20
2153.0,20
526.0,91
1365.0,18
1798.0,13
574.0,13
709.0,57
633.0,91
662.0,91
1852.0,50
696.0,19
1689.0,19
1750.0,19
2423.0,124
1848.0,51
728.0,42
2793.0,96
797.0,73
1014.0,73
1818.0,73
1008.0,113
802.0,61
1104.0,33
985.0,94
1088.0,61
814.0,101
879.0,44
806.0,115
1376.0,115
2060.0,107
1167.0,72
922.0,103
2065.0,101
1196.0,52
1135.0,15
822.0,102
950.0,73
823.0,14
1268.0,31
2062.0,14
970.0,36
824.0,12
1741.0,60
860.0,115
1131.0,54
1036.0,46
830.0,31
1161.0,75
1129.0,103
1092.0,58
1109.0,46
2806.0,116
963.0,102
2071.0,64
852.0,113
2059.0,104
1082.0,44
884.0,65
888.0,74
1289.0,74
920.0,52
892.0,33
1619.0,33
899.0,43
1115.0,52
2066.0,11
1239.0,72
911.0,11
1096.0,52
955.0,61
1125.0,104
1012.0,25
1271.0,103
2063.0,101
1247.0,2
1180.0,24
1122.0,87
987.0,116
1164.0,35
1555.0,25
1163.0,2
1028.0,58
2136.0,73
1228.0,46
2061.0,107
1208.0,105
1048.0,54
1214.0,46
1203.0,105
1138.0,44
1186.0,46
1735.0,33
1318.0,45
1155.0,67
1124.0,82
1183.0,104
2038.0,15
1141.0,32
2051.0,24
2121.0,72
1207.0,58
1302.0,105
1819.0,105
2803.0,2
2877.0,87
2086.0,105
2155.0,78
1316.0,4
1722.0,5
1495.0,4
1631.0,123
1588.0,45
1451.0,123
1664.0,27
1468.0,85
1504.0,70
1322.0,3
2408.0,29
2409.0,30
1711.0,8
1324.0,108
1792.0,108
1569.0,108
1328.0,29
1332.0,95
1395.0,95
1731.0,120
2020.0,10
2841.0,108
1335.0,107
1341.0,22
1658.0,55
1697.0,81
1972.0,109
1344.0,97
1345.0,19
1346.0,89
1584.0,76
2894.0,29
1500.0,23
1556.0,111
1358.0,109
1447.0,1
1971.0,109
1363.0,9
1649.0,9
1476.0,9
1605.0,124
1369.0,92
1699.0,92
1737.0,8
1900.0,79
1480.0,111
1385.0,55
1615.0,55
1501.0,39
1388.0,92
1399.0,92
1681.0,84
1628.0,40
1669.0,95
1608.0,95
1567.0,92
1651.0,92
1464.0,98
1416.0,119
2394.0,85
1530.0,80
1419.0,23
1420.0,39
1425.0,99
1443.0,41
2660.0,26
1427.0,122
1431.0,114
1511.0,23
1436.0,21
1466.0,38
1974.0,41
1794.0,96
1782.0,27
1968.0,84
2661.0,1
1545.0,123
1487.0,7
1456.0,77
1598.0,89
1534.0,98
1720.0,17
2404.0,9
2045.0,25
2048.0,25
2022.0,10
1791.0,108
1660.0,7
2025.0,123
1751.0,88
1490.0,69
1690.0,69
1492.0,71
2031.0,120
1594.0,120
1520.0,22
1646.0,89
1527.0,97
2415.0,97
1865.0,80
1638.0,120
1787.0,39
2037.0,116
1675.0,69
1571.0,122
2778.0,40
2828.0,18
1806.0,76
1749.0,114
2834.0,45
2033.0,55
2424.0,6
2029.0,95
1970.0,38
2400.0,17
1962.0,93
1963.0,110
2844.0,25
2024.0,120
1973.0,12
2885.0,12
1718.0,89
1786.0,7
1705.0,7
1785.0,7
1902.0,37
1837.0,71
2889.0,107
1976.0,60
1742.0,26
1745.0,12
2117.0,12
1788.0,48
1789.0,48
2426.0,6
2795.0,96
1857.0,50
1864.0,117
1866.0,22
1901.0,62
1964.0,1
1956.0,93
1966.0,90
2115.0,60
2116.0,63
1979.0,59
1980.0,86
2032.0,123
2035.0,108
2043.0,25
2120.0,58
2122.0,72
2128.0,106
2133.0,106
2129.0,106
2130.0,106
2864.0,106
2132.0,102
2134.0,106
2146.0,20
2391.0,77
2398.0,71
2411.0,17
2414.0,68
2416.0,68
2425.0,124
2427.0,88
2428.0,88
2431.0,121
2802.0,34
2820.0,34
2888.0,107
2909.0,98
2915.0,99
