node,cluster
14,40
15,40
16,40
17,14
18,14
19,36
26,31
27,39
29,31
35,14
37,26
265,9
278,0
285,9
345,21
358,46
394,46
514,16
525,32
526,46
544,9
574,16
611,9
632,46
633,46
662,46
682,32
696,2
709,16
711,46
720,9
728,9
741,46
782,46
797,20
802,23
805,48
806,11
814,48
822,20
823,3
824,41
830,38
852,47
860,7
879,38
884,27
888,48
892,23
899,48
911,27
920,48
922,27
950,20
955,6
963,27
970,3
985,3
987,33
1008,47
1012,26
1014,20
1028,7
1036,45
1048,38
1082,38
1088,23
1092,7
1096,48
1104,23
1109,28
1115,48
1119,6
1122,6
1124,0
1125,47
1129,27
1131,38
1135,18
1138,38
1141,3
1155,6
1156,26
1161,3
1163,8
1164,20
1167,47
1180,27
1183,47
1186,28
1196,48
1203,8
1207,7
1208,8
1214,28
1228,28
1239,47
1247,8
1268,38
1271,27
1289,3
1302,8
1316,12
1318,23
1321,31
1322,35
1324,18
1328,35
1332,30
1333,31
1335,34
1341,36
1344,5
1345,2
1346,5
1354,39
1358,37
1363,35
1365,12
1369,1
1376,34
1378,39
1385,29
1388,15
1395,30
1399,15
1416,31
1418,39
1419,24
1420,19
1425,44
1427,17
1431,40
1436,10
1438,34
1443,44
1447,37
1451,1
1456,4
1461,29
1464,22
1466,34
1468,31
1471,36
1476,35
1480,39
1487,25
1490,22
1492,5
1495,12
1498,31
1500,24
1501,19
1504,31
1511,24
1520,29
1527,40
1530,42
1534,22
1545,1
1555,26
1556,39
1567,1
1569,26
1571,17
1576,36
1584,10
1588,18
1594,19
1598,5
1605,2
1608,30
1615,19
1619,23
1628,12
1631,1
1638,19
1646,5
1649,35
1651,1
1658,36
1660,25
1664,25
1668,15
1669,30
1675,13
1681,15
1689,2
1690,22
1697,29
1699,1
1705,25
1711,29
1712,43
1718,5
1720,35
1722,24
1731,19
1734,34
1735,23
1737,13
1741,41
1742,44
1745,41
1746,46
1748,40
1749,10
1750,2
1751,2
1774,23
1782,25
1785,25
1786,25
1787,22
1788,22
1789,22
1791,18
1792,18
1794,16
1798,2
1806,10
1818,20
1819,8
1837,5
1841,21
1848,16
1850,16
1852,46
1857,16
1858,16
1861,42
1862,31
1863,43
1864,43
1865,42
1866,36
1868,31
1869,29
1873,29
1900,43
1901,43
1902,43
1956,37
1962,37
1963,37
1964,37
1966,37
1968,37
1970,34
1971,37
1972,37
1973,41
1974,44
1976,41
1979,44
1980,44
2020,30
2022,36
2024,19
2025,1
2028,15
2029,30
2031,19
2032,1
2033,36
2035,18
2037,26
2038,18
2043,26
2045,26
2048,26
2051,27
2059,47
2060,11
2061,11
2062,3
2063,3
2065,48
2066,27
2071,20
2086,8
2115,41
2116,41
2117,41
2120,7
2121,47
2122,47
2128,20
2129,20
2130,20
2132,20
2133,20
2134,20
2136,20
2141,32
2146,32
2147,32
2153,32
2155,0
2391,4
2394,40
2398,40
2400,40
2404,35
2408,35
2409,35
2411,35
2414,10
2415,5
2416,10
2423,2
2424,2
2425,2
2426,2
2427,2
2428,2
2431,24
2660,44
2661,37
2749,46
2778,17
2793,16
2795,16
2802,17
2803,33
2806,33
2820,17
2828,12
2830,8
2834,18
2841,18
2844,18
2864,20
2877,6
2885,41
2888,11
2889,11
2894,35
2909,13
2915,44
2926,40
