city,cluster,pv_kwp,pen,gen_kwh_y,eloss_delta_kwh,capex_dg,npc_s2,npc_s3,delta_npc_s3
kudamatsu,56,160.04035497840417,0.7500448734577837,182253.95624940668,906.0666625309204,40010088.74460104,132926242.44493748,80966138.24953017,54943675.03758004
kudamatsu,57,76.59280494163679,0.6487291195409142,87223.88626753597,18.790630144637078,19148201.235409196,32988902.257359236,8361333.499127574,24627568.75823165
kudamatsu,59,93.36602271958792,0.6855777935275861,106325.22667306672,1166.5024804306213,23341505.67989698,329113388.66688544,298431727.8542581,-151790296.80204853
kudamatsu,60,12.564903792111116,0.8999999999999997,14308.912438456138,1.4446949765321406,3141225.948027779,34919682.76334217,30880523.483772926,4039159.2795692384
kudamatsu,61,106.03722060892673,0.9208365658875222,120755.18682944577,24.24017534675548,26509305.152231682,22957437.78184169,-11136631.768876508,34094069.5507182
kudamatsu,62,257.78713578864654,1.137637338934575,293567.99023611064,1419.0298288350205,64446783.94716164,182048515.94856465,98376448.0230732,-55151684.266409285
kudamatsu,63,132.82558056668935,0.5779721041924163,151261.77114934585,90.04760592747994,33206395.14167234,114867342.02913044,72125541.48734097,43525890.73570427
kudamatsu,64,23.12847287339052,0.681874843576973,26338.704908217125,3.7759684603903167,5782118.21834763,44770452.80981799,37334845.222858414,7435607.586959563
kudamatsu,65,56.149221766992824,0.7091074711720173,63942.73374825143,59.548059455064276,14037305.441748206,116746928.80122064,98666317.21389239,18764481.716349334
kudamatsu,67,131.78346511860843,0.7622719554754117,150075.0100770713,39.441555309830676,32945866.279652108,50791421.26827197,8413797.358238637,42377623.91003332
kudamatsu,68,45.700509852491166,0.8999999999999999,52043.74062001694,7.8781521825610525,11425127.46312279,20105969.067167632,5413402.301392462,14692566.765775178
kudamatsu,69,50.48046408024346,0.7807785926590814,57487.15249458125,27.405483301186365,12620116.020060865,90051190.54317228,73811075.8032085,15723830.48103486
kudamatsu,70,84.23596527979835,0.8693999447508509,95927.91726063436,2.4919685977489685,21058991.319949586,41215039.470741935,14140399.158052705,27074640.31268923
kudamatsu,71,987.2553202009899,6.254220336100114,483981.15977213974,481.8819834864832,246813830.05024746,63978095.59631671,116411288.16915053,-52433192.57283383
kudamatsu,73,99.31344721648867,0.9963873311783578,113098.15369013729,66.46263614103856,24828361.80412217,49695617.47657795,17738150.55636877,32036337.32824699
kudamatsu,74,45.34906055765628,0.8475622169126582,51643.51016305898,23.074284381276385,11337265.13941407,97171089.76287842,82582696.42520607,14981846.376841292
kudamatsu,76,132.23644939678593,0.8465771396990338,150590.86857305982,78.78912860194805,33059112.349196482,61575810.58863425,19029861.06200975,42545949.5266245
kudamatsu,79,182.82806883961376,0.8578461520729137,208204.60479455214,202.4077763167329,45707017.20990344,100264730.61440024,41387342.69569419,58877387.91870603
kudamatsu,80,41.64778681773378,0.8999999999999998,47428.49962803523,5.245529652368646,10411946.704433445,35736311.08624131,22347799.318819106,13388511.767422207
kudamatsu,82,180.22143558371846,0.8295478546084153,205236.1708427386,454.6971974147359,45055358.89592961,236864088.19428304,178678674.49852604,57365811.04948643
kudamatsu,83,152.5671015916272,0.9326929959868496,173743.41529254505,338.5590231920264,38141775.397906795,68636260.22257802,19405983.707496896,49230276.51508114
kudamatsu,85,16.279569566003573,0.6723557945224886,18539.17382176487,6.336198473268922,4069892.3915008935,93635832.60241333,88399963.6311716,5658985.298055634
kudamatsu,86,132.2615155997034,0.9416288422742778,150619.4139649422,591.7192638983006,33065378.899925847,209369946.8801574,166519534.56912112,42850412.31103632
kudamatsu,87,39.743346875312554,0.4486946753042774,45259.72342160594,18.42096671322855,9935836.718828138,85988056.0360545,73204012.18303274,12784043.85302177
kudamatsu,89,21.854745615269422,0.8035714285714286,24888.18430666882,0.16690948034639463,5463686.403817356,11134412.71999282,4110263.024871044,7024149.695121774
kudamatsu,90,20.113371722963755,0.8578631472720344,22905.107718111125,1.8748954390164307,5028342.9307409385,94980551.1842708,88515087.12556152,6465464.058709279
kudamatsu,91,43.77664364605691,0.8999999999999999,49852.84178412962,5.930759313191089,10944160.911514228,37078759.710101694,23005643.424008414,14073116.286093287
kudamatsu,92,108.15809671289541,1.000309366115322,123170.44053664531,80.86967020496627,27039524.178223852,38103062.32222067,3294624.7616666555,34808437.56055403
kudamatsu,93,46.06458329412786,0.8999999999999999,52458.34745535281,6.9400276769326865,11516145.823531965,55183225.9353685,40374189.11160475,14809036.823763758
kudamatsu,94,139.8439808611725,0.7898998781749587,159254.32540470327,164.39906442474125,34960995.215293124,38142573.58814174,-6897886.323741242,45040459.91188298
kudamatsu,95,40.93119895737339,0.9350238574642747,46612.44937265682,17.421088712789583,10232799.739343347,41909091.49965631,28743853.15595569,13165238.343700621
kudamatsu,96,143.4872450161239,0.9286234400827508,163403.2746243619,129.88288831491775,35871811.25403097,43978762.5260039,-2212686.311572358,46191448.837576255
kudamatsu,97,68.45718600426441,0.8530850516292073,77959.04342165632,13.500291731784074,17114296.501066104,39893358.33248735,17883611.54577475,22009746.7867126
kudamatsu,99,79.90565964639379,0.8250193253866828,90996.56520531325,229.19860704965527,19976414.911598448,150208942.59411263,124395043.42147756,-99644346.64604776
