city,cluster,terminals,raw_kw,coinc_kw,n_s1,n_s1_feas,s1_npc_mean,s1_npc_feas_mean,s1_capex_mean,s1_length_mean,s1_plkw_mean,s1_vdrop_max,s1cond_npc_mean,s1cond_plkw_mean,s2f_npc,s2f_plkw,s2_npc,s2_w,s2_capex,s2_plkw,s2_length,s2_vdrop,s2_upsize_m,s2_feasible,tld
kudamatsu,0,2,76.29974436089769,45.77984661653861,12,12,42144489.03170026,42144489.03170026,27790884.87915522,171.54867209355072,0.002471639055090402,0.06810493101363553,42144489.03170026,0.002471639055090402,,,,0,,,,,,False,0.0
kudamatsu,1,3,286.726394693595,172.03583681615703,12,12,42312217.57750614,42312217.57750614,25812685.71681912,159.33756615320448,1.6007876582370197,1.100255627528995,42312217.57750614,1.6007876582370197,,,,0,,,,,,False,0.0
kudamatsu,2,3,223.0002557847925,133.8001534708755,12,12,55294695.13201042,55294695.13201042,36981520.89970005,228.28099320802502,0.4387518317022518,1.003075213062273,55294695.13201042,0.4387518317022518,,,,0,,,,,,False,0.0
kudamatsu,3,4,97.89411201672353,58.73646721003412,12,12,68199376.8145847,68199376.8145847,46962469.86488395,289.89178928940703,0.13573024256584357,0.4337668903444735,68199376.8145847,0.13573024256584357,,,,0,,,,,,False,0.4285714285714286
kudamatsu,4,4,88.85390566118078,53.31234339670847,12,12,111175503.98204796,111175503.98204796,79008412.73790757,487.7062514685653,0.03366397072102961,0.3368829601510502,111175503.98204796,0.03366397072102961,,,,0,,,,,,False,0.0
kudamatsu,5,2,171.7167694429641,103.03006166577848,12,12,16496960.766000805,16496960.766000805,8538003.087471994,52.70372276217281,0.1609271464320232,0.30459842558375005,16496960.766000805,0.1609271464320232,,,,0,,,,,,False,0.0
kudamatsu,7,4,162.6345063736111,97.58070382416665,12,12,44597446.02138264,44597446.02138264,29247122.873993725,180.53779551847973,0.28005629506240665,0.3039671642532909,44597446.02138264,0.28005629506240665,,,,0,,,,,,False,0.0
kudamatsu,9,4,66.79173835653121,40.07504301391872,12,12,38832964.36925979,38832964.36925979,25312081.816509474,156.24741862042882,0.017560085393202588,0.08482148698061825,38832964.36925979,0.017560085393202588,,,,0,,,,,,False,0.0
kudamatsu,10,3,48.539246404622034,29.12354784277322,12,12,29304945.775841,29304945.775841,18242785.867518064,112.60978930566705,0.013245030778922336,0.09442007503010987,29304945.775841,0.013245030778922336,,,,0,,,,,,False,0.0
kudamatsu,11,3,21.321982548775686,12.793189529265412,12,12,17155131.369096342,17155131.369096342,9234744.1652205,57.00459361247224,0.0028088605079684636,0.0208979739357063,17155131.369096342,0.0028088605079684636,,,,0,,,,,,False,0.0
kudamatsu,12,2,89.3352932775642,53.60117596653852,12,12,22158419.3330948,22158419.3330948,12866157.42231124,79.42072482908175,0.06646656608199007,0.24030394286428625,22158419.3330948,0.06646656608199007,,,,0,,,,,,False,0.0
kudamatsu,13,4,202.04189192378874,121.22513515427325,12,12,65786319.61136138,65786319.61136138,44405408.7077341,274.10746115885246,0.7174115319296845,1.3351228495657883,65786319.61136138,0.7174115319296845,,,,0,,,,,,False,0.0
kudamatsu,14,6,271.3494279977315,162.80965679863888,12,12,109247446.66551904,109247446.66551904,74773098.39016716,461.56233574177276,2.164742128461493,2.372458494083988,109147865.86547829,1.6090290782021668,,,,0,,,,,,False,0.4285714285714286
kudamatsu,18,3,140.72564690630105,84.43538814378064,12,12,21101765.702960663,21101765.702960663,11916905.027340883,73.56114214407953,0.19161142065468853,0.32041908047013357,21101765.702960663,0.19161142065468853,,,,0,,,,,,False,0.0
kudamatsu,19,3,49.04685276691205,29.428111660147234,12,12,24225910.07155024,24225910.07155024,14486923.153652279,89.42545156575478,0.0014293854008052243,0.03609503241398179,24225910.07155024,0.0014293854008052243,,,,0,,,,,,False,0.0
kudamatsu,20,5,85.39194012644708,51.23516407586825,12,12,39476322.11468019,39476322.11468019,25768904.181457806,159.0673097620852,0.03344565154714036,0.23860690991783598,39476322.11468019,0.03344565154714036,,,,0,,,,,,False,0.0
kudamatsu,21,2,44.786020141040325,26.87161208462419,12,12,114257956.74525476,114257956.74525476,81276203.44873466,501.7049595600904,0.04967645474797022,0.5221458693085091,114257956.74525476,0.04967645474797022,,,,0,,,,,,False,0.0
kudamatsu,22,4,91.96468731575769,55.17881238945461,12,12,137606049.46625373,137606049.46625373,98204724.19256093,606.2020011886478,0.3601544405806864,1.2902904750066315,137606049.46625373,0.3601544405806864,,,,0,,,,,,False,0.0
kudamatsu,23,5,86.5009497305314,51.90056983831884,12,12,95090357.88029747,95090357.88029747,66966002.88988579,413.3703882091716,0.10852064652067057,0.3098236873556884,95090357.88029747,0.10852064652067057,,,,0,,,,,,False,0.0
kudamatsu,24,4,107.17916613298479,64.30749967979088,12,12,28192655.12797922,28192655.12797922,17329145.952316284,106.9700367426931,0.0799181640270903,0.17503592109913776,28192655.12797922,0.0799181640270903,,,,0,,,,,,False,0.0
kudamatsu,25,3,158.3911200276614,95.03467201659683,12,12,20872195.357347913,20872195.357347913,11746328.987411352,72.50820362599599,0.1916950038652598,0.25763763554553165,20872195.357347913,0.1916950038652598,,,,0,,,,,,False,0.0
kudamatsu,26,6,155.859535136483,93.5157210818898,12,12,157744091.27864912,157744091.27864912,111655459.72475313,689.2312328688464,1.502329761918417,2.315067041048596,157744091.27864912,1.502329761918417,,,,0,,,,,,False,0.0
kudamatsu,27,4,87.01230470738362,52.20738282443017,12,12,55206709.499242276,55206709.499242276,37390644.92832946,230.80645017487316,0.07811247809727108,0.3598562902721692,55206709.499242276,0.07811247809727108,,,,0,,,,,,False,0.0
