node,cluster
14.0,69
15.0,69
1748.0,69
2926.0,69
1333.0,43
35.0,66
17.0,66
18.0,82
1712.0,44
1461.0,82
29.0,83
19.0,76
1576.0,44
1471.0,76
26.0,9
1321.0,6
1862.0,22
27.0,66
1378.0,66
1418.0,66
1354.0,66
1868.0,83
1156.0,86
37.0,86
265.0,20
682.0,20
278.0,40
285.0,40
720.0,40
1858.0,56
632.0,45
358.0,32
741.0,32
525.0,8
1746.0,32
711.0,56
394.0,45
611.0,20
544.0,40
782.0,45
514.0,4
2147.0,8
2153.0,8
526.0,56
1365.0,0
1798.0,38
574.0,38
633.0,56
662.0,56
1852.0,84
696.0,55
1689.0,3
1750.0,55
2423.0,42
728.0,40
2793.0,4
797.0,39
1014.0,39
1818.0,39
1008.0,78
802.0,23
1104.0,34
985.0,59
1088.0,23
814.0,68
879.0,29
806.0,36
1376.0,36
2060.0,36
1167.0,78
922.0,15
2065.0,68
1196.0,24
1135.0,72
822.0,52
950.0,77
823.0,59
1268.0,46
2062.0,59
970.0,59
824.0,14
1741.0,26
860.0,10
1131.0,29
1036.0,30
830.0,46
1161.0,59
1129.0,15
1092.0,61
1109.0,47
2806.0,12
963.0,52
2071.0,25
852.0,78
2059.0,78
1082.0,29
884.0,28
888.0,68
1289.0,68
920.0,24
892.0,34
1619.0,34
1115.0,24
2066.0,28
1239.0,78
911.0,28
1096.0,24
955.0,21
1125.0,78
1012.0,18
1271.0,15
2063.0,68
1247.0,54
1180.0,2
1122.0,21
987.0,12
1164.0,25
1555.0,18
1163.0,54
1028.0,61
2136.0,77
1228.0,41
2061.0,36
1208.0,54
1048.0,46
1214.0,30
1203.0,54
1138.0,29
1186.0,47
1735.0,85
1318.0,34
1155.0,2
1124.0,40
1183.0,78
2038.0,72
1141.0,59
2051.0,2
2121.0,78
1207.0,61
1302.0,54
1819.0,54
2803.0,12
2086.0,54
2155.0,40
1316.0,0
1722.0,53
1495.0,0
1631.0,80
1588.0,67
1451.0,74
1664.0,70
1468.0,43
1504.0,83
1322.0,57
2408.0,57
2409.0,57
1711.0,79
1324.0,75
1792.0,75
1569.0,18
1328.0,64
1332.0,76
1395.0,35
1731.0,76
2020.0,76
2841.0,75
1335.0,19
1341.0,50
1658.0,50
1697.0,44
1972.0,58
1344.0,51
1345.0,55
1346.0,31
1584.0,37
2894.0,64
1500.0,7
1556.0,66
1358.0,58
1447.0,16
1971.0,58
1363.0,88
1649.0,88
1476.0,13
1605.0,42
1369.0,80
1699.0,81
1737.0,82
1900.0,44
1480.0,66
1385.0,79
1615.0,50
1501.0,17
1388.0,81
1399.0,81
1681.0,16
1628.0,7
1669.0,35
1608.0,35
1567.0,80
1651.0,81
1416.0,83
1530.0,66
1419.0,7
1420.0,17
1425.0,11
1443.0,5
2660.0,11
1427.0,73
1431.0,69
1511.0,7
1436.0,53
1466.0,26
1974.0,58
1794.0,38
1782.0,49
1968.0,16
2661.0,16
1545.0,74
1487.0,70
1456.0,65
1598.0,31
1534.0,87
1720.0,13
2404.0,13
2045.0,18
2048.0,18
2022.0,76
1791.0,75
1660.0,70
2025.0,81
1751.0,48
1490.0,87
1690.0,87
1492.0,51
2031.0,17
1594.0,50
1520.0,79
1646.0,31
1527.0,1
2415.0,1
1865.0,82
1638.0,81
1787.0,17
2037.0,86
1675.0,87
1571.0,73
2778.0,73
2828.0,0
1806.0,37
1749.0,53
2834.0,67
2033.0,50
2424.0,63
2029.0,35
1970.0,26
2400.0,1
1962.0,16
1963.0,16
2844.0,18
2024.0,81
1973.0,14
2885.0,14
1718.0,31
1786.0,70
1705.0,70
1785.0,70
1902.0,44
1837.0,31
2889.0,85
1976.0,71
1742.0,11
1745.0,71
2117.0,71
1788.0,87
1789.0,87
2426.0,63
2795.0,4
1857.0,84
1864.0,22
1866.0,50
1901.0,44
1964.0,16
1956.0,16
1966.0,16
2115.0,71
2116.0,71
1979.0,5
1980.0,5
2032.0,74
2035.0,75
2043.0,18
2120.0,61
2122.0,78
2128.0,33
2133.0,33
2129.0,33
2130.0,33
2864.0,33
2132.0,52
2134.0,33
2146.0,27
2391.0,65
2398.0,51
2411.0,13
2414.0,62
2416.0,62
2425.0,60
2427.0,48
2428.0,60
2431.0,53
2802.0,73
2820.0,73
2915.0,5
