city,cluster,pv_kwp,pen,gen_kwh_y,eloss_delta_kwh,capex_dg,npc_s2,npc_s3,delta_npc_s3
kudamatsu,25,146.90231233733442,0.8150763090423273,167292.35328975643,1103.4823002371286,36725578.084333606,222366693.76609927,174515038.76932067,-89780376.981232
kudamatsu,26,117.24968056625913,0.9119245775763918,133523.9362288559,438.84744637432686,29312420.141564783,230420526.3386174,192483215.15187603,41157298.29770848
kudamatsu,27,90.4058479527995,0.5398179812567345,102954.17964864807,878.0847677488546,22601461.988199875,172742819.88616836,143179218.58771917,31105507.3896212
kudamatsu,28,55.74063028767022,0.8999999999999998,63477.42977159885,18.148511981523626,13935157.571917556,17404120.691338323,-521247.2261348218,17925367.91747315
kudamatsu,29,330.64149160988217,0.4784579998967866,376534.5306453338,1380.4675744972774,82660372.90247054,174727271.43037605,67662304.15989804,124198064.30185291
kudamatsu,30,232.61603650766483,0.762611935303828,264903.14237492875,766.6465698853463,58154009.12691621,114178219.41802858,38973063.652890414,76418009.27937147
kudamatsu,31,453.2511914471611,0.8283996468961856,516162.4568200271,1845.876090239095,113312797.86179027,171040402.8032882,24300080.531107485,165352443.90706503
kudamatsu,32,191.38854110351417,0.6234069226807558,217953.27060868195,3921.483603724395,47847135.27587854,174583767.25464666,110805928.09201752,96470129.16971608
kudamatsu,34,568.1905165686687,0.8831079340159486,647055.3602684,2375.022638208484,142047629.14216718,116151276.20817916,-67835996.6433819,200842074.2948736
kudamatsu,36,221.1159290148064,0.8550274748396252,251806.81996206153,3082.228408882889,55278982.2537016,271443085.92307603,198595928.42776406,101653847.65872842
kudamatsu,37,91.1337814369334,0.8382985135825373,103783.15030037977,193.24499583973716,22783445.35923335,152108969.01509765,122707159.83901143,28876178.705265075
kudamatsu,38,120.26518942964192,0.653367873520496,136957.99772247623,301.51685902113013,30066297.35741048,83866674.56419863,45039546.51344818,41269694.57765646
kudamatsu,39,79.09886291312834,0.7301491195798435,90077.78508547056,179.223455263985,19774715.728282087,53335354.80621164,27809636.920876592,26468145.617538504
kudamatsu,40,503.9537646775441,0.8086714974692585,573902.5472147872,3497.4121554025987,125988441.16938601,215074970.54957885,51084613.0852561,186081727.86140725
kudamatsu,41,278.27604453061394,0.8271685818955887,316900.75951146317,1298.410792426419,69569011.13265349,145081374.4565405,54893931.422326535,99167029.49561492
kudamatsu,42,665.1164115225155,0.8343960373851035,757434.5694418408,1347.0314606157972,166279102.88062888,94582076.72929543,-119962859.25974542,217375832.4229247
kudamatsu,43,285.9946537538693,0.6784578907375678,325690.71169490635,8366.475436769717,71498663.43846732,314341190.0422186,217588590.33595896,208432486.12652475
kudamatsu,44,126.47942223790574,0.9595577614471855,144034.76604452706,297.92944545932824,31619855.559476435,91516076.06508106,50693784.27443689,40599843.428231016
kudamatsu,46,948.0337278906163,0.6625499745533743,1079620.809321834,7327.6230502666,237008431.97265407,446197840.5250585,137268081.36283803,351870488.8769331
kudamatsu,47,224.1142604512223,0.9220008121743388,255221.31980185193,1943.5989609912176,56028565.112805575,218949199.38864148,145796365.6766032,-66430961.019474685
kudamatsu,48,457.55746109895495,0.7601003280351679,521066.4366994899,3001.6573848361695,114389365.27473873,140992443.9500232,-7799791.699145138,166948376.83959204
