city,cluster,u,v,freq
sano,1,1501.0,5194.0,1.0
sano,3,4546.0,6109.0,1.0
sano,3,4546.0,4547.0,1.0
sano,5,5030.0,5032.0,1.0
sano,6,1884.0,1886.0,1.0
sano,8,1473.0,1483.0,1.0
sano,9,1425.0,5231.0,1.0
sano,12,1552.0,1571.0,1.0
sano,12,1543.0,1552.0,1.0
sano,12,1539.0,1543.0,1.0
sano,12,1539.0,4535.0,1.0
sano,12,3783.0,4535.0,1.0
sano,13,1488.0,4638.0,1.0
sano,13,1486.0,4638.0,1.0
sano,13,1480.0,1488.0,1.0
sano,15,5211.0,6031.0,1.0
sano,18,5684.0,6032.0,1.0
sano,20,1799.0,4864.0,1.0
sano,20,4855.0,4864.0,1.0
sano,28,1705.0,1715.0,1.0
sano,29,4544.0,4545.0,1.0
sano,36,4830.0,4836.0,1.0
sano,40,5051.0,5054.0,1.0
sano,40,5054.0,5055.0,1.0
sano,41,4881.0,4882.0,1.0
sano,41,4881.0,4885.0,1.0
sano,41,4880.0,4885.0,1.0
sano,55,1704.0,3609.0,1.0
sano,56,4989.0,4992.0,1.0
sano,57,1817.0,4875.0,1.0
sano,57,1817.0,4867.0,1.0
sano,60,1740.0,1745.0,1.0
sano,62,4640.0,5503.0,1.0
sano,64,1582.0,4536.0,1.0
sano,65,5500.0,5501.0,1.0
sano,65,1741.0,5501.0,1.0
sano,66,1877.0,4563.0,1.0
sano,66,1875.0,4563.0,1.0
sano,70,4350.0,4793.0,1.0
sano,73,6213.0,6214.0,1.0
sano,74,1858.0,1860.0,1.0
sano,90,5023.0,5028.0,1.0
sano,91,5035.0,6152.0,1.0
sano,92,6237.0,6238.0,1.0
sano,92,1692.0,6237.0,1.0
sano,92,1692.0,6230.0,1.0
sano,93,1738.0,1744.0,1.0
sano,95,1752.0,1761.0,1.0
sano,96,1731.0,1736.0,1.0
sano,96,1736.0,4641.0,1.0
sano,97,1721.0,5504.0,1.0
sano,98,5710.0,5711.0,1.0
sano,98,376.0,5710.0,1.0
sano,98,376.0,4352.0,1.0
sano,99,5224.0,6027.0,1.0
sano,99,1450.0,5224.0,1.0
sano,102,4410.0,90.0,1.0
sano,103,1890.0,4570.0,1.0
sano,104,1771.0,4832.0,1.0
sano,105,1798.0,1804.0,1.0
sano,106,1698.0,6225.0,1.0
sano,106,1698.0,4427.0,1.0
sano,106,4427.0,4659.0,1.0
sano,107,4850.0,4856.0,1.0
sano,112,6012.0,6035.0,1.0
sano,112,6012.0,6013.0,1.0
sano,113,175.0,3940.0,1.0
sano,113,175.0,4528.0,1.0
sano,117,1451.0,1453.0,1.0
sano,119,6155.0,6156.0,1.0
sano,119,6156.0,6157.0,1.0
sano,119,5184.0,6157.0,1.0
sano,121,3724.0,4825.0,1.0
sano,123,176.0,3941.0,1.0
sano,124,5704.0,5705.0,1.0
sano,124,1455.0,5704.0,1.0
sano,124,5704.0,5706.0,1.0
sano,124,5192.0,5706.0,1.0
sano,124,5706.0,5707.0,1.0
sano,124,5182.0,5192.0,1.0
sano,131,4571.0,4572.0,1.0
sano,133,1800.0,1813.0,1.0
sano,136,217.0,5690.0,1.0
sano,138,4812.0,6227.0,1.0
sano,141,1730.0,3610.0,1.0
sano,141,3610.0,4551.0,1.0
sano,141,4550.0,4551.0,1.0
sano,141,4550.0,4552.0,1.0
sano,141,1723.0,4552.0,1.0
sano,145,4566.0,4567.0,1.0
sano,145,4565.0,4566.0,1.0
sano,145,4565.0,4568.0,1.0
sano,148,5012.0,5018.0,1.0
sano,152,4022.0,5208.0,1.0
sano,153,1864.0,1865.0,1.0
sano,155,5505.0,5506.0,1.0
sano,157,876.0,877.0,1.0
sano,160,5034.0,5041.0,1.0
sano,163,258.0,259.0,1.0
sano,168,4538.0,82.0,1.0
sano,169,3727.0,84.0,1.0
sano,173,6146.0,6148.0,1.0
sano,173,6146.0,6147.0,1.0
sano,173,1753.0,6147.0,1.0
sano,174,1496.0,3599.0,1.0
sano,179,4429.0,881.0,1.0
sano,179,881.0,882.0,1.0
sano,180,1714.0,4549.0,1.0
sano,180,1710.0,1714.0,1.0
sano,180,1710.0,4639.0,1.0
sano,180,4639.0,6226.0,1.0
sano,181,1777.0,1787.0,1.0
sano,182,5024.0,5026.0,1.0
sano,183,1716.0,1727.0,1.0
sano,183,1716.0,1722.0,1.0
sano,184,1579.0,3604.0,1.0
sano,185,5499.0,5502.0,1.0
sano,194,856.0,860.0,1.0
sano,194,5203.0,860.0,1.0
sano,194,5203.0,5209.0,1.0
sano,200,78.0,80.0,1.0
sano,201,5714.0,5715.0,1.0
sano,201,4351.0,5714.0,1.0
sano,201,375.0,4351.0,1.0
sano,201,375.0,4354.0,1.0
sano,201,4354.0,5716.0,1.0
sano,201,5716.0,5717.0,1.0
sano,202,4843.0,4849.0,1.0
sano,205,1565.0,1574.0,1.0
sano,211,5009.0,5014.0,1.0
sano,213,4676.0,5555.0,1.0
sano,214,1728.0,1739.0,1.0
sano,220,4411.0,88.0,1.0
sano,224,1433.0,6249.0,1.0
sano,227,1844.0,1851.0,1.0
sano,231,3742.0,5060.0,1.0
sano,237,826.0,868.0,1.0
sano,238,3603.0,5202.0,1.0
sano,238,5202.0,5206.0,0.6666666666666666
sano,238,4537.0,5206.0,1.0
sano,238,3603.0,4537.0,0.3333333333333333
sano,240,4990.0,4993.0,1.0
sano,244,1467.0,1469.0,1.0
sano,244,1467.0,1479.0,1.0
sano,245,4877.0,4879.0,1.0
sano,249,5679.0,5681.0,1.0
sano,249,1630.0,5681.0,1.0
sano,250,5692.0,5693.0,1.0
sano,250,209.0,5692.0,1.0
sano,250,209.0,5220.0,1.0
sano,256,4862.0,4865.0,1.0
sano,258,1825.0,1827.0,1.0
sano,259,4998.0,5003.0,1.0
sano,261,4416.0,5215.0,1.0
sano,265,5774.0,5775.0,1.0
sano,265,1468.0,5774.0,1.0
sano,265,1468.0,4789.0,1.0
