city,cluster,u,v,freq
kudamatsu,0,488.0,782.0,1.0
kudamatsu,0,1747.0,488.0,1.0
kudamatsu,0,1747.0,339.0,1.0
kudamatsu,0,339.0,632.0,1.0
kudamatsu,1,1955.0,1958.0,1.0
kudamatsu,1,1955.0,1964.0,1.0
kudamatsu,1,1454.0,1955.0,1.0
kudamatsu,1,1454.0,2661.0,1.0
kudamatsu,1,1447.0,2661.0,1.0
kudamatsu,2,2126.0,909.0,1.0
kudamatsu,2,909.0,947.0,1.0
kudamatsu,2,1024.0,947.0,1.0
kudamatsu,2,1024.0,1163.0,1.0
kudamatsu,2,1163.0,1247.0,1.0
kudamatsu,2,1247.0,2803.0,1.0
kudamatsu,4,1316.0,1495.0,1.0
kudamatsu,6,1605.0,2424.0,1.0
kudamatsu,6,1605.0,2423.0,1.0
kudamatsu,6,2423.0,2425.0,1.0
kudamatsu,6,2425.0,2426.0,1.0
kudamatsu,7,1705.0,1785.0,1.0
kudamatsu,7,1705.0,1786.0,1.0
kudamatsu,7,1487.0,1660.0,1.0
kudamatsu,7,1660.0,1786.0,1.0
kudamatsu,8,1534.0,1737.0,0.75
kudamatsu,8,1464.0,1534.0,0.75
kudamatsu,8,1464.0,1496.0,0.75
kudamatsu,8,1323.0,1496.0,0.75
kudamatsu,8,1323.0,1711.0,0.75
kudamatsu,8,1711.0,1871.0,1.0
kudamatsu,8,1339.0,1461.0,1.0
kudamatsu,8,1339.0,1871.0,1.0
kudamatsu,8,1372.0,1737.0,0.25
kudamatsu,8,1372.0,1412.0,0.25
kudamatsu,8,1412.0,1480.0,0.25
kudamatsu,8,1418.0,1480.0,0.25
kudamatsu,8,1418.0,1461.0,0.25
kudamatsu,9,1363.0,1476.0,1.0
kudamatsu,9,1363.0,1649.0,1.0
kudamatsu,9,1476.0,2404.0,1.0
kudamatsu,10,1471.0,19.0,1.0
kudamatsu,10,1471.0,1485.0,1.0
kudamatsu,10,1485.0,2022.0,1.0
