u,v
598,604
598,1952
604,613
613,2013
613,2403
621,1571
621,1576
627,1576
627,2401
635,2400
1317,1554
1317,1563
1361,1554
1361,1952
1554,1557
1556,1557
1556,1558
1562,1563
1562,1565
1565,1567
1567,1568
1571,2403
1952,1959
1956,1959
1966,2013
2400,2401
