電柱番号,設置付近住所,町会名,管理番号,緯度,経度
並木816,並木町500,並木町（堀之内）,500-257,36.32557512,139.5508367
下町484,田沼町３４６,下町（田沼）,500-179,36.36731223,139.5726884
下彦間011,下彦間町2383-1,下彦間下,500-194,36.40068957,139.5058647
本宿124,田沼町1806-12,田沼本町,500-195,36.37496727,139.5788599
上町幹右14,田沼町1805-2,田沼本町,500-196,36.374977,139.5767058
寺久保424,寺久保町352,寺久保町,500-201,36.37869947,139.5254675
寺久保１７,寺久保町76,寺久保町,500-202,36.37150194,139.5329581
寺久保478,寺久保町346,寺久保町,500-203,36.37965655,139.5248499
寺久保625,寺久保町606,寺久保町,500-204,36.37447704,139.5168064
寺久保064,寺久保町825-1,寺久保町,500-235,36.37494542,139.524484
寺久保町073,寺久保町445,寺久保町,500-236,36.37442722,139.5227888
寺久保023,出流原町1097-2,出流原町,500-250,36.36502887,139.5430195
,出流原町1099,出流原町,500-251,36.36569642,139.5434543
上町346,田沼町839,上町西,500-255,36.37229561,139.5728599
塩田407,下彦間町471,下彦間下,500-193,36.40972791,139.5018397
牧032Ａ,牧町925-1,下牧,500-208,36.44573301,139.5818074
長谷場290,御神楽町620-2,御神楽町,500-244,36.42452733,139.5563769
長谷場146,御神楽町626-2,御神楽町,500-245,36.42325072,139.5586882
大叶153,宮下町４－３,宮本町,500-200,36.41136462,139.614748
会沢616,会沢町990,会沢第三,500-227,36.4257236,139.623713
会沢074,会沢町1126,会沢第三,500-228,36.42759509,139.6215872
中山002,飛駒町2187－4,飛駒二区,500-186,36.45753269,139.4661582
中山080,飛駒町2238,飛駒二区,500-187,36.45912465,139.4649852
番場682,飛駒町748,飛駒一区,500-188,36.44982037,139.4750949
番場049,飛駒町1112-3,飛駒一区,500-189,36.4499234,139.4714565
中山12,飛駒町2358,飛駒３区,500-197,36.46118171,139.4632802
,飛駒町2879,飛駒3区,500-198,36.46846413,139.4632721
海陸西557,田島町206-4,田島町,500-262,36.29433961,139.5655776
犬伏510,富岡町645-9,富岡町（東部）,500-263,36.31936532,139.5955511
上石687,石塚町2717,石塚町（下）,500-264,36.35186445,139.5570897
奈良渕270,奈良渕町337-20,奈良渕町,500-277,36.33622772,139.5870284
奈良渕624,奈良渕町329-5,奈良渕町,500-278,36.33405847,139.5873889
井戸の内402,石塚町1673,石塚町（上）,500-279,36.35989619,139.5653266
井戸の内413,石塚町1663-2,石塚町（上）,500-280,36.35887687,139.5662174
若宮419,若宮上町18,若宮上町,500-281,36.2988615,139.5873973
下町49,栃本町2477-6,下田沼,500-282,36.36191286,139.5802029
下町515,田沼町348,下町,500-283,36.36696499,139.5717052
下町438,田沼町431,下町,500-284,36.36621842,139.5716838
下町624,田沼町431-5,下町,500-285,36.36574681,139.5716925
堀米西453,堀米町3244-1,堀米町（菊川）,500-286,36.33367015,139.5680208
堀米西350,堀米町3228-1,堀米町（菊川）,500-287,36.33200088,139.5680922
,寺久保町457,寺久保町,500-288,36.37413557,139.521128
寺久保052,寺久保町132,寺久保町,500-289,36.37238605,139.5321228
越名912,越名町2048-7,越名町,500-290,36.29456867,139.5995475
越名043,越名町800-1,越名町,500-291,36.2869818,139.6051489
,久保町29-17,久保町,500-292,36.31395425,139.585217
恵比寿217,久保町30,久保町,500-283,36.31387524,139.585928
大原180,若宮下町10-8,若宮下町,500-294,36.29391648,139.5870128
大原801,植下町413,植下町,500-295,36.29565854,139.5799716
蓮沼055,小中町1565,赤見町（大門）,500-296,36.34662351,139.5516177
蓮沼019,小中町1593-7,赤見町（大門）,500-297,36.34602201,139.5516229
蓮沼026,石塚町973-2,赤見町（大門）,500-298,36.34927771,139.5516453
大門072,出流原町750,出流原町,500-299,36.36233973,139.5438582
赤坂164,寺中町2358-1,寺中町,500-300,36.29992754,139.5711991
朱雀597,堀米町3937　旧キンカ堂　太陽光発電所,堀米町（朱雀）,500-302,36.32815987,139.5744348
富岡242,伊勢山町1826-2,伊勢山町,500-302,36.31915408,139.6039991
工団東135,伊勢山町1035　北東側,伊勢山町,500-303,36.31788349,139.6094817
工団東147,伊勢山町1040　南西側,伊勢山町,500-304,36.31784892,139.6086839
浅沼251Ａ01,浅沼町395番地,浅沼町,500-306,36.31272806,139.5880516
大古屋115,大古屋町4517番地　南東側,大古屋町,500-307,36.28438954,139.5728138
片倉201,葛生東1丁目5-21　南西側,本町（葛生）,500-308,36.39854766,139.6099542
田沼732,田沼町774-3,上町西町会,500-309,36.371173,139.573205
新晃403Ａ,浅沼町161-4,浅沼町,500-310,36.307405,139.586895
新晃405Ａ,浅沼町161-9,浅沼町,500-311,36.307102,139.586705
伊賀523,万町57,万町,500-312,36.3147,139.576791
万町支20,上台町2131,上台町,500-313,36.307912,139.577296
花岡120,並木町1684,並木町（花岡）,500-314,36.3163,139.54965
花岡755,並木町1408,並木町（花岡）,500-315,36.31955,139.549296
花岡757,並木町1403-1,並木町（花岡）,500-316,36.318481,139.549299
伊賀203,本町2901,本町（佐野）,500-317,36.314567,139.575438
恵比寿123,相生町191-2,相生町（佐野）,500-318,36.31493,139.583217
東幹右11/9,栃本町2165-1,瓦町,500-319,36.361511,139.594247
中山206,飛駒町2232-1,飛駒2区,500-320,36.459193,139.465433
黒袴403.01,高萩町1211-3,高萩町,500-321,36.29857,139.597584
堀米西329,堀米町2179-2,堀米町（菊川町）,500-322,36.334945,139.564052
606Ａ,若宮上町8-2,若宮上町,500-323,36.297787,139.585423
奈良渕601,奈良渕町319-1,奈良渕町,500-324,36.332442,139.584708
奈良渕209,奈良渕町315-10,奈良渕町,500-325,36.333438,139.583442
山形642,山形町46-15,山形町,500-326,36.375415,139.543731
右3割1/62,植下町369-5,植下町,500-327,36.294222,139.581616
大原432,植下町163,植下町,500-328,36.292162,139.584315
船越支63,船越町1326,船越北,500-329,36.419491,139.568002
船越支59,船越町1269-2,船越北,500-330,36.418605,139.569463
泉町243,植野町1963-2,上台町,500-331,36.305919,139.584007
米山支柱,米山南町6,米山南町,500-332,36.322907,139.605163
村上316,上羽田町241-1,上羽田町,500-333,36.296055,139.547222
高萩771,茂呂山町13-6,茂呂山町,500-334,36.294776,139.592013
番場72,飛駒町1206,飛駒1区,500-335,36.450678,139.469643
町谷519,黒袴町635-1,黒袴町,500-336,36.316698,139.62257
三毳西105,黒袴町572-1,黒袴町,500-337,36.313846,139.620824
579Ａ,越名町2070-3,越名町,500-338,36.292472,139.599765
748Ａ,越名町2053,越名町,500-339,36.293733,139.600534
犬伏支左１.左12.30,犬伏上町2241,犬伏上町,500-340,36.327221,139.593447
,犬伏上町1894,犬伏上町,500-341,36.323659,139.59223
166,大古屋町4497-1,大古屋町,500-342,36.285965,139.572895
33-支線柱,大古屋町4523-6,大古屋町,500-343,36.284711,139.57169
工団東123,伊勢山町1521,伊勢山町,500-344,36.317199,139.610252
工団東127,伊勢山町1525,伊勢山町,500-345,36.317008,139.610941
工団東117,伊勢山町1453,伊勢山町,500-346,36.316936,139.608019
工団東120,伊勢山町1455,伊勢山町,500-347,36.31743,139.60939
蓮沼127,赤見町1585-1,赤見町（市場町）,500-348,36.339782,139.544331
417,山越町236-1,山越町,500-349,36.376144,139.588866
田沼310,田沼町843-19,上町西町会,500-350,36.371656,139.573249
,堀米町424-1,堀米町（安良町下町）,500-351,36.326756,139.590608
免鳥254,並木町1650-1,免鳥町（市街道）,500-352,36.315033,139.545805
堀米西122,堀米町2585-2,堀米町（菊川町）,500-353,36.325925,139.565509
海陸西833,赤坂町978,赤坂町,500-354,36.3037,139.568467
東幹25,閑馬町4304-2,閑馬下町,500-355,36.397226,139.530828
101,大橋町1158,大橋町市街部,500-356,36.31381321,139.5684928
307,犬伏中町2275-17,犬伏中町,500-357,36.32632755,139.5976729
米山312,米山南町23-5,米山南町,500-358,36.32128444,139.6067226
517,君田町226,君田町,500-359,36.30092272,139.5548185
572,君田町221-2,君田町,500-360,36.30161661,139.5548641
片倉293,葛生東1丁目1-10,本町（葛生）,500-362,36.39902876,139.6123308
本宿512Ａ,田沼町1818-12,田沼本町,500-363,36.37425224,139.5800102
本宿516Ａ,田沼町1818-17,田沼本町,500-364,36.3738851,139.5802569
天神326,堀米町1680-1,朱雀町,500-365,36.32334837,139.5704591
高萩132　01,高萩町774-1,高萩町,500-366,36.30523183,139.6003666
若宮065,植下町513-1,植下町,500-367,36.29623832,139.5814834
山形744,山形町636-9,山形町,500-368,36.38384065,139.5384821
海陸西836,赤坂町984-13,赤坂町,500-369,36.30069744,139.5673227
川析直2/37,赤坂町984-15,赤坂町,500-370,36.30056991,139.5678002
海陸西860,赤坂町984-20,赤坂町,500-371,36.30048993,139.5681113
奈良渕665Ａ,奈良渕町340-20,奈良渕町,500-372,36.33706205,139.5864544
奈良渕130,奈良渕町309-27,奈良渕町,500-373,36.33757628,139.5828709
奈良渕280Ａ,奈良渕町319-5,奈良渕町,500-374,36.3328314,139.5850677
井戸内127,石塚町1759-1,石塚町（上）,500-375,36.36271475,139.5640603
井戸内130,石塚町1755-1,石塚町（上）,500-376,36.36206245,139.5652593
水道802Ａ,堀米町1022-3,内堀米町,500-377,36.32682949,139.5837496
水道807Ａ,堀米町1033-18,内堀米町,500-378,36.3260105,139.5843182
恵比寿203,久保町55-10,久保町,500-379,36.316378,139.586137
,大蔵町842-8先,大蔵町,500-380,36.31565663,139.5714086
吉水支23,吉水駅前1丁目2-23,新吉水町北,500-381,36.3500607,139.5796718
新吉水236,吉水駅前1丁目26-13,新吉水町北,500-382,36.34603144,139.5775299
寺久保316,出流原町1534,出流原町,500-383,36.36499187,139.5315755
187,小見町1346-5,下町,500-384,36.358329,139.57103
三毳西245,黒袴町882-2,黒袴町,500-385,36.314598,139.616219
工団東137,伊勢山町1522-1,伊勢山町,500-386,36.31755347,139.6108752
工団東122,伊勢山町1521-6,伊勢山町,500-387,36.317351,139.61004
工団東138,伊勢山町1523-1,伊勢山町,500-388,36.31757292,139.610717
工団東152,伊勢山町1411-1,伊勢山町,500-389,36.31684028,139.6061116
,堀米868先,安良町下町,500-390,36.32992114,139.5908132
小中692,小中町891-3,小中西,500-391,36.337194,139.55265
上高橋306,高橋町950-1,高橋町,500-392,36.292313,139.560545
上高橋243,高橋町1051-1,高橋町,500-393,36.294058,139.532308
上高橋302,高橋町942-2,高橋町,500-394,36.292313,139.530545
朝日森支右4/左3/15,朝日町938,朝日町,500-395,36.317348,139.570232
米山233,米山南町53-11,米山南,500-396,36.323394,139.608719
村上254,村上町388-4,村上,500-397,36.303534,139.540824
村上支右A1/16,村上町848-1,村上,500-398,36.305189,139.535478
村上251,村上町399,村上,500-399,36.303288,139.538772
村上493,村上町188-1,村上,500-400,36.301557,139.538797
村上494,村上町187-2,村上,500-401,36.301154,139.538648
村上269,村上町848-1,村上,500-402,36.305575,139.535534
上高橋261,村上町732,村上,500-403,36.300294,139.527956
中町842,犬伏中町1832-22,犬伏中,500-404,36.322378,139.596435
南赤見364,赤見町789-18,赤見（市場）,500-405,36.348044,139.53468
新吉水252,吉水駅前1-20-14,新吉水北,500-406,36.34587,139.575977
高橋110,高橋町213,高橋,500-407,36.285241,139.536021
栃本150,栃本町2076,栃本下,500-408,36.360694,139.586165
小中幹97,小中町710-3,小中東,500-409,36.333901,139.550558
下石塚015,小中町1255-1,小中東,500-410,36.342475,139.558722
下石塚016,小中町1270-8,小中東,500-411,36.342769,139.558933
若宮272,若宮上町4-18,若宮上,500-412,36.298001,139.589328
植上415,植下町1118-3,植下,500-413,36.300375,139.587389
米山825A01,関川町936-13,関川,500-414,36.322664,139.613698
米山422AK,関川町906-14,関川,500-415,36.322711,139.612388
作原188,作原町1520,上作原,500-416,36.505191,139.493566
石塚122.01,石塚町2410,石塚上,500-417,36.362032,139.558152
石塚134.11,石塚町2250-1,石塚上,500-418,36.36016,139.560645
本宿134,田沼町1653-5,田沼本,500-419,36.373611,139.582445
本宿129,田沼町1587-2,田沼本,500-420,36.376045,139.579483
番場472,飛駒町1692,飛駒2区,500-421,36.453999,139.472182
寺久保127,出流原町1115,出流原,500-422,36.365829,139.539448
駅西224,天神町945,天神,500-423,36.318115,139.570983
駅西219,天神町817-12,天神,500-424,36.318386,139.572811
恵比寿52,久保町54,久保,500-425,36.316399,139.584893
新吉水150　01,吉水駅前3-2,新吉水南,500-426,36.343866,139.574635
新吉水72-A,吉水駅前2-10-8,新吉水南,500-427,36.341682,139.577625
君田325,君田町277,君田,500-428,36.296834,139.557515
,君田町306,君田,500-429,36.297057,139.555798
工団東131,伊勢山町1449-5,伊勢山,500-430,36.318267,139.607105
工団東132,伊勢山町1449-18,伊勢山,500-431,36.318141,139.60746
富岡237,伊勢山町1785,伊勢山,500-432,36.318694,139.602153
富岡265,伊勢山町1800,伊勢山,500-433,36.317473,139.602043
,小中町1095,小中東,500-434,36.338531,139.560685
,小中町1095,小中東,500-435,36.338184,139.56015
下石塚038,石塚町775-3,石塚下,500-436,36.350716,139.562845
山形329,山形町1080,山形,500-437,36.385142,139.529112
山形332,山形町1073,山形,500-438,36.385762,139.528264
848A,植下町3494-1,大古屋町,500-439,36.290251,139.578573
862,植下町3180-1,大古屋町,500-440,36.28933,139.573984
852A,植下町3510-1,大古屋町,500-441,36.290012,139.577245
856A,植下町3521-1,大古屋町,500-442,36.289711,139.575905
堀米西339,堀米町3131,堀米町（菊川）,500-443,36.3271367,139.5657365
堀米西901,堀米町3699,堀米町（菊川）,500-444,36.3318951,139.5716638
植野003,植野町1868,植野町（泉）,500-445,36.3064051,139.5770839
泉町003,植野町2067-2,植野町（泉）,500-446,36.307072,139.5785007
久保355,富岡町93,富岡町（北部）,500-447,36.3203374,139.590706
村上支線柱,村上町132-1,村上町,500-448,36.2995834,139.5422326
上高橋273,村上町713,村上町,500-449,36.3004673,139.5293914
天明107,本町2757,本町（佐野）,500-450,36.3131312,139.5733835
久保014,久保町93,久保町,500-451,36.3189737,139.5853925
黒袴475,高萩町1315-1,高萩町,500-452,36.3013111,139.6018812
黒袴909A,高萩町1056-507,高萩町,500-453,36.3024524,139.6011159
黒袴912A,高萩町1056-504,高萩町,500-454,36.3025148,139.6013527
番場253,飛駒町1601-1,飛駒2区,500-455,36.4536604,139.4700287
館野543,新吉水町41,新吉水町南,500-456,36.3457742,139.5810688
館野546,新吉水町30,新吉水町南,500-457,36.3468637,139.5814668
本宿524A,あそ野タウン分譲地内,上町西,500-458,36.3761953,139.5759996
本宿521A,あそ野タウン分譲地内,上町西,500-459,36.3763837,139.5769314
本宿313,田沼町1119,上町西,500-460,36.3736571,139.5765883
上町605,田沼町880,上町西,500-461,36.3726399,139.5718303
本宿421,田沼町1064-3,上町西,500-462,36.3758517,139.576728
本宿316,田沼町1107,上町西,500-463,36.3749411,139.5761646
本宿321,田沼町1008,上町西,500-464,36.3768252,139.5755314
上町338,田沼町969,上町西,500-465,36.3754518,139.5707198
上町352,田沼町939,上町西,500-466,36.3745192,139.5716232
田沼370,田沼町809,上町西,500-467,36.3708854,139.5703559
田沼322,田沼町241,上町西,500-468,36.3696431,139.5704815
赤見幹右15/66,出流原町444-2,出流原町,500-469,36.3683045,139.5515398
小柱,出流原町444-2,出流原町,500-470,36.3688166,139.5515071
越名528,越名町2072-11,越名町,500-471,36.2916063,139.599833
越名417,越名町832,越名町,500-472,36.2897555,139.6053
三毳西263,黒袴町416-1,黒袴町,500-473,36.3147577,139.6165435
栃北031,栃本町1661-2,原町,500-474,36.3689571,139.5843558
大和204,大祝町2329,大祝町,500-475,36.310339,139.5759277
天明135,大祝町2273,大祝町,500-476,36.3104115,139.574229
大和246,大祝町2338,大祝町,500-477,36.3101723,139.5771702
大和207,大祝町2335-1,大祝町,500-478,36.310304,139.576728
大和150A,大祝町2302-15,大祝町,500-479,36.3088992,139.574781
赤坂101,大祝町2302,大祝町,500-480,36.3082651,139.5747576
天明027,大祝町2274-4,大祝町,500-481,36.3098644,139.5747321
天明010,大祝町2273,大祝町,500-482,36.3103681,139.5747743
閑馬57,閑馬町360-6,閑馬下,500-483,36.4018957,139.5208336
