緯度,経度,防犯灯_ID
34.00977083,131.8665403,kdmtscl00669
34.01001722,131.8662214,kdmtscl00670
34.0102125,131.8659878,kdmtscl00671
34.00356778,131.8757617,kdmtscl00672
34.03439389,131.9124569,kdmtscl00673
34.03402361,131.9124542,kdmtscl00674
34.03444667,131.9136914,kdmtscl00675
34.03409889,131.9136631,kdmtscl00676
34.00790194,131.8635256,kdmtscl00677
34.00774417,131.8638408,kdmtscl00678
34.0076325,131.8640172,kdmtscl00679
34.03722417,131.8839608,kdmtscl00680
34.07459722,131.9167644,kdmtscl00681
34.03403,131.8834194,kdmtscl00682
34.03402417,131.8893239,kdmtscl00683
34.00882417,131.8647481,kdmtscl00684
34.00867667,131.8649744,kdmtscl00685
34.03502417,131.8615128,kdmtscl00686
34.03462806,131.8613803,kdmtscl00687
34.03782667,131.8688108,kdmtscl00688
34.03363472,131.9125042,kdmtscl00689
34.0331925,131.9134417,kdmtscl00690
34.02219222,131.9011442,kdmtscl00691
34.02875167,131.8684975,kdmtscl00692
34.03978333,131.8784675,kdmtscl00693
34.03941333,131.8784211,kdmtscl00694
34.03940139,131.8787878,kdmtscl00695
33.94490917,131.8230547,kdmtscl00696
34.03238889,131.8785625,kdmtscl00697
34.01489306,131.8793828,kdmtscl00698
34.007885,131.8640317,kdmtscl00699
34.00705583,131.8634831,kdmtscl00700
34.00684806,131.8633183,kdmtscl00701
34.01094444,131.9131761,kdmtscl00702
34.04194111,131.8805497,kdmtscl00703
34.019145,131.8695189,kdmtscl00704
34.01891472,131.8692125,kdmtscl00705
34.02465778,131.89492,kdmtscl00706
34.02439861,131.895045,kdmtscl00707
34.02418694,131.8947636,kdmtscl00708
34.02517222,131.855875,kdmtscl00709
34.02541389,131.8566597,kdmtscl00710
34.02639417,131.8575422,kdmtscl00711
34.0262325,131.8588458,kdmtscl00712
34.02581583,131.8584883,kdmtscl00713
34.02471944,131.8590161,kdmtscl00714
34.02286611,131.8588861,kdmtscl00715
34.02221361,131.85813,kdmtscl00716
34.10297944,131.8772761,kdmtscl00717
34.08140111,131.8771608,kdmtscl00718
34.08102694,131.8771281,kdmtscl00719
34.08055667,131.8770031,kdmtscl00720
34.07971528,131.8770969,kdmtscl00721
34.04892306,131.9285439,kdmtscl00722
34.04501139,131.9280956,kdmtscl00723
34.03664861,131.8801053,kdmtscl00724
34.036495,131.8805644,kdmtscl00725
34.02751556,131.9260706,kdmtscl00726
34.0274125,131.9257636,kdmtscl00727
34.0274475,131.9254958,kdmtscl00728
34.03091611,131.8579583,kdmtscl00729
34.01650833,131.8828258,kdmtscl00730
34.01634333,131.8831361,kdmtscl00731
34.01635889,131.8834672,kdmtscl00732
34.0197225,131.8709764,kdmtscl00733
33.99948694,131.8756269,kdmtscl00734
34.04234694,131.8684519,kdmtscl00735
34.04273778,131.8715767,kdmtscl00736
34.04152778,131.8680072,kdmtscl00737
34.0398225,131.8699831,kdmtscl00738
34.04115833,131.8683858,kdmtscl00739
34.07309444,131.907545,kdmtscl00740
34.07255861,131.9059778,kdmtscl00741
34.03623694,131.8527186,kdmtscl00742
34.0107325,131.8728172,kdmtscl00743
34.026975,131.8580608,kdmtscl00744
34.02667861,131.8578222,kdmtscl00745
34.02416917,131.8599083,kdmtscl00746
34.02112111,131.8541147,kdmtscl00747
34.01714694,131.86929,kdmtscl00748
34.01710194,131.8689611,kdmtscl00749
34.00496167,131.8699114,kdmtscl00750
34.03196417,131.8531328,kdmtscl00751
34.01672861,131.8696761,kdmtscl00752
34.04722306,131.9286092,kdmtscl00753
34.04625444,131.9281306,kdmtscl00754
34.00641,131.8688414,kdmtscl00755
34.00607194,131.8690411,kdmtscl00756
34.00590278,131.86917,kdmtscl00757
34.0056425,131.8693839,kdmtscl00758
34.00541306,131.8695617,kdmtscl00759
34.00518139,131.8697536,kdmtscl00760
34.08059611,131.8764656,kdmtscl00761
33.98015667,131.8614331,kdmtscl00762
33.97708056,131.8669528,kdmtscl00763
33.97815889,131.8661911,kdmtscl00764
33.97762417,131.8662103,kdmtscl00765
33.97775667,131.8659664,kdmtscl00766
34.04091056,131.8919386,kdmtscl00767
34.02300306,131.8819658,kdmtscl00768
34.03911667,131.8840392,kdmtscl00769
34.0377125,131.8835947,kdmtscl00770
34.03793444,131.8832172,kdmtscl00771
34.03824361,131.8828908,kdmtscl00772
34.02598833,131.9216147,kdmtscl00773
34.03964194,131.8905967,kdmtscl00774
34.03795444,131.8856306,kdmtscl00775
34.03497278,131.9052997,kdmtscl00776
34.03502639,131.9062219,kdmtscl00777
34.03503028,131.9069708,kdmtscl00778
34.02439583,131.8679797,kdmtscl00779
34.02412861,131.8679133,kdmtscl00780
34.02401111,131.8682361,kdmtscl00781
34.02375333,131.8674775,kdmtscl00782
34.02356694,131.8676592,kdmtscl00783
34.02330028,131.8681425,kdmtscl00784
34.087575,131.8922789,kdmtscl00785
34.08709444,131.8806989,kdmtscl00786
34.08627639,131.8812825,kdmtscl00787
34.08307194,131.9005681,kdmtscl00788
34.0806575,131.89713,kdmtscl00789
34.08125194,131.9029192,kdmtscl00790
34.08069556,131.9043203,kdmtscl00791
34.01021,131.8622969,kdmtscl00792
34.04299139,131.9084919,kdmtscl00793
34.03653667,131.9046589,kdmtscl00794
34.03259139,131.90507,kdmtscl00795
34.02766111,131.8979133,kdmtscl00796
34.02698861,131.8982242,kdmtscl00797
34.01868417,131.8416808,kdmtscl00798
34.01755556,131.8559789,kdmtscl00799
34.08743444,131.8933439,kdmtscl00800
34.08764389,131.8946686,kdmtscl00801
34.08806944,131.8957122,kdmtscl00802
34.08713583,131.8813486,kdmtscl00803
34.04018667,131.8822869,kdmtscl00804
34.04016667,131.8825872,kdmtscl00805
34.03986806,131.882495,kdmtscl00806
34.03967111,131.8829147,kdmtscl00807
34.03955917,131.8825919,kdmtscl00808
34.03945056,131.8821283,kdmtscl00809
33.99918056,131.8760344,kdmtscl00810
34.03339306,131.904845,kdmtscl00811
34.035805,131.9045886,kdmtscl00812
34.01778722,131.8684703,kdmtscl00813
34.0318625,131.8593872,kdmtscl00814
33.94729472,131.8256931,kdmtscl00815
33.94700556,131.8258156,kdmtscl00816
33.94735306,131.8253281,kdmtscl00817
34.00847194,131.8730486,kdmtscl00818
34.01945,131.8705361,kdmtscl00819
34.02083361,131.8706022,kdmtscl00820
34.02018222,131.8705147,kdmtscl00821
34.01672139,131.8665625,kdmtscl00822
34.02429139,131.8570222,kdmtscl00823
34.01962056,131.869995,kdmtscl00824
34.01943833,131.86924,kdmtscl00825
34.0180025,131.8691325,kdmtscl00826
34.01817833,131.8697925,kdmtscl00827
34.01791167,131.8695839,kdmtscl00828
34.0334275,131.9127989,kdmtscl00829
34.03378806,131.9130867,kdmtscl00830
34.03357889,131.9141569,kdmtscl00831
34.04157861,131.8706608,kdmtscl00832
34.04099611,131.8707256,kdmtscl00833
34.04128889,131.8702544,kdmtscl00834
34.04129528,131.8717142,kdmtscl00835
34.02306778,131.8651825,kdmtscl00836
34.03316306,131.849805,kdmtscl00837
34.01132278,131.8741694,kdmtscl00838
34.01080167,131.8743411,kdmtscl00839
34.03704667,131.853965,kdmtscl00840
34.03640444,131.8529989,kdmtscl00841
34.03273444,131.8955919,kdmtscl00842
34.01380028,131.8619383,kdmtscl00843
34.014535,131.8599358,kdmtscl00844
34.01942528,131.8776239,kdmtscl00845
34.02174556,131.8762453,kdmtscl00846
34.01705306,131.8778653,kdmtscl00847
33.95430806,131.8388186,kdmtscl00848
34.02957333,131.9091361,kdmtscl00849
34.02963444,131.9077397,kdmtscl00850
34.02938472,131.9072358,kdmtscl00851
34.02924861,131.9070122,kdmtscl00852
34.02814167,131.903325,kdmtscl00853
34.04193139,131.8788797,kdmtscl00854
34.02189944,131.8543275,kdmtscl00855
34.02143139,131.8541875,kdmtscl00856
33.99579361,131.8815878,kdmtscl00857
34.03708833,131.8834097,kdmtscl00858
34.03639806,131.8850219,kdmtscl00859
33.97926056,131.8626133,kdmtscl00860
33.96361361,131.8504169,kdmtscl00861
34.037745,131.8858919,kdmtscl00862
34.02129778,131.86858,kdmtscl00863
34.03649861,131.8861917,kdmtscl00864
34.02044972,131.8445281,kdmtscl00865
34.01708917,131.8473886,kdmtscl00866
34.01714944,131.8480181,kdmtscl00867
34.10333528,131.8840906,kdmtscl00868
34.02245806,131.9006494,kdmtscl00869
34.01769306,131.9081075,kdmtscl00870
34.021765,131.85469,kdmtscl00871
34.04237111,131.8687808,kdmtscl00872
34.03649889,131.8869453,kdmtscl00873
34.03627222,131.8868781,kdmtscl00874
34.00479944,131.8697089,kdmtscl00875
34.00517611,131.8693789,kdmtscl00876
34.00548972,131.8691017,kdmtscl00877
34.00585944,131.8687286,kdmtscl00878
34.00615778,131.8684,kdmtscl00879
34.01467806,131.8728008,kdmtscl00880
34.01415833,131.8722806,kdmtscl00881
34.01393278,131.8722197,kdmtscl00882
34.01316056,131.8722383,kdmtscl00883
34.01239167,131.8724583,kdmtscl00884
34.01132306,131.8717036,kdmtscl00885
34.038495,131.8833569,kdmtscl00886
34.00236611,131.8740222,kdmtscl00887
34.02475417,131.8578022,kdmtscl00888
34.02161194,131.8549547,kdmtscl00889
34.03815639,131.8889589,kdmtscl00890
34.03741583,131.8884778,kdmtscl00891
34.03575111,131.8526589,kdmtscl00892
34.03595167,131.8529764,kdmtscl00893
34.01714972,131.8825586,kdmtscl00894
34.01692139,131.8828075,kdmtscl00895
34.02904833,131.9244206,kdmtscl00896
34.02875667,131.9239658,kdmtscl00897
34.02757889,131.9263742,kdmtscl00898
34.02896639,131.9240472,kdmtscl00899
34.07439806,131.9150633,kdmtscl00900
34.03278167,131.9146944,kdmtscl00901
34.02411389,131.8539886,kdmtscl00902
34.030515,131.9045564,kdmtscl00903
34.02984333,131.9047261,kdmtscl00904
34.00446972,131.8700128,kdmtscl00905
34.00473056,131.8699325,kdmtscl00906
34.02238333,131.8622106,kdmtscl00907
34.04239611,131.8774486,kdmtscl00908
34.04217611,131.8790889,kdmtscl00909
34.03520417,131.8732181,kdmtscl00910
34.02006278,131.8525478,kdmtscl00911
34.02010889,131.85454,kdmtscl00912
34.01947556,131.8537692,kdmtscl00913
33.98202389,131.8596547,kdmtscl00914
33.98213917,131.8606219,kdmtscl00915
33.98182194,131.8611994,kdmtscl00916
34.01606444,131.8813361,kdmtscl00917
34.0723725,131.9215764,kdmtscl00918
34.03213083,131.8788061,kdmtscl00919
34.04034556,131.8684747,kdmtscl00920
34.0399425,131.8688419,kdmtscl00921
34.04186583,131.8851547,kdmtscl00922
34.03884472,131.890035,kdmtscl00923
34.03825528,131.8897439,kdmtscl00924
34.03848167,131.8894417,kdmtscl00925
34.03468889,131.8880653,kdmtscl00926
34.03443139,131.8880153,kdmtscl00927
34.01231389,131.8652794,kdmtscl00928
34.02301,131.8523139,kdmtscl00929
34.02275167,131.8521725,kdmtscl00930
34.02241889,131.8517539,kdmtscl00931
34.02225667,131.8528639,kdmtscl00932
34.03473472,131.8708111,kdmtscl00933
34.03475556,131.8697636,kdmtscl00934
34.02309194,131.8605756,kdmtscl00935
34.02157889,131.8591058,kdmtscl00936
34.02118778,131.8596447,kdmtscl00937
34.02442278,131.8624217,kdmtscl00938
34.02504028,131.8621706,kdmtscl00939
34.02183556,131.8587644,kdmtscl00940
34.02321333,131.8613544,kdmtscl00941
34.01049861,131.8735094,kdmtscl00942
34.03452556,131.8861358,kdmtscl00943
34.03941861,131.8789578,kdmtscl00944
34.03830806,131.8879517,kdmtscl00945
34.03906361,131.8881439,kdmtscl00946
34.03722194,131.8867703,kdmtscl00947
34.03760222,131.8863928,kdmtscl00948
34.03737778,131.8861781,kdmtscl00949
34.03866083,131.8882006,kdmtscl00950
34.01013917,131.8724058,kdmtscl00951
34.00974028,131.8726144,kdmtscl00952
34.0149075,131.8593,kdmtscl00953
34.06127833,131.8875017,kdmtscl00954
34.018475,131.8476194,kdmtscl00955
34.0347625,131.8692061,kdmtscl00956
34.03914639,131.8749025,kdmtscl00957
34.03525639,131.8806286,kdmtscl00958
34.02587556,131.8511228,kdmtscl00959
34.02706028,131.8478544,kdmtscl00960
34.02587111,131.8480494,kdmtscl00961
34.02551972,131.8477231,kdmtscl00962
33.97840167,131.8682275,kdmtscl00963
34.03891083,131.8736494,kdmtscl00964
34.0079575,131.8618033,kdmtscl00965
33.94765556,131.8251942,kdmtscl00966
33.94708472,131.8261519,kdmtscl00967
33.94536722,131.8256356,kdmtscl00968
33.94511,131.8246444,kdmtscl00969
33.94466694,131.8237492,kdmtscl00970
33.94454361,131.8245617,kdmtscl00971
34.08036139,131.8751717,kdmtscl00972
34.04018361,131.8829011,kdmtscl00973
34.0243875,131.8939161,kdmtscl00974
34.02848361,131.9159339,kdmtscl00975
34.02862861,131.9151144,kdmtscl00976
34.03604528,131.8853722,kdmtscl00977
34.04330944,131.8719617,kdmtscl00978
34.04180861,131.8672083,kdmtscl00979
34.03705778,131.8858222,kdmtscl00980
34.0183675,131.8686747,kdmtscl00981
34.01193139,131.8646644,kdmtscl00982
34.01127278,131.8638708,kdmtscl00983
34.04077639,131.868505,kdmtscl00984
34.04144222,131.8864867,kdmtscl00985
34.04226361,131.8874692,kdmtscl00986
34.02853889,131.9244461,kdmtscl00987
34.02860833,131.9248097,kdmtscl00988
34.0285825,131.9252872,kdmtscl00989
34.00838389,131.8725986,kdmtscl00990
34.00869028,131.8728722,kdmtscl00991
34.01010833,131.8718433,kdmtscl00992
34.02295889,131.8986056,kdmtscl00993
34.02274056,131.8999003,kdmtscl00994
34.021775,131.9019181,kdmtscl00995
34.01786556,131.9059686,kdmtscl00996
34.01704806,131.9089961,kdmtscl00997
34.01584722,131.9100736,kdmtscl00998
34.03298194,131.9138242,kdmtscl00999
34.03521361,131.9179486,kdmtscl01000
34.03734111,131.8872181,kdmtscl01001
34.02351806,131.8681083,kdmtscl01002
34.00548472,131.87123,kdmtscl01003
34.00511333,131.8714822,kdmtscl01004
34.00473,131.87134,kdmtscl01005
34.00518278,131.8722686,kdmtscl01006
34.00460917,131.8724272,kdmtscl01007
34.03633306,131.8862628,kdmtscl01008
34.02600083,131.8615494,kdmtscl01009
34.0350275,131.9214586,kdmtscl01010
34.02236806,131.8478233,kdmtscl01011
34.02662167,131.8477531,kdmtscl01012
34.0263775,131.8477094,kdmtscl01013
34.01627528,131.8814364,kdmtscl01014
34.00108833,131.8785075,kdmtscl01015
34.03604444,131.8880331,kdmtscl01016
34.03677722,131.8881817,kdmtscl01017
34.02620222,131.8690825,kdmtscl01018
34.03801861,131.8749792,kdmtscl01019
34.04090444,131.8680214,kdmtscl01020
34.04025222,131.8714319,kdmtscl01021
33.97890833,131.8658564,kdmtscl01022
34.01014389,131.8633006,kdmtscl01023
34.01987056,131.86758,kdmtscl01024
34.01955944,131.8673925,kdmtscl01025
34.01928028,131.8672189,kdmtscl01026
34.01937,131.8679539,kdmtscl01027
34.01905222,131.8681017,kdmtscl01028
34.01878056,131.8680778,kdmtscl01029
34.03725639,131.8667372,kdmtscl01030
34.03707444,131.8659403,kdmtscl01031
34.04088333,131.8858958,kdmtscl01032
34.02787917,131.8479353,kdmtscl01033
34.0146025,131.8783864,kdmtscl01034
34.01796972,131.8786703,kdmtscl01035
34.01768528,131.8794911,kdmtscl01036
34.01714917,131.8797414,kdmtscl01037
34.04143722,131.8884203,kdmtscl01038
34.04129472,131.8876917,kdmtscl01039
34.04104389,131.8884467,kdmtscl01040
34.07183417,131.9146997,kdmtscl01041
34.07110889,131.9175531,kdmtscl01042
34.01955417,131.8685875,kdmtscl01043
34.01989833,131.8681428,kdmtscl01044
34.01949917,131.8689247,kdmtscl01045
34.01931833,131.8688175,kdmtscl01046
34.01910667,131.8685836,kdmtscl01047
34.01872,131.8684178,kdmtscl01048
34.03610333,131.9211033,kdmtscl01049
34.00972333,131.8640869,kdmtscl01050
34.0093075,131.8639133,kdmtscl01051
34.01848556,131.8665325,kdmtscl01052
34.01864972,131.8662186,kdmtscl01053
34.01785806,131.8658167,kdmtscl01054
34.01806417,131.8675014,kdmtscl01055
34.0176075,131.8670411,kdmtscl01056
34.02929,131.8983181,kdmtscl01057
34.03269278,131.9141706,kdmtscl01058
34.03327167,131.9140592,kdmtscl01059
34.01688278,131.8727183,kdmtscl01060
33.97729861,131.8662103,kdmtscl01061
33.97842639,131.8658542,kdmtscl01062
34.03319833,131.8554747,kdmtscl01063
34.03264417,131.8561086,kdmtscl01064
34.03231444,131.8565797,kdmtscl01065
34.03201194,131.8571625,kdmtscl01066
34.03119917,131.8558658,kdmtscl01067
34.03090528,131.8549039,kdmtscl01068
34.01592583,131.8548425,kdmtscl01069
34.01605361,131.8539367,kdmtscl01070
34.01661556,131.8532589,kdmtscl01071
34.01694528,131.8529192,kdmtscl01072
34.01793611,131.8518314,kdmtscl01073
34.01756861,131.8527381,kdmtscl01074
34.01835917,131.8669836,kdmtscl01075
34.01853028,131.86744,kdmtscl01076
34.01913833,131.8677675,kdmtscl01077
34.02515333,131.8608397,kdmtscl01078
34.03872056,131.8834794,kdmtscl01079
34.03819222,131.8832011,kdmtscl01080
34.00788944,131.868415,kdmtscl01081
34.00760528,131.8685278,kdmtscl01082
34.00735944,131.86864,kdmtscl01083
34.00721917,131.8687842,kdmtscl01084
34.00695194,131.8689053,kdmtscl01085
34.02186583,131.8655553,kdmtscl01086
34.02178528,131.8659464,kdmtscl01087
34.0214825,131.8658917,kdmtscl01088
34.01987472,131.8654681,kdmtscl01089
34.09316139,131.8604192,kdmtscl01090
33.97913167,131.8631753,kdmtscl01091
34.03976806,131.9144836,kdmtscl01092
34.03946639,131.9286425,kdmtscl01093
34.03380167,131.915745,kdmtscl01094
34.00950583,131.8645156,kdmtscl01095
34.0092975,131.8648978,kdmtscl01096
34.0086,131.8660356,kdmtscl01097
34.00915556,131.8641983,kdmtscl01098
34.00823472,131.8656731,kdmtscl01099
34.00809222,131.8658981,kdmtscl01100
34.00439833,131.8720197,kdmtscl01101
34.00399,131.872255,kdmtscl01102
34.04488389,131.9202536,kdmtscl01103
34.03579889,131.8588169,kdmtscl01104
34.03333722,131.8592744,kdmtscl01105
34.03374583,131.8596347,kdmtscl01106
34.03452556,131.8603158,kdmtscl01107
34.03485056,131.8606603,kdmtscl01108
34.0357275,131.8611717,kdmtscl01109
34.03555333,131.8613794,kdmtscl01110
34.03492583,131.8621781,kdmtscl01111
34.08703167,131.8816608,kdmtscl01112
34.08765833,131.8834114,kdmtscl01113
34.08068972,131.8758794,kdmtscl01114
34.02903556,131.8448106,kdmtscl01115
34.02918111,131.8441186,kdmtscl01116
34.02900694,131.8530611,kdmtscl01117
34.02904639,131.8539775,kdmtscl01118
34.02860194,131.85368,kdmtscl01119
34.02834278,131.8530989,kdmtscl01120
34.02818694,131.8532089,kdmtscl01121
34.02748444,131.8525581,kdmtscl01122
34.01959778,131.8595997,kdmtscl01123
34.00767278,131.8693264,kdmtscl01124
34.00736861,131.8695403,kdmtscl01125
34.00670111,131.8700522,kdmtscl01126
34.00600472,131.8705822,kdmtscl01127
34.01064722,131.8616708,kdmtscl01128
34.04003611,131.8790078,kdmtscl01129
34.03931861,131.8793053,kdmtscl01130
34.02758944,131.8990156,kdmtscl01131
34.03673278,131.8798236,kdmtscl01132
34.03647333,131.8811936,kdmtscl01133
34.03668361,131.8806411,kdmtscl01134
34.01690833,131.88421,kdmtscl01135
34.01638556,131.8847297,kdmtscl01136
34.00327667,131.8764133,kdmtscl01137
34.00364333,131.8761444,kdmtscl01138
34.00386222,131.8765494,kdmtscl01139
34.0035825,131.8765758,kdmtscl01140
34.00339861,131.8767819,kdmtscl01141
34.00291972,131.8766669,kdmtscl01142
34.04140028,131.8843744,kdmtscl01143
34.04132611,131.8838547,kdmtscl01144
34.04103694,131.8845031,kdmtscl01145
34.0405825,131.8844606,kdmtscl01146
34.02294389,131.8537078,kdmtscl01147
34.03125361,131.8988019,kdmtscl01148
34.02875472,131.8969697,kdmtscl01149
34.10238083,131.8772436,kdmtscl01150
34.0034925,131.8706172,kdmtscl01151
34.00352917,131.870035,kdmtscl01152
34.00329833,131.8701667,kdmtscl01153
34.00306583,131.870305,kdmtscl01154
34.00261389,131.8705672,kdmtscl01155
34.03964083,131.8819197,kdmtscl01156
34.03817944,131.8797114,kdmtscl01157
34.03829639,131.8823622,kdmtscl01158
34.03781028,131.8811122,kdmtscl01159
34.037825,131.8817947,kdmtscl01160
34.01208667,131.8781903,kdmtscl01161
33.99583611,131.8805714,kdmtscl01162
34.04045194,131.8884181,kdmtscl01163
34.04103,131.8874628,kdmtscl01164
34.04232583,131.8893853,kdmtscl01165
34.00378722,131.8701414,kdmtscl01166
34.00262583,131.8708711,kdmtscl01167
34.02585361,131.9000369,kdmtscl01168
34.02404222,131.8579222,kdmtscl01169
34.08163278,131.9017158,kdmtscl01170
34.01817278,131.8561964,kdmtscl01171
34.01624167,131.8577211,kdmtscl01172
34.03457,131.8924611,kdmtscl01173
34.03086472,131.9014203,kdmtscl01174
34.03063583,131.9021228,kdmtscl01175
34.04082778,131.8802572,kdmtscl01176
34.02665083,131.9189678,kdmtscl01177
34.02839611,131.9163742,kdmtscl01178
34.02727611,131.9173692,kdmtscl01179
34.03719556,131.8547183,kdmtscl01180
34.03683417,131.8536136,kdmtscl01181
34.03666806,131.8530214,kdmtscl01182
34.03643111,131.8526353,kdmtscl01183
34.03617389,131.8522397,kdmtscl01184
34.03464694,131.8576333,kdmtscl01185
34.03482583,131.8580894,kdmtscl01186
34.03487639,131.8582622,kdmtscl01187
34.03501,131.8586522,kdmtscl01188
34.0340125,131.8603083,kdmtscl01189
34.03379083,131.8607981,kdmtscl01190
34.01373667,131.8784,kdmtscl01191
34.03655167,131.8796772,kdmtscl01192
34.03698861,131.8797464,kdmtscl01193
34.03699833,131.8809883,kdmtscl01194
34.02452028,131.8667117,kdmtscl01195
34.03869778,131.9222994,kdmtscl01196
34.03388222,131.8701956,kdmtscl01197
34.00265778,131.8754411,kdmtscl01198
34.00837028,131.8694689,kdmtscl01199
34.00784306,131.8698833,kdmtscl01200
34.00734028,131.8702308,kdmtscl01201
34.00684,131.8705958,kdmtscl01202
34.00383194,131.8761444,kdmtscl01203
34.00122361,131.8780331,kdmtscl01204
34.00097667,131.8775142,kdmtscl01205
34.01282917,131.8618969,kdmtscl01206
34.0126025,131.8611722,kdmtscl01207
34.01252028,131.8613411,kdmtscl01208
34.01238611,131.8616219,kdmtscl01209
34.01222944,131.8619481,kdmtscl01210
34.01157389,131.8616006,kdmtscl01211
34.01732083,131.8702136,kdmtscl01212
34.02218639,131.8477597,kdmtscl01213
34.02668528,131.8435772,kdmtscl01214
34.01629611,131.8545861,kdmtscl01215
34.02027833,131.8772356,kdmtscl01216
34.01938056,131.8782367,kdmtscl01217
34.0173175,131.8771992,kdmtscl01218
34.01681611,131.8772803,kdmtscl01219
34.01617083,131.8783231,kdmtscl01220
34.0148125,131.8788939,kdmtscl01221
33.97946056,131.8622331,kdmtscl01222
34.01675889,131.8610892,kdmtscl01223
34.01697861,131.8607833,kdmtscl01224
34.01993333,131.8805614,kdmtscl01225
34.03443556,131.9127981,kdmtscl01226
34.03408722,131.9132489,kdmtscl01227
34.033375,131.9138292,kdmtscl01228
34.0325875,131.9144256,kdmtscl01229
34.03303694,131.9148167,kdmtscl01230
34.03307083,131.9142967,kdmtscl01231
34.03218389,131.8487319,kdmtscl01232
34.0324775,131.8489883,kdmtscl01233
34.03327611,131.8517353,kdmtscl01234
34.00640944,131.8692428,kdmtscl01235
34.00626056,131.8693928,kdmtscl01236
34.00591111,131.8696964,kdmtscl01237
34.00560389,131.8699389,kdmtscl01238
34.005475,131.8700889,kdmtscl01239
34.00532167,131.8703108,kdmtscl01240
34.01986,131.8519864,kdmtscl01241
34.01967139,131.8522228,kdmtscl01242
34.03413972,131.9167017,kdmtscl01243
34.02295444,131.8965083,kdmtscl01244
34.02212306,131.8976683,kdmtscl01245
34.02179056,131.8981997,kdmtscl01246
34.02121083,131.8988594,kdmtscl01247
34.02062917,131.8990358,kdmtscl01248
34.02327083,131.9003844,kdmtscl01249
34.03354889,131.8859833,kdmtscl01250
34.00122528,131.8787967,kdmtscl01251
34.0098175,131.8628758,kdmtscl01252
34.02255611,131.8825172,kdmtscl01253
34.02199417,131.8478483,kdmtscl01254
34.01630083,131.8618019,kdmtscl01255
34.02253611,131.8488228,kdmtscl01256
34.0284575,131.9240597,kdmtscl01257
34.02842,131.9248658,kdmtscl01258
34.02879833,131.9255919,kdmtscl01259
34.08582194,131.8813936,kdmtscl01260
34.03251333,131.9070547,kdmtscl01261
34.03240444,131.9084386,kdmtscl01262
34.03240444,131.9088397,kdmtscl01263
34.02212167,131.8493553,kdmtscl01264
34.02969361,131.8512542,kdmtscl01265
34.03027222,131.8520478,kdmtscl01266
34.04098333,131.8889525,kdmtscl01267
34.01062722,131.8639456,kdmtscl01268
34.01083861,131.8635947,kdmtscl01269
34.01107222,131.8632247,kdmtscl01270
34.01119722,131.8630167,kdmtscl01271
34.01144222,131.8626283,kdmtscl01272
34.01169056,131.8623658,kdmtscl01273
34.02433833,131.8654725,kdmtscl01274
33.98974028,131.8664356,kdmtscl01275
34.01911222,131.8780139,kdmtscl01276
34.01746389,131.8776439,kdmtscl01277
34.01987222,131.8763925,kdmtscl01278
34.01572389,131.8806064,kdmtscl01279
34.01906083,131.8794775,kdmtscl01280
34.02275,131.8826883,kdmtscl01281
34.08738333,131.8829464,kdmtscl01282
34.08751,131.8826122,kdmtscl01283
33.98693861,131.8589086,kdmtscl01284
33.97089694,131.8725825,kdmtscl01285
34.0222775,131.8538164,kdmtscl01286
34.02770722,131.9259858,kdmtscl01287
34.0274075,131.9244919,kdmtscl01288
34.02746667,131.9247994,kdmtscl01289
34.02871944,131.9252372,kdmtscl01290
34.02765861,131.9018303,kdmtscl01291
34.02949972,131.9035303,kdmtscl01292
34.03093556,131.8670811,kdmtscl01293
34.03135333,131.8668861,kdmtscl01294
34.03300833,131.8669511,kdmtscl01295
34.02361222,131.8491506,kdmtscl01296
34.02621472,131.9177425,kdmtscl01297
34.02601889,131.9172864,kdmtscl01298
34.02545667,131.9171975,kdmtscl01299
34.0164825,131.9200039,kdmtscl01300
34.01840278,131.8515139,kdmtscl01301
34.01874444,131.8511319,kdmtscl01302
34.01346667,131.8618406,kdmtscl01303
34.01124389,131.8614458,kdmtscl01304
34.01029056,131.8585475,kdmtscl01305
34.01022944,131.8590408,kdmtscl01306
34.0096975,131.8599811,kdmtscl01307
34.00809833,131.8670106,kdmtscl01308
34.00795278,131.8672242,kdmtscl01309
34.00741611,131.8668392,kdmtscl01310
34.01068333,131.86708,kdmtscl01311
34.01166833,131.8675089,kdmtscl01312
34.01202972,131.8682153,kdmtscl01313
34.01085889,131.8684661,kdmtscl01314
34.01101333,131.8681461,kdmtscl01315
34.10403389,131.8770936,kdmtscl01316
34.10162028,131.8771186,kdmtscl01317
34.10412028,131.8853964,kdmtscl01318
34.02831972,131.9167789,kdmtscl01319
34.02826667,131.9170661,kdmtscl01320
34.02561861,131.9197911,kdmtscl01321
34.00568806,131.8715889,kdmtscl01322
34.00539389,131.8717072,kdmtscl01323
34.00487722,131.8722264,kdmtscl01324
34.00504556,131.8711025,kdmtscl01325
34.00482361,131.8717447,kdmtscl01326
34.05775861,131.9230892,kdmtscl01327
34.05719944,131.9228094,kdmtscl01328
34.05621139,131.9185133,kdmtscl01329
34.04999639,131.913855,kdmtscl01330
34.04883278,131.914,kdmtscl01331
34.04627389,131.906745,kdmtscl01332
34.03607528,131.90581,kdmtscl01333
34.03275861,131.8952131,kdmtscl01334
34.03996833,131.8847231,kdmtscl01335
34.0392525,131.8847594,kdmtscl01336
34.00271139,131.8787503,kdmtscl01337
