city,cluster,rep,family,src,edges,length_m,terminals,raw_kw
sano,0,0,A_steiner,3596.0,2,69.61364302013907,3,221.99856544946365
sano,0,1,A_steiner,3596.0,2,69.61364302013907,3,221.99856544946365
sano,0,2,A_steiner,3596.0,2,69.61364302013907,3,221.99856544946365
sano,0,3,A_steiner,3596.0,2,69.61364302013907,3,221.99856544946365
sano,0,4,A_steiner,3596.0,2,69.61364302013907,3,221.99856544946365
sano,0,5,A_steiner,3596.0,2,69.61364302013907,3,221.99856544946365
sano,0,6,B_incremental,3596.0,2,69.61364302013907,3,221.99856544946365
sano,0,7,B_incremental,3596.0,2,69.61364302013907,3,221.99856544946365
sano,0,8,B_incremental,3596.0,2,69.61364302013907,3,221.99856544946365
sano,0,9,B_incremental,3596.0,2,69.61364302013907,3,221.99856544946365
sano,0,10,B_incremental,3596.0,2,69.61364302013907,3,221.99856544946365
sano,0,11,B_incremental,3596.0,2,69.61364302013907,3,221.99856544946365
sano,1,0,A_steiner,3605.0,3,172.8137634695637,3,163.97932676450333
sano,1,1,A_steiner,3605.0,3,172.8137634695637,3,163.97932676450333
sano,1,2,A_steiner,3605.0,3,172.8137634695637,3,163.97932676450333
sano,1,3,A_steiner,3605.0,3,172.8137634695637,3,163.97932676450333
sano,1,4,A_steiner,3605.0,3,172.8137634695637,3,163.97932676450333
sano,1,5,A_steiner,3605.0,3,172.8137634695637,3,163.97932676450333
sano,1,6,B_incremental,3605.0,3,172.8137634695637,3,163.97932676450333
sano,1,7,B_incremental,3605.0,3,172.8137634695637,3,163.97932676450333
sano,1,8,B_incremental,3605.0,3,172.8137634695637,3,163.97932676450333
sano,1,9,B_incremental,3605.0,3,172.8137634695637,3,163.97932676450333
sano,1,10,B_incremental,3605.0,3,172.8137634695637,3,163.97932676450333
sano,1,11,B_incremental,3605.0,3,172.8137634695637,3,163.97932676450333
sano,2,0,A_steiner,1757.0,1,22.141710207047502,2,116.0598313161008
sano,2,1,A_steiner,1757.0,1,22.141710207047502,2,116.0598313161008
sano,2,2,A_steiner,1757.0,1,22.141710207047502,2,116.0598313161008
sano,2,3,A_steiner,1757.0,1,22.141710207047502,2,116.0598313161008
sano,2,4,A_steiner,1757.0,1,22.141710207047502,2,116.0598313161008
sano,2,5,A_steiner,1757.0,1,22.141710207047502,2,116.0598313161008
sano,2,6,B_incremental,1757.0,1,22.141710207047502,2,116.0598313161008
sano,2,7,B_incremental,1757.0,1,22.141710207047502,2,116.0598313161008
sano,2,8,B_incremental,1757.0,1,22.141710207047502,2,116.0598313161008
sano,2,9,B_incremental,1757.0,1,22.141710207047502,2,116.0598313161008
sano,2,10,B_incremental,1757.0,1,22.141710207047502,2,116.0598313161008
sano,2,11,B_incremental,1757.0,1,22.141710207047502,2,116.0598313161008
sano,3,0,A_steiner,5500.0,3,116.4102080901083,4,114.0143418094575
sano,3,1,A_steiner,5500.0,3,116.4102080901083,4,114.0143418094575
sano,3,2,A_steiner,5500.0,3,116.4102080901083,4,114.0143418094575
sano,3,3,A_steiner,5500.0,3,116.4102080901083,4,114.0143418094575
sano,3,4,A_steiner,5500.0,3,116.4102080901083,4,114.0143418094575
sano,3,5,A_steiner,5500.0,3,116.4102080901083,4,114.0143418094575
sano,3,6,B_incremental,5500.0,3,116.4102080901083,4,114.0143418094575
sano,3,7,B_incremental,5500.0,3,116.4102080901083,4,114.0143418094575
sano,3,8,B_incremental,5500.0,3,116.4102080901083,4,114.0143418094575
sano,3,9,B_incremental,5500.0,3,116.4102080901083,4,114.0143418094575
sano,3,10,B_incremental,5500.0,3,116.4102080901083,4,114.0143418094575
sano,3,11,B_incremental,5500.0,3,116.4102080901083,4,114.0143418094575
sano,4,0,A_steiner,6035.0,3,180.3731652701478,4,340.511649912862
sano,4,1,A_steiner,6035.0,3,180.3731652701478,4,340.511649912862
sano,4,2,A_steiner,6035.0,3,180.3731652701478,4,340.511649912862
sano,4,3,A_steiner,6035.0,3,180.3731652701478,4,340.511649912862
sano,4,4,A_steiner,6035.0,3,180.3731652701478,4,340.511649912862
sano,4,5,A_steiner,6035.0,3,180.3731652701478,4,340.511649912862
sano,4,6,B_incremental,6035.0,3,180.3731652701478,4,340.511649912862
sano,4,7,B_incremental,6035.0,3,180.3731652701478,4,340.511649912862
sano,4,8,B_incremental,6035.0,3,180.3731652701478,4,340.511649912862
sano,4,9,B_incremental,6035.0,3,180.3731652701478,4,340.511649912862
sano,4,10,B_incremental,6035.0,3,180.3731652701478,4,340.511649912862
sano,4,11,B_incremental,6035.0,3,180.3731652701478,4,340.511649912862
