city,clusters,clusters_feasible,lv_demand_kw,s1_npc,s2_npc,delta_npc,ltp_pct,p_ltp_pos,mean_tld,upsize_km,max_vdrop,s1_plkw,s2_plkw,vof,vof_pct,p_vof_pos
sano,385,360,38444.729731023195,4844345601.966345,4843643667.22512,701934.7412247825,0.014489774241950524,0.1638888888888889,0.002813852813852814,0.0,2.5015153971585296,15.820372815910314,15.788560855906816,701934.7412247184,0.0144897742419492,0.008333333333333333
kudamatsu,96,88,9496.736061799415,4650702307.774376,5118655677.027466,-467953369.2530898,-10.061993614831733,0.29545454545454547,0.05368971306471306,0.12502364037154481,4.931716168408952,21.66299308454579,21.95753587522048,18302324.333362028,0.3935389350285189,0.1590909090909091
yasu,108,106,10693.922057034486,3000350619.5275173,2994320450.818561,6030168.708955938,0.20098213421155237,0.2358490566037736,0.01077872744539411,0.0,1.7636899122356904,12.404965411972274,12.44485089526945,6030168.708955965,0.20098213421155328,0.08490566037735849
