city,cluster,rep,family,src,edges,length_m,terminals,raw_kw
sano,0,0,A_steiner,1799.0,2,82.40410065436413,3,160.63683297476592
sano,0,1,A_steiner,1799.0,2,82.40410065436413,3,160.63683297476592
sano,0,2,A_steiner,1799.0,2,82.40410065436413,3,160.63683297476592
sano,0,3,A_steiner,1799.0,2,82.40410065436413,3,160.63683297476592
sano,0,4,A_steiner,1799.0,2,82.40410065436413,3,160.63683297476592
sano,0,5,A_steiner,1799.0,2,82.40410065436413,3,160.63683297476592
sano,0,6,B_incremental,1799.0,2,82.40410065436413,3,160.63683297476592
sano,0,7,B_incremental,1799.0,2,82.40410065436413,3,160.63683297476592
sano,0,8,B_incremental,1799.0,2,82.40410065436413,3,160.63683297476592
sano,0,9,B_incremental,1799.0,2,82.40410065436413,3,160.63683297476592
sano,0,10,B_incremental,1799.0,2,82.40410065436413,3,160.63683297476592
sano,0,11,B_incremental,1799.0,2,82.40410065436413,3,160.63683297476592
sano,5,0,A_steiner,5193.0,4,241.76197500859251,2,187.01384242305699
sano,5,1,A_steiner,5193.0,4,241.76197500859251,2,187.01384242305699
sano,5,2,A_steiner,5193.0,4,241.76197500859251,2,187.01384242305699
sano,5,3,A_steiner,5193.0,4,241.76197500859251,2,187.01384242305699
sano,5,4,A_steiner,5193.0,4,241.76197500859251,2,187.01384242305699
sano,5,5,A_steiner,5193.0,4,241.76197500859251,2,187.01384242305699
sano,5,6,B_incremental,5193.0,4,241.76197500859254,2,187.01384242305699
sano,5,7,B_incremental,5193.0,4,241.76197500859254,2,187.01384242305699
sano,5,8,B_incremental,5193.0,4,241.76197500859254,2,187.01384242305699
sano,5,9,B_incremental,5193.0,4,241.76197500859254,2,187.01384242305699
sano,5,10,B_incremental,5193.0,4,241.76197500859254,2,187.01384242305699
sano,5,11,B_incremental,5193.0,4,241.76197500859254,2,187.01384242305699
sano,8,0,A_steiner,5216.0,1,136.02541420515428,2,125.10560396426737
sano,8,1,A_steiner,5216.0,1,136.02541420515428,2,125.10560396426737
sano,8,2,A_steiner,5216.0,1,136.02541420515428,2,125.10560396426737
sano,8,3,A_steiner,5216.0,1,136.02541420515428,2,125.10560396426737
sano,8,4,A_steiner,5216.0,1,136.02541420515428,2,125.10560396426737
sano,8,5,A_steiner,5216.0,1,136.02541420515428,2,125.10560396426737
sano,8,6,B_incremental,5216.0,1,136.02541420515428,2,125.10560396426737
sano,8,7,B_incremental,5216.0,1,136.02541420515428,2,125.10560396426737
sano,8,8,B_incremental,5216.0,1,136.02541420515428,2,125.10560396426737
sano,8,9,B_incremental,5216.0,1,136.02541420515428,2,125.10560396426737
sano,8,10,B_incremental,5216.0,1,136.02541420515428,2,125.10560396426737
