city,clusters,clusters_feasible,lv_demand_kw,s1_npc,s2_npc,delta_npc,ltp_pct,p_ltp_pos,mean_tld,upsize_km,max_vdrop,s1_plkw,s2_plkw,vof,vof_pct,p_vof_pos
sano,436,405,43734.577250789596,4828320306.880304,4935866734.949112,-107546428.06880689,-2.2274087308489947,0.16296296296296298,0.009854193971166447,0.0,2.586584782290421,17.00543987777481,17.120205319111164,3577176.0305667766,0.07408738035604927,0.009876543209876543
kudamatsu,102,94,10097.069327088966,4545041340.217391,4532553740.059128,12487600.158263022,0.27475217987050776,0.32978723404255317,0.034985888294711824,0.008762912745762684,5.420759062423,14.50700881539461,15.016285659605623,25511361.022556413,0.5613009676461204,0.11702127659574468
yasu,133,121,13187.491404739954,2571204308.586053,2547086187.253675,24118121.332377758,0.938008747567816,0.2644628099173554,0.013199665831244779,0.0,1.409623350614568,5.970345509199108,6.116457841453758,24343760.05429864,0.9467843521033017,0.05785123966942149
