city,cluster,site,unit,site_load_kw,unit_load_kw,transformer_kva,transformer_loading_pct,transformer_drop_pct,transformer_no_load_loss_w,transformer_load_loss_w,lv_area_mm2,lv_stub_m,lv_drop_pct,lv_loading_pct,feasible,issues
sano,5,1503,3,130.4779860833122,32.61949652082805,50,72.48777004628455,1.4169865624737064,72.0,530.0,150,25.0,0.7482518169291823,66.05548172469634,True,
sano,6,4812,0,108.54499833144897,27.13624958286224,50,60.30277685080498,1.1787950494667052,72.0,530.0,100,25.0,0.8792944937154955,71.88668810834632,True,
sano,6,4812,1,108.54499833144897,27.13624958286224,50,60.30277685080498,1.1787950494667052,72.0,530.0,100,25.0,0.8792944937154955,71.88668810834632,True,
sano,6,4812,2,108.54499833144897,27.13624958286224,50,60.30277685080498,1.1787950494667052,72.0,530.0,100,25.0,0.8792944937154955,71.88668810834632,True,
sano,6,4812,3,108.54499833144897,27.13624958286224,50,60.30277685080498,1.1787950494667052,72.0,530.0,100,25.0,0.8792944937154955,71.88668810834632,True,
sano,6,4817,0,9.462501426724302,9.462501426724302,20,52.56945237069057,0.8965932588620124,41.0,231.0,60,25.0,0.47924397407881325,34.39809516101793,True,
sano,6,4818,0,8.818356884814522,8.818356884814522,20,48.9908715823029,0.835559117046406,41.0,231.0,60,25.0,0.4464668048492269,32.045948041949714,True,
sano,6,4820,0,13.63763049833936,13.63763049833936,20,75.76461387966312,1.2921961139291367,41.0,231.0,60,25.0,0.6922456500762477,49.68183436277994,True,
sano,6,4821,0,44.29871863069983,22.149359315349916,50,49.22079847855537,0.9621652037827323,72.0,530.0,100,25.0,0.7165203518139779,58.579714535541946,True,
sano,6,4821,1,44.29871863069983,22.149359315349916,50,49.22079847855537,0.9621652037827323,72.0,530.0,100,25.0,0.7165203518139779,58.579714535541946,True,
sano,6,4823,0,8.951912237985947,8.951912237985947,20,49.732845766588596,0.8482137866668773,41.0,231.0,60,25.0,0.453260884367537,32.53350861672738,True,
sano,6,4824,0,58.383175665795335,29.191587832897667,50,64.87019518421704,1.2680786679241152,72.0,530.0,150,25.0,0.669084311674353,59.06674830655009,True,
sano,6,4824,1,58.383175665795335,29.191587832897667,50,64.87019518421704,1.2680786679241152,72.0,530.0,150,25.0,0.669084311674353,59.06674830655009,True,
sano,6,6227,0,116.61668723698732,29.15417180924683,50,64.78704846499295,1.2664533208651687,72.0,530.0,150,25.0,0.6682208923071931,58.9905273417202,True,
sano,6,6227,1,116.61668723698732,29.15417180924683,50,64.78704846499295,1.2664533208651687,72.0,530.0,150,25.0,0.6682208923071931,58.9905273417202,True,
sano,6,6227,2,116.61668723698732,29.15417180924683,50,64.78704846499295,1.2664533208651687,72.0,530.0,150,25.0,0.6682208923071931,58.9905273417202,True,
sano,6,6227,3,116.61668723698732,29.15417180924683,50,64.78704846499295,1.2664533208651687,72.0,530.0,150,25.0,0.6682208923071931,58.9905273417202,True,
sano,6,86,0,5.518538686146353,5.518538686146353,10,61.31709651273725,0.9924272465985221,27.0,122.0,60,25.0,0.27890965713338356,20.020702854490573,True,
sano,7,5030,0,57.73782144480862,28.86891072240431,50,64.15313493867625,1.2540616174373003,72.0,530.0,100,25.0,0.9359764729948746,76.52043936486665,True,
sano,7,5030,1,57.73782144480862,28.86891072240431,50,64.15313493867625,1.2540616174373003,72.0,530.0,100,25.0,0.9359764729948746,76.52043936486665,True,
sano,7,5032,0,107.50655891634302,26.876639729085756,50,59.725866064635014,1.1675176321695941,72.0,530.0,100,25.0,0.8708073303990832,71.19285966468377,True,
sano,7,5032,1,107.50655891634302,26.876639729085756,50,59.725866064635014,1.1675176321695941,72.0,530.0,100,25.0,0.8708073303990832,71.19285966468377,True,
sano,7,5032,2,107.50655891634302,26.876639729085756,50,59.725866064635014,1.1675176321695941,72.0,530.0,100,25.0,0.8708073303990832,71.19285966468377,True,
sano,7,5032,3,107.50655891634302,26.876639729085756,50,59.725866064635014,1.1675176321695941,72.0,530.0,100,25.0,0.8708073303990832,71.19285966468377,True,
sano,7,5039,0,72.64845575521285,24.216151918404282,50,53.81367092978729,1.0519463978020245,72.0,530.0,100,25.0,0.7839155711856652,64.08938538671846,True,
sano,7,5039,1,72.64845575521285,24.216151918404282,50,53.81367092978729,1.0519463978020245,72.0,530.0,100,25.0,0.7839155711856652,64.08938538671846,True,
sano,7,5039,2,72.64845575521285,24.216151918404282,50,53.81367092978729,1.0519463978020245,72.0,530.0,100,25.0,0.7839155711856652,64.08938538671846,True,
sano,7,5044,0,29.66483810483016,29.66483810483016,50,65.92186245517813,1.2886365963883752,72.0,530.0,150,25.0,0.6800064349755801,60.03093151296584,True,
sano,7,6150,0,77.37014049077904,25.79004683025968,50,57.31121517835484,1.1203161820940915,72.0,530.0,100,25.0,0.8353004436981424,68.29015152004611,True,
sano,7,6150,1,77.37014049077904,25.79004683025968,50,57.31121517835484,1.1203161820940915,72.0,530.0,100,25.0,0.8353004436981424,68.29015152004611,True,
sano,7,6150,2,77.37014049077904,25.79004683025968,50,57.31121517835484,1.1203161820940915,72.0,530.0,100,25.0,0.8353004436981424,68.29015152004611,True,
sano,8,3738,0,36.27239779797833,18.136198898989164,30,67.1711070332932,1.3720257759310706,52.0,357.0,60,25.0,0.9228271273242209,66.22381169677215,True,
sano,8,3738,1,36.27239779797833,18.136198898989164,30,67.1711070332932,1.3720257759310706,52.0,357.0,60,25.0,0.9228271273242209,66.22381169677215,True,
sano,8,3739,0,24.011319622763228,24.011319622763228,50,53.35848805058495,1.0430485102978844,72.0,530.0,100,25.0,0.7772321305488985,63.543005191088824,True,
sano,8,3740,0,84.12100481020468,28.040334936734894,50,62.31185541496643,1.218068396219585,72.0,530.0,100,25.0,0.9088623699899959,74.30386594574415,True,
sano,8,3740,1,84.12100481020468,28.040334936734894,50,62.31185541496643,1.218068396219585,72.0,530.0,100,25.0,0.9088623699899959,74.30386594574415,True,
sano,8,3740,2,84.12100481020468,28.040334936734894,50,62.31185541496643,1.218068396219585,72.0,530.0,100,25.0,0.9088623699899959,74.30386594574415,True,
sano,8,5010,0,86.51399108177586,28.83799702725862,50,64.08443783835249,1.2527187306582266,72.0,530.0,100,25.0,0.9349645903199779,76.43771826379066,True,
sano,8,5010,1,86.51399108177586,28.83799702725862,50,64.08443783835249,1.2527187306582266,72.0,530.0,100,25.0,0.9349645903199779,76.43771826379066,True,
sano,8,5010,2,86.51399108177586,28.83799702725862,50,64.08443783835249,1.2527187306582266,72.0,530.0,100,25.0,0.9349645903199779,76.43771826379066,True,
sano,8,5016,0,22.97349508715068,22.97349508715068,50,51.05221130477929,0.9979655513923262,72.0,530.0,100,25.0,0.7433831436425803,60.77579804760362,True,
sano,8,5017,0,37.35400718672521,18.677003593362606,30,69.17408738282447,1.4129383168972067,52.0,357.0,60,25.0,0.9506230418178131,68.21767512814701,True,
sano,8,5017,1,37.35400718672521,18.677003593362606,30,69.17408738282447,1.4129383168972067,52.0,357.0,60,25.0,0.9506230418178131,68.21767512814701,True,
sano,8,5020,0,58.070484326987895,29.035242163493947,50,64.52276036331988,1.2612870329733863,72.0,530.0,150,25.0,0.6654765495742611,58.74826213009662,True,
sano,8,5020,1,58.070484326987895,29.035242163493947,50,64.52276036331988,1.2612870329733863,72.0,530.0,150,25.0,0.6654765495742611,58.74826213009662,True,
sano,8,91,0,30.63854257110417,30.63854257110417,50,68.08565015800927,1.3309341880648726,72.0,530.0,150,25.0,0.7024861556459427,62.0153941301866,True,
sano,9,258,0,64.88975521060296,32.44487760530148,50,72.09972801178107,1.4094011401574276,72.0,530.0,150,25.0,0.7442159096700336,65.69920157762766,True,
sano,9,258,1,64.88975521060296,32.44487760530148,50,72.09972801178107,1.4094011401574276,72.0,530.0,150,25.0,0.7442159096700336,65.69920157762766,True,
sano,9,259,0,42.40102165239389,21.200510826196943,30,78.52041046739608,1.6038447459941094,52.0,357.0,100,25.0,0.6856107731362099,56.05278915450881,True,
sano,9,259,1,42.40102165239389,21.200510826196943,30,78.52041046739608,1.6038447459941094,52.0,357.0,100,25.0,0.6856107731362099,56.05278915450881,True,
sano,10,1692,0,104.82439307651168,34.94146435883723,50,77.64769857519384,1.5178525345421072,72.0,530.0,150,25.0,0.8019502385464724,70.79583974388551,True,
sano,10,1692,1,104.82439307651168,34.94146435883723,50,77.64769857519384,1.5178525345421072,72.0,530.0,150,25.0,0.8019502385464724,70.79583974388551,True,
sano,10,1692,2,104.82439307651168,34.94146435883723,50,77.64769857519384,1.5178525345421072,72.0,530.0,150,25.0,0.8019502385464724,70.79583974388551,True,
sano,10,5555,0,79.98381114699022,26.661270382330073,50,59.24726751628905,1.1581620165755064,72.0,530.0,100,25.0,0.8637675969587749,70.6173585199396,True,
sano,10,5555,1,79.98381114699022,26.661270382330073,50,59.24726751628905,1.1581620165755064,72.0,530.0,100,25.0,0.8637675969587749,70.6173585199396,True,
sano,10,5555,2,79.98381114699022,26.661270382330073,50,59.24726751628905,1.1581620165755064,72.0,530.0,100,25.0,0.8637675969587749,70.6173585199396,True,
sano,10,6230,0,15.961181508134462,15.961181508134462,30,59.11548706716467,1.2074830324393613,52.0,357.0,60,25.0,0.8112023632415073,58.21623361678713,True,
sano,10,6235,0,35.50862973723848,17.75431486861924,30,65.75672173562681,1.3431357788593477,52.0,357.0,60,25.0,0.903209189381904,64.81654406568573,True,
sano,10,6235,1,35.50862973723848,17.75431486861924,30,65.75672173562681,1.3431357788593477,52.0,357.0,60,25.0,0.903209189381904,64.81654406568573,True,
sano,10,6237,0,56.56115778654327,28.280578893271635,50,62.845730873936965,1.2285045615328882,72.0,530.0,100,25.0,0.9167225004707715,74.9464311075711,True,
sano,10,6237,1,56.56115778654327,28.280578893271635,50,62.845730873936965,1.2285045615328882,72.0,530.0,100,25.0,0.9167225004707715,74.9464311075711,True,
sano,10,6238,0,36.24356653170006,18.12178326585003,30,67.11771579944455,1.3709352155356196,52.0,357.0,60,25.0,0.9220864268472778,66.17067893115103,True,
sano,10,6238,1,36.24356653170006,18.12178326585003,30,67.11771579944455,1.3709352155356196,52.0,357.0,60,25.0,0.9220864268472778,66.17067893115103,True,
sano,11,4353,0,65.84248029706876,32.92124014853438,50,73.15831144118751,1.4300942652703739,72.0,530.0,150,25.0,0.7552266963059835,66.67120701107542,True,
sano,11,4353,1,65.84248029706876,32.92124014853438,50,73.15831144118751,1.4300942652703739,72.0,530.0,150,25.0,0.7552266963059835,66.67120701107542,True,
sano,11,5712,0,66.62685009072281,33.313425045361406,50,74.02983343413645,1.4471307246913276,72.0,530.0,150,25.0,0.7642936296770266,67.47161328457665,True,
sano,11,5712,1,66.62685009072281,33.313425045361406,50,74.02983343413645,1.4471307246913276,72.0,530.0,150,25.0,0.7642936296770266,67.47161328457665,True,
sano,11,5713,0,74.20532736946946,24.735109123156487,50,54.966909162569976,1.0744898293097196,72.0,530.0,100,25.0,0.8008526337661692,65.47401074752915,True,
sano,11,5713,1,74.20532736946946,24.735109123156487,50,54.966909162569976,1.0744898293097196,72.0,530.0,100,25.0,0.8008526337661692,65.47401074752915,True,
sano,11,5713,2,74.20532736946946,24.735109123156487,50,54.966909162569976,1.0744898293097196,72.0,530.0,100,25.0,0.8008526337661692,65.47401074752915,True,
sano,12,1425,0,31.807084034209417,31.807084034209417,50,70.68240896490981,1.3816954728031652,72.0,530.0,150,25.0,0.7294776230034472,64.3981404191371,True,
sano,12,1427,0,58.08741025368624,29.04370512684312,50,64.54156694854026,1.2616546629684364,72.0,530.0,150,25.0,0.6656718303208701,58.765501134100376,True,
sano,12,1427,1,58.08741025368624,29.04370512684312,50,64.54156694854026,1.2616546629684364,72.0,530.0,150,25.0,0.6656718303208701,58.765501134100376,True,
sano,12,1450,0,79.84833967028902,26.616113223429675,50,59.14691827428816,1.1562003956375349,72.0,530.0,100,25.0,0.8622916829267118,70.49670186577973,True,
sano,12,1450,1,79.84833967028902,26.616113223429675,50,59.14691827428816,1.1562003956375349,72.0,530.0,100,25.0,0.8622916829267118,70.49670186577973,True,
sano,12,1450,2,79.84833967028902,26.616113223429675,50,59.14691827428816,1.1562003956375349,72.0,530.0,100,25.0,0.8622916829267118,70.49670186577973,True,
sano,12,5207,0,98.1585950728474,32.71953169094913,50,72.7100704243314,1.4213320768732265,72.0,530.0,150,25.0,0.7505640450818603,66.25959960003748,True,
sano,12,5207,1,98.1585950728474,32.71953169094913,50,72.7100704243314,1.4213320768732265,72.0,530.0,150,25.0,0.7505640450818603,66.25959960003748,True,
sano,12,5207,2,98.1585950728474,32.71953169094913,50,72.7100704243314,1.4213320768732265,72.0,530.0,150,25.0,0.7505640450818603,66.25959960003748,True,
sano,12,5231,0,19.62803267951052,19.62803267951052,30,72.69641733152045,1.4848848381678703,52.0,357.0,60,25.0,0.9995432508827391,71.72671539372914,True,
sano,13,1905,0,23.28234146745857,23.28234146745857,50,51.738536594352375,1.0113817968112426,72.0,530.0,100,25.0,0.7534538223438046,61.599092909385845,True,
sano,13,5049,0,14.769473083064202,14.769473083064202,30,54.70175215949704,1.11732882285569,52.0,357.0,60,25.0,0.7501541397946421,53.836515830050416,True,
sano,13,5051,0,61.73836354306632,30.86918177153316,50,68.59818171451813,1.3409531240585317,72.0,530.0,150,25.0,0.7078123834448239,62.48558192600899,True,
sano,13,5051,1,61.73836354306632,30.86918177153316,50,68.59818171451813,1.3409531240585317,72.0,530.0,150,25.0,0.7078123834448239,62.48558192600899,True,
sano,13,5053,0,55.65849767260031,27.829248836300156,50,61.84277519177813,1.2088988442723312,72.0,530.0,100,25.0,0.9019572505375587,73.73937233509616,True,
sano,13,5053,1,55.65849767260031,27.829248836300156,50,61.84277519177813,1.2088988442723312,72.0,530.0,100,25.0,0.9019572505375587,73.73937233509616,True,
sano,13,5055,0,17.77089238754112,17.77089238754112,30,65.818119953856,1.3443898885759695,52.0,357.0,60,25.0,0.9040606309990619,64.87762163426156,True,
sano,14,4826,0,232.87447136593315,33.267781623704735,50,73.92840360823274,1.4451479805643137,72.0,530.0,150,25.0,0.7632383120329949,67.3784524984116,True,
sano,14,4826,1,232.87447136593315,33.267781623704735,50,73.92840360823274,1.4451479805643137,72.0,530.0,150,25.0,0.7632383120329949,67.3784524984116,True,
sano,14,4826,2,232.87447136593315,33.267781623704735,50,73.92840360823274,1.4451479805643137,72.0,530.0,150,25.0,0.7632383120329949,67.3784524984116,True,
sano,14,4826,3,232.87447136593315,33.267781623704735,50,73.92840360823274,1.4451479805643137,72.0,530.0,150,25.0,0.7632383120329949,67.3784524984116,True,
sano,14,4826,4,232.87447136593315,33.267781623704735,50,73.92840360823274,1.4451479805643137,72.0,530.0,150,25.0,0.7632383120329949,67.3784524984116,True,
sano,14,4826,5,232.87447136593315,33.267781623704735,50,73.92840360823274,1.4451479805643137,72.0,530.0,150,25.0,0.7632383120329949,67.3784524984116,True,
sano,14,4826,6,232.87447136593315,33.267781623704735,50,73.92840360823274,1.4451479805643137,72.0,530.0,150,25.0,0.7632383120329949,67.3784524984116,True,
sano,14,6186,0,131.67341978244067,32.91835494561017,50,73.15189987913371,1.4299689324415545,72.0,530.0,150,25.0,0.7551599994262878,66.66531917505347,True,
sano,14,6186,1,131.67341978244067,32.91835494561017,50,73.15189987913371,1.4299689324415545,72.0,530.0,150,25.0,0.7551599994262878,66.66531917505347,True,
sano,14,6186,2,131.67341978244067,32.91835494561017,50,73.15189987913371,1.4299689324415545,72.0,530.0,150,25.0,0.7551599994262878,66.66531917505347,True,
sano,14,6186,3,131.67341978244067,32.91835494561017,50,73.15189987913371,1.4299689324415545,72.0,530.0,150,25.0,0.7551599994262878,66.66531917505347,True,
sano,15,1720,0,38.44723425949665,19.223617129748327,30,71.19858196203084,1.454290303913397,52.0,357.0,60,25.0,0.9787342068200712,70.23410347774096,True,
sano,15,1720,1,38.44723425949665,19.223617129748327,30,71.19858196203084,1.454290303913397,52.0,357.0,60,25.0,0.9787342068200712,70.23410347774096,True,
sano,15,1725,0,69.73945014596109,34.86972507298054,50,77.48827793995676,1.514736189567393,72.0,530.0,150,25.0,0.8002902972596021,70.6493046627123,True,
sano,15,1725,1,69.73945014596109,34.86972507298054,50,77.48827793995676,1.514736189567393,72.0,530.0,150,25.0,0.8002902972596021,70.6493046627123,True,
