city,cluster,site,unit,site_load_kw,unit_load_kw,transformer_kva,transformer_loading_pct,transformer_drop_pct,transformer_no_load_loss_w,transformer_load_loss_w,lv_area_mm2,lv_stub_m,lv_drop_pct,lv_loading_pct,feasible,issues
sano,0,212,0,125.14058508220424,31.28514627055106,50,69.52254726789124,1.3590225662155593,72.0,530.0,150,25.0,0.7174198499928068,63.333707743525714,True,
sano,0,212,1,125.14058508220424,31.28514627055106,50,69.52254726789124,1.3590225662155593,72.0,530.0,150,25.0,0.7174198499928068,63.333707743525714,True,
sano,0,212,2,125.14058508220424,31.28514627055106,50,69.52254726789124,1.3590225662155593,72.0,530.0,150,25.0,0.7174198499928068,63.333707743525714,True,
sano,0,212,3,125.14058508220424,31.28514627055106,50,69.52254726789124,1.3590225662155593,72.0,530.0,150,25.0,0.7174198499928068,63.333707743525714,True,
sano,0,4407,0,51.705671646216025,25.852835823108013,50,57.45074627357336,1.1230437275385936,72.0,530.0,100,25.0,0.8373515138700192,68.45782803410185,True,
sano,0,4407,1,51.705671646216025,25.852835823108013,50,57.45074627357336,1.1230437275385936,72.0,530.0,100,25.0,0.8373515138700192,68.45782803410185,True,
sano,0,5708,0,48.86833541524832,24.43416770762416,50,54.29815046138701,1.0614169745025082,72.0,530.0,100,25.0,0.7910301775331028,64.67101343485976,True,
sano,0,5708,1,48.86833541524832,24.43416770762416,50,54.29815046138701,1.0614169745025082,72.0,530.0,100,25.0,0.7910301775331028,64.67101343485976,True,
sano,0,5709,0,59.70938261270779,29.854691306353896,50,66.34375845856421,1.2968837940491353,72.0,530.0,150,25.0,0.6843887311512866,60.417791662667874,True,
sano,0,5709,1,59.70938261270779,29.854691306353896,50,66.34375845856421,1.2968837940491353,72.0,530.0,150,25.0,0.6843887311512866,60.417791662667874,True,
sano,0,5710,0,12.119725519984842,12.119725519984842,20,67.33180844436023,1.148371208672887,41.0,231.0,60,25.0,0.6146961751047034,44.117670790180284,True,
sano,0,5711,0,67.65454159161955,33.827270795809774,50,75.17171287957727,1.469452115308275,72.0,530.0,150,25.0,0.7761757793908314,68.52053911791721,True,
sano,0,5711,1,67.65454159161955,33.827270795809774,50,75.17171287957727,1.469452115308275,72.0,530.0,150,25.0,0.7761757793908314,68.52053911791721,True,
sano,1,1480,0,93.97872668625212,31.326242228750704,50,69.613871619446,1.3608077691387157,72.0,530.0,150,25.0,0.7183691388601552,63.41750882821475,True,
sano,1,1480,1,93.97872668625212,31.326242228750704,50,69.613871619446,1.3608077691387157,72.0,530.0,150,25.0,0.7183691388601552,63.41750882821475,True,
sano,1,1480,2,93.97872668625212,31.326242228750704,50,69.613871619446,1.3608077691387157,72.0,530.0,150,25.0,0.7183691388601552,63.41750882821475,True,
sano,1,1486,0,121.42604145711908,30.35651036427977,50,67.45891192062172,1.3186827467527786,72.0,530.0,150,25.0,0.6959738765558703,61.44050408487307,True,
sano,1,1486,1,121.42604145711908,30.35651036427977,50,67.45891192062172,1.3186827467527786,72.0,530.0,150,25.0,0.6959738765558703,61.44050408487307,True,
sano,1,1486,2,121.42604145711908,30.35651036427977,50,67.45891192062172,1.3186827467527786,72.0,530.0,150,25.0,0.6959738765558703,61.44050408487307,True,
sano,1,1486,3,121.42604145711908,30.35651036427977,50,67.45891192062172,1.3186827467527786,72.0,530.0,150,25.0,0.6959738765558703,61.44050408487307,True,
sano,1,1488,0,46.66701686302651,23.333508431513255,50,51.852240958918344,1.013604482880654,72.0,530.0,100,25.0,0.7551224443391139,61.735505450211676,True,
sano,1,1488,1,46.66701686302651,23.333508431513255,50,51.852240958918344,1.013604482880654,72.0,530.0,100,25.0,0.7551224443391139,61.735505450211676,True,
sano,1,4638,0,46.79096634442956,23.39548317221478,50,51.989962604921736,1.0162966573208938,72.0,530.0,100,25.0,0.7571435983457436,61.90073801233223,True,
sano,1,4638,1,46.79096634442956,23.39548317221478,50,51.989962604921736,1.0162966573208938,72.0,530.0,100,25.0,0.7571435983457436,61.90073801233223,True,
sano,2,4870,0,35.67666822236704,17.83833411118352,30,66.06790411549451,1.3494919380035233,52.0,357.0,60,25.0,0.9075246789648516,65.12611222727939,True,
sano,2,4870,1,35.67666822236704,17.83833411118352,30,66.06790411549451,1.3494919380035233,52.0,357.0,60,25.0,0.9075246789648516,65.12611222727939,True,
sano,2,4871,0,7.286067059085461,7.286067059085461,20,40.47815032825257,0.6903712151992815,41.0,231.0,60,25.0,0.36858727347995074,26.456906785385822,True,
sano,2,4873,0,38.654544259024085,19.327272129512043,30,71.58248936856312,1.4621319322651831,52.0,357.0,60,25.0,0.9840668569043487,70.61661169041489,True,
sano,2,4873,1,38.654544259024085,19.327272129512043,30,71.58248936856312,1.4621319322651831,52.0,357.0,60,25.0,0.9840668569043487,70.61661169041489,True,
sano,2,4874,0,16.742801979605506,16.742801979605506,30,62.01037770224262,1.2666135834344454,52.0,357.0,60,25.0,0.8512857398050399,61.09176671879751,True,
sano,2,4876,0,17.972006392251775,17.972006392251775,30,66.56298663796953,1.3596044106431662,52.0,357.0,60,25.0,0.9143913180566544,65.61868265792883,True,
sano,2,4878,0,46.4166855894385,23.20834279471925,50,51.57409509937611,1.0081673043727846,72.0,530.0,100,25.0,0.7510407289391824,61.401818577271136,True,
sano,2,4878,1,46.4166855894385,23.20834279471925,50,51.57409509937611,1.0081673043727846,72.0,530.0,100,25.0,0.7510407289391824,61.401818577271136,True,
sano,2,4879,0,33.09991780023997,33.09991780023997,50,73.55537288942216,1.4378559985429742,72.0,530.0,150,25.0,0.759357342116849,67.0358501842853,True,
sano,2,4880,0,19.984030689787136,19.984030689787136,30,74.0149284806931,1.51181652594876,52.0,357.0,100,25.0,0.6460113557841667,52.815435720682395,True,
sano,2,4881,0,1.2987161055053544,1.2987161055053544,10,14.430178950059494,0.23355480898148287,27.0,122.0,60,25.0,0.0654914610978792,4.701550034178217,True,
sano,2,4882,0,31.78038179375445,31.78038179375445,50,70.62307065278766,1.3805355310521183,72.0,530.0,150,25.0,0.7288606776926562,64.3436779159169,True,
sano,2,4883,0,15.820264191820367,15.820264191820367,30,58.593571080816176,1.1968224639633094,52.0,357.0,60,25.0,0.8039794066162574,57.69805680356739,True,
sano,2,4884,0,59.63093918234931,29.815469591174654,50,66.25659909149923,1.295180007991902,72.0,530.0,150,25.0,0.6834833618993181,60.33786752465082,True,
sano,2,4884,1,59.63093918234931,29.815469591174654,50,66.25659909149923,1.295180007991902,72.0,530.0,150,25.0,0.6834833618993181,60.33786752465082,True,
sano,3,4988,0,127.40696340951897,31.85174085237974,50,70.78164633862164,1.3836353590067973,72.0,530.0,150,25.0,0.7305094194576814,64.48922501559842,True,
sano,3,4988,1,127.40696340951897,31.85174085237974,50,70.78164633862164,1.3836353590067973,72.0,530.0,150,25.0,0.7305094194576814,64.48922501559842,True,
sano,3,4988,2,127.40696340951897,31.85174085237974,50,70.78164633862164,1.3836353590067973,72.0,530.0,150,25.0,0.7305094194576814,64.48922501559842,True,
sano,3,4988,3,127.40696340951897,31.85174085237974,50,70.78164633862164,1.3836353590067973,72.0,530.0,150,25.0,0.7305094194576814,64.48922501559842,True,
sano,3,4990,0,120.3314267552182,30.08285668880455,50,66.85079264178789,1.3067952677209569,72.0,530.0,150,25.0,0.6896558871353943,60.882765280478864,True,
sano,3,4990,1,120.3314267552182,30.08285668880455,50,66.85079264178789,1.3067952677209569,72.0,530.0,150,25.0,0.6896558871353943,60.882765280478864,True,
sano,3,4990,2,120.3314267552182,30.08285668880455,50,66.85079264178789,1.3067952677209569,72.0,530.0,150,25.0,0.6896558871353943,60.882765280478864,True,
sano,3,4990,3,120.3314267552182,30.08285668880455,50,66.85079264178789,1.3067952677209569,72.0,530.0,150,25.0,0.6896558871353943,60.882765280478864,True,
sano,3,4993,0,82.19740145271412,27.39913381757137,50,60.88696403904749,1.1902147054332273,72.0,530.0,100,25.0,0.8878902070758597,72.58938977776671,True,
sano,3,4993,1,82.19740145271412,27.39913381757137,50,60.88696403904749,1.1902147054332273,72.0,530.0,100,25.0,0.8878902070758597,72.58938977776671,True,
sano,3,4993,2,82.19740145271412,27.39913381757137,50,60.88696403904749,1.1902147054332273,72.0,530.0,100,25.0,0.8878902070758597,72.58938977776671,True,
sano,3,4996,0,43.50803950742675,21.754019753713376,50,48.34226611936306,0.9449917061447312,72.0,530.0,100,25.0,0.7036394456697318,57.52667363408773,True,
sano,3,4996,1,43.50803950742675,21.754019753713376,50,48.34226611936306,0.9449917061447312,72.0,530.0,100,25.0,0.7036394456697318,57.52667363408773,True,
sano,3,5002,0,30.454732468118568,30.454732468118568,50,67.6771832624857,1.3229495017956898,72.0,530.0,150,25.0,0.6982417811276301,61.64070986929814,True,
sano,4,1672,0,41.69708780349222,20.84854390174611,30,77.21682926572632,1.5772180148189983,52.0,357.0,100,25.0,0.6741500956831222,55.11585123424821,True,
sano,4,1672,1,41.69708780349222,20.84854390174611,30,77.21682926572632,1.5772180148189983,52.0,357.0,100,25.0,0.6741500956831222,55.11585123424821,True,
sano,4,1676,0,50.58541963405942,25.29270981702971,50,56.20602181562158,1.0987119288120795,72.0,530.0,100,25.0,0.8190574349843127,66.96227188800077,True,
sano,4,1676,1,50.58541963405942,25.29270981702971,50,56.20602181562158,1.0987119288120795,72.0,530.0,100,25.0,0.8190574349843127,66.96227188800077,True,
sano,4,4548,0,62.94887640229775,31.474438201148875,50,69.94319600255305,1.3672453823424282,72.0,530.0,150,25.0,0.7217925180547505,63.71971699531824,True,
sano,4,4548,1,62.94887640229775,31.474438201148875,50,69.94319600255305,1.3672453823424282,72.0,530.0,150,25.0,0.7217925180547505,63.71971699531824,True,
sano,4,4657,0,52.68977645512904,26.34488822756452,50,58.54419606125449,1.1444184181228754,72.0,530.0,100,25.0,0.8534279189625306,69.77208458073359,True,
sano,4,4657,1,52.68977645512904,26.34488822756452,50,58.54419606125449,1.1444184181228754,72.0,530.0,100,25.0,0.8534279189625306,69.77208458073359,True,
sano,4,5959,0,77.59569242570048,25.865230808566825,50,57.47829068570405,1.1235821640477524,72.0,530.0,100,25.0,0.837756419616193,68.49092937513555,True,
sano,4,5959,1,77.59569242570048,25.865230808566825,50,57.47829068570405,1.1235821640477524,72.0,530.0,100,25.0,0.837756419616193,68.49092937513555,True,
sano,4,5959,2,77.59569242570048,25.865230808566825,50,57.47829068570405,1.1235821640477524,72.0,530.0,100,25.0,0.837756419616193,68.49092937513555,True,
sano,4,6226,0,123.47208798003354,30.868021995008384,50,68.59560443335197,1.340902743521541,72.0,530.0,150,25.0,0.7077855988952597,62.48321744468933,True,
sano,4,6226,1,123.47208798003354,30.868021995008384,50,68.59560443335197,1.340902743521541,72.0,530.0,150,25.0,0.7077855988952597,62.48321744468933,True,
sano,4,6226,2,123.47208798003354,30.868021995008384,50,68.59560443335197,1.340902743521541,72.0,530.0,150,25.0,0.7077855988952597,62.48321744468933,True,
sano,4,6226,3,123.47208798003354,30.868021995008384,50,68.59560443335197,1.340902743521541,72.0,530.0,150,25.0,0.7077855988952597,62.48321744468933,True,
sano,5,1503,0,130.4779860833122,32.61949652082805,50,72.48777004628455,1.4169865624737064,72.0,530.0,150,25.0,0.7482518169291823,66.05548172469634,True,
sano,5,1503,1,130.4779860833122,32.61949652082805,50,72.48777004628455,1.4169865624737064,72.0,530.0,150,25.0,0.7482518169291823,66.05548172469634,True,
sano,5,1503,2,130.4779860833122,32.61949652082805,50,72.48777004628455,1.4169865624737064,72.0,530.0,150,25.0,0.7482518169291823,66.05548172469634,True,
