city,clusters,clusters_feasible,lv_demand_kw,s1_npc,s2_npc,delta_npc,ltp_pct,p_ltp_pos,mean_tld,upsize_km,max_vdrop,s1_plkw,s2_plkw,vof,vof_pct,p_vof_pos
sano,485,472,38761.553202922754,4814699558.326696,4814649707.771141,49850.55555577949,0.0010353824771800418,0.11864406779661017,0.0,0.0,2.2999232005408152,12.715541360108709,12.729744470171036,49850.55555577576,0.0010353824771799647,0.00211864406779661
kudamatsu,119,113,9557.82766037391,4156135221.1512213,4466275505.394106,-310140284.2428846,-7.462227953136178,0.3008849557522124,0.04120893112489751,0.008762912745762684,4.751868329775508,13.448245081884002,15.932152062127626,18311516.640774548,0.44059001130628234,0.08849557522123894
yasu,136,131,10917.227421129446,2649609229.3213615,2652582816.564555,-2973587.243193389,-0.11222738848758491,0.25190839694656486,0.0062499999999999995,0.0,1.5064041302674964,6.640119899441382,6.650363445522553,2847569.959632504,0.1074713179634359,0.030534351145038167
