city,clusters,clusters_feasible,lv_demand_kw,s1_npc,s2_npc,delta_npc,ltp_pct,p_ltp_pos,mean_tld,upsize_km,max_vdrop,s1_plkw,s2_plkw,vof,vof_pct,p_vof_pos
sano,324,307,32458.660312952037,5615144876.167759,5609849438.718679,5295437.449079281,0.09430633698436872,0.2247557003257329,0.009957378012933569,0.0,3.0101436519166613,22.422711805745877,22.396320691270724,5295437.449079216,0.09430633698436759,0.019543973941368076
kudamatsu,85,78,8421.3416982318,4314434627.302145,4409790386.860592,-95355759.55844691,-2.210156551104675,0.358974358974359,0.08728715728715729,0.0,2.314574256777361,14.383650351914497,15.772327707860798,8672466.296903709,0.2010104925920892,0.16666666666666666
yasu,102,100,10316.573286100858,2890663892.987178,2868058102.7836404,22605790.20353794,0.7820276255008459,0.27,0.01666666666666667,0.0,2.1172827997687813,13.028144538295713,13.097614811044588,22605790.20353797,0.7820276255008469,0.09
