city,cluster,rep,family,src,edges,length_m,terminals,raw_kw
sano,1,0,A_steiner,5194.0,1,63.90397707854604,2,171.24919737222652
sano,1,1,A_steiner,5194.0,1,63.90397707854604,2,171.24919737222652
sano,1,2,A_steiner,5194.0,1,63.90397707854604,2,171.24919737222652
sano,1,3,A_steiner,5194.0,1,63.90397707854604,2,171.24919737222652
sano,1,4,A_steiner,5194.0,1,63.90397707854604,2,171.24919737222652
sano,1,5,A_steiner,5194.0,1,63.90397707854604,2,171.24919737222652
sano,1,6,B_incremental,5194.0,1,63.90397707854604,2,171.24919737222652
sano,1,7,B_incremental,5194.0,1,63.90397707854604,2,171.24919737222652
sano,1,8,B_incremental,5194.0,1,63.90397707854604,2,171.24919737222652
sano,1,9,B_incremental,5194.0,1,63.90397707854604,2,171.24919737222652
sano,1,10,B_incremental,5194.0,1,63.90397707854604,2,171.24919737222652
sano,1,11,B_incremental,5194.0,1,63.90397707854604,2,171.24919737222652
sano,3,0,A_steiner,6109.0,2,85.77769902282617,3,96.70284200958504
sano,3,1,A_steiner,6109.0,2,85.77769902282617,3,96.70284200958504
sano,3,2,A_steiner,6109.0,2,85.77769902282617,3,96.70284200958504
sano,3,3,A_steiner,6109.0,2,85.77769902282617,3,96.70284200958504
sano,3,4,A_steiner,6109.0,2,85.77769902282617,3,96.70284200958504
sano,3,5,A_steiner,6109.0,2,85.77769902282617,3,96.70284200958504
sano,3,6,B_incremental,6109.0,2,85.77769902282617,3,96.70284200958504
sano,3,7,B_incremental,6109.0,2,85.77769902282617,3,96.70284200958504
sano,3,8,B_incremental,6109.0,2,85.77769902282617,3,96.70284200958504
sano,3,9,B_incremental,6109.0,2,85.77769902282617,3,96.70284200958504
sano,3,10,B_incremental,6109.0,2,85.77769902282617,3,96.70284200958504
sano,3,11,B_incremental,6109.0,2,85.77769902282617,3,96.70284200958504
sano,5,0,A_steiner,5032.0,1,34.387055822832124,2,165.24438036115163
sano,5,1,A_steiner,5032.0,1,34.387055822832124,2,165.24438036115163
sano,5,2,A_steiner,5032.0,1,34.387055822832124,2,165.24438036115163
sano,5,3,A_steiner,5032.0,1,34.387055822832124,2,165.24438036115163
sano,5,4,A_steiner,5032.0,1,34.387055822832124,2,165.24438036115163
sano,5,5,A_steiner,5032.0,1,34.387055822832124,2,165.24438036115163
sano,5,6,B_incremental,5032.0,1,34.387055822832124,2,165.24438036115163
sano,5,7,B_incremental,5032.0,1,34.387055822832124,2,165.24438036115163
sano,5,8,B_incremental,5032.0,1,34.387055822832124,2,165.24438036115163
sano,5,9,B_incremental,5032.0,1,34.387055822832124,2,165.24438036115163
sano,5,10,B_incremental,5032.0,1,34.387055822832124,2,165.24438036115163
sano,5,11,B_incremental,5032.0,1,34.387055822832124,2,165.24438036115163
sano,6,0,A_steiner,1886.0,1,109.36397722535084,2,132.93612316240618
sano,6,1,A_steiner,1886.0,1,109.36397722535084,2,132.93612316240618
