city,cluster,u,v,freq
yasu,0,541.0,547.0,1.0
yasu,0,547.0,550.0,1.0
yasu,0,533.0,541.0,1.0
yasu,0,1425.0,541.0,1.0
yasu,1,385.0,395.0,1.0
yasu,2,1617.0,1631.0,1.0
yasu,2,1617.0,1763.0,1.0
yasu,3,1434.0,1436.0,1.0
yasu,4,1649.0,1657.0,1.0
yasu,4,1655.0,1657.0,1.0
yasu,5,579.0,587.0,1.0
yasu,5,587.0,611.0,1.0
yasu,5,611.0,626.0,1.0
yasu,6,1424.0,548.0,1.0
yasu,6,1426.0,548.0,1.0
yasu,6,542.0,548.0,1.0
yasu,11,1452.0,576.0,1.0
yasu,11,564.0,576.0,1.0
yasu,12,224.0,225.0,1.0
yasu,12,224.0,229.0,1.0
yasu,13,1730.0,1733.0,1.0
yasu,15,1640.0,1642.0,1.0
yasu,15,1640.0,2046.0,1.0
yasu,15,1629.0,2046.0,1.0
yasu,15,1629.0,1680.0,1.0
yasu,16,1832.0,444.0,1.0
yasu,16,1833.0,444.0,1.0
yasu,17,2286.0,377.0,1.0
yasu,17,352.0,377.0,1.0
yasu,17,340.0,352.0,1.0
yasu,17,340.0,351.0,1.0
yasu,18,343.0,346.0,1.0
yasu,19,2487.0,2488.0,1.0
yasu,19,2488.0,2489.0,1.0
yasu,19,2489.0,2490.0,1.0
yasu,20,1620.0,1652.0,0.25
yasu,20,1651.0,1652.0,0.75
yasu,20,1620.0,1651.0,0.75
yasu,21,1921.0,2630.0,1.0
yasu,22,490.0,493.0,1.0
yasu,22,490.0,499.0,1.0
yasu,23,1654.0,1656.0,1.0
yasu,23,1651.0,1654.0,1.0
yasu,23,1622.0,1656.0,1.0
yasu,25,1722.0,1737.0,1.0
yasu,25,1722.0,1727.0,1.0
yasu,25,1722.0,1731.0,1.0
yasu,27,1423.0,565.0,1.0
yasu,27,1423.0,1844.0,1.0
yasu,28,1287.0,324.0,1.0
yasu,29,481.0,485.0,1.0
yasu,29,1435.0,485.0,1.0
yasu,31,2047.0,2048.0,1.0
yasu,31,2048.0,238.0,1.0
yasu,31,238.0,243.0,1.0
yasu,31,233.0,238.0,1.0
yasu,31,1875.0,243.0,1.0
yasu,31,223.0,233.0,1.0
yasu,31,221.0,223.0,1.0
yasu,31,1754.0,221.0,1.0
yasu,31,1752.0,1754.0,0.2916666666666667
yasu,31,1752.0,1759.0,0.2916666666666667
yasu,31,1754.0,1758.0,0.7083333333333334
yasu,31,1758.0,1759.0,0.7083333333333334
yasu,32,1708.0,241.0,1.0
yasu,33,1830.0,1831.0,1.0
yasu,34,1710.0,1743.0,0.9166666666666666
yasu,34,1710.0,234.0,1.0
yasu,34,1743.0,1746.0,0.9166666666666666
yasu,34,1711.0,1746.0,1.0
yasu,34,1711.0,1742.0,0.875
yasu,34,1741.0,1742.0,0.20833333333333334
yasu,34,1710.0,1741.0,0.20833333333333334
yasu,35,415.0,419.0,1.0
yasu,37,604.0,613.0,1.0
yasu,37,2403.0,613.0,1.0
yasu,37,2013.0,613.0,1.0
yasu,37,1571.0,2403.0,1.0
yasu,37,1966.0,2013.0,1.0
yasu,37,1571.0,621.0,1.0
yasu,37,1576.0,621.0,1.0
yasu,37,1576.0,627.0,1.0
yasu,37,2401.0,627.0,1.0
yasu,37,2400.0,2401.0,1.0
yasu,37,2400.0,635.0,1.0
yasu,39,549.0,558.0,1.0
yasu,40,365.0,375.0,0.75
yasu,40,359.0,365.0,1.0
yasu,40,375.0,388.0,1.0
yasu,40,349.0,359.0,1.0
yasu,40,388.0,392.0,1.0
yasu,40,379.0,392.0,0.25
yasu,40,365.0,379.0,0.25
yasu,41,1843.0,553.0,1.0
yasu,42,340.0,352.0,1.0
yasu,43,1644.0,1646.0,1.0
yasu,43,1636.0,1646.0,1.0
yasu,43,1634.0,1636.0,1.0
yasu,43,1630.0,1634.0,1.0
yasu,43,1610.0,1630.0,1.0
yasu,43,1602.0,1610.0,1.0
yasu,43,1600.0,1602.0,1.0
yasu,43,1600.0,1648.0,1.0
yasu,43,1619.0,1648.0,1.0
yasu,45,1440.0,478.0,1.0
yasu,45,478.0,484.0,1.0
yasu,46,1707.0,2119.0,1.0
yasu,46,2100.0,2119.0,1.0
yasu,46,2100.0,290.0,1.0
yasu,47,1718.0,1724.0,1.0
yasu,47,1713.0,1718.0,1.0
yasu,47,1713.0,1720.0,1.0
yasu,48,1456.0,350.0,1.0
yasu,48,1289.0,350.0,1.0
yasu,52,1721.0,1723.0,1.0
yasu,52,1723.0,1728.0,1.0
yasu,52,1714.0,1721.0,1.0
yasu,54,1418.0,455.0,1.0
yasu,54,1419.0,455.0,1.0
yasu,56,2285.0,277.0,1.0
yasu,56,2285.0,289.0,1.0
yasu,56,259.0,277.0,1.0
yasu,58,1427.0,523.0,1.0
yasu,58,512.0,523.0,1.0
yasu,58,507.0,512.0,1.0
yasu,58,507.0,522.0,1.0
yasu,60,1632.0,1633.0,1.0
yasu,60,1630.0,1632.0,0.4583333333333333
yasu,60,1630.0,1634.0,1.0
yasu,60,1634.0,1636.0,1.0
yasu,60,1633.0,1634.0,0.5416666666666666
yasu,62,406.0,414.0,1.0
yasu,62,404.0,414.0,1.0
yasu,62,1835.0,414.0,1.0
yasu,63,462.0,464.0,1.0
yasu,64,570.0,573.0,1.0
yasu,64,1845.0,570.0,1.0
yasu,64,1845.0,563.0,1.0
yasu,64,1844.0,563.0,1.0
yasu,64,1844.0,556.0,1.0
yasu,65,347.0,354.0,1.0
yasu,65,323.0,347.0,1.0
yasu,65,318.0,323.0,1.0
yasu,66,1290.0,366.0,1.0
yasu,66,1288.0,1290.0,1.0
yasu,66,366.0,367.0,1.0
yasu,67,1828.0,390.0,1.0
yasu,67,1828.0,402.0,1.0
yasu,67,387.0,390.0,1.0
yasu,67,1291.0,387.0,0.625
yasu,67,1291.0,1828.0,0.375
yasu,68,1685.0,1686.0,1.0
yasu,68,1685.0,1700.0,1.0
yasu,68,1698.0,1700.0,1.0
yasu,68,1696.0,1698.0,1.0
yasu,69,310.0,321.0,1.0
yasu,69,2624.0,321.0,1.0
yasu,69,2624.0,2625.0,1.0
yasu,69,2625.0,316.0,1.0
yasu,69,306.0,316.0,1.0
yasu,70,496.0,501.0,1.0
yasu,71,1421.0,1841.0,1.0
yasu,71,1421.0,527.0,1.0
yasu,71,1421.0,1428.0,1.0
yasu,71,1842.0,527.0,0.9166666666666666
yasu,71,1841.0,1842.0,0.08333333333333333
yasu,73,1643.0,1645.0,1.0
yasu,73,1641.0,1643.0,1.0
yasu,73,1637.0,1645.0,1.0
