node,cluster
215.0,90
225.0,79
2048.0,54
234.0,98
224.0,79
229.0,79
243.0,54
238.0,54
241.0,98
1708.0,98
259.0,13
1875.0,50
277.0,13
260.0,6
1726.0,6
1707.0,33
292.0,2
2285.0,13
295.0,124
290.0,33
289.0,5
2481.0,2
302.0,85
2119.0,73
306.0,25
313.0,85
318.0,25
310.0,122
309.0,118
1455.0,129
2482.0,2
349.0,16
323.0,25
347.0,111
324.0,122
1287.0,131
342.0,85
332.0,43
1288.0,121
340.0,14
1290.0,39
351.0,36
343.0,45
352.0,14
2488.0,45
346.0,69
1667.0,51
373.0,24
354.0,111
350.0,126
1456.0,126
366.0,39
377.0,97
1289.0,126
364.0,106
382.0,76
1292.0,106
375.0,16
367.0,42
1291.0,121
402.0,123
385.0,97
2097.0,24
2286.0,47
392.0,16
381.0,46
406.0,119
1838.0,119
396.0,40
395.0,97
387.0,71
390.0,71
1836.0,20
1828.0,19
420.0,23
409.0,3
1680.0,110
2045.0,40
428.0,23
404.0,20
1837.0,76
414.0,119
419.0,27
410.0,41
426.0,91
1835.0,23
1831.0,101
415.0,63
1840.0,35
425.0,82
1830.0,101
434.0,100
1829.0,23
432.0,91
444.0,100
2078.0,82
1612.0,120
1832.0,100
1834.0,100
508.0,48
453.0,83
442.0,105
446.0,29
1419.0,109
443.0,56
1604.0,8
1608.0,128
1610.0,56
1833.0,100
445.0,35
1839.0,35
1921.0,18
1418.0,109
451.0,26
471.0,130
449.0,29
456.0,26
454.0,57
1444.0,57
458.0,15
1606.0,83
1603.0,120
462.0,78
2628.0,109
1441.0,26
457.0,66
1442.0,66
459.0,32
461.0,15
474.0,133
1653.0,113
1623.0,0
1613.0,113
1422.0,15
467.0,22
1438.0,22
1443.0,78
464.0,78
484.0,112
465.0,74
476.0,60
1435.0,61
1437.0,61
470.0,22
1650.0,11
1439.0,22
478.0,112
490.0,31
481.0,64
493.0,70
1436.0,112
1440.0,112
480.0,18
495.0,70
485.0,10
483.0,130
497.0,1
1949.0,112
1432.0,10
492.0,1
499.0,31
1433.0,88
1434.0,1
500.0,1
501.0,53
496.0,53
506.0,88
507.0,132
511.0,77
517.0,114
1430.0,53
1431.0,114
512.0,132
522.0,132
515.0,84
523.0,132
1842.0,4
527.0,4
1429.0,104
1950.0,114
532.0,44
519.0,114
525.0,114
533.0,72
549.0,21
534.0,99
1427.0,132
547.0,52
1421.0,4
541.0,52
1428.0,72
1426.0,99
1841.0,4
1425.0,52
542.0,132
548.0,30
564.0,21
563.0,94
550.0,52
1424.0,30
558.0,21
1845.0,94
553.0,52
570.0,94
1843.0,52
573.0,94
556.0,30
1844.0,30
574.0,12
1904.0,130
576.0,95
565.0,95
1423.0,94
1452.0,95
579.0,87
587.0,87
604.0,96
599.0,117
626.0,87
613.0,59
2403.0,59
1966.0,59
635.0,127
1554.0,115
1458.0,83
1614.0,0
1607.0,8
1568.0,127
1600.0,58
1601.0,93
1602.0,58
1648.0,116
1605.0,8
1615.0,0
1763.0,67
1616.0,128
1609.0,62
1618.0,62
1632.0,107
1630.0,67
1611.0,62
1631.0,81
1621.0,113
1656.0,125
1624.0,0
1617.0,67
1625.0,128
1619.0,116
1620.0,38
1651.0,38
1652.0,28
1622.0,125
1649.0,81
1629.0,110
1686.0,82
2046.0,110
1634.0,107
1633.0,107
1635.0,65
1636.0,86
1637.0,65
1646.0,86
1645.0,65
1639.0,108
1641.0,108
1640.0,49
1642.0,49
1643.0,65
1644.0,86
1647.0,93
1657.0,37
1654.0,125
1655.0,37
1700.0,82
1696.0,82
1701.0,82
1698.0,82
1706.0,46
1711.0,9
1732.0,89
1746.0,9
1742.0,9
1712.0,75
1734.0,102
1713.0,80
1720.0,68
1718.0,80
1714.0,55
1721.0,55
1724.0,68
1725.0,7
1735.0,102
1723.0,55
1722.0,92
1737.0,92
1727.0,92
1731.0,92
1728.0,55
1729.0,102
1730.0,89
1733.0,89
2517.0,33
1759.0,34
1753.0,34
1922.0,100
2630.0,18
1951.0,114
1959.0,17
1956.0,17
2098.0,103
2526.0,12
2487.0,45
2490.0,45
2629.0,112
