node,lat,lon,x_m,y_m,p_kw
292,35.06599250000001,136.024099,593377.3427840673,3880840.8934157924,92.5054088383849
293,35.0661016,136.0225547,593236.404311755,3880851.5479091583,336.6852533683441
464,35.07419980000001,136.0271266,593644.0329077513,3881753.951837378,16.963865117497896
295,35.066126899999986,136.0266337,593608.3117307207,3880858.1754147434,194.28881006329848
296,35.06611540000001,136.02044800000002,593044.2930484308,3880851.110553056,0.0
297,35.066318,136.034893,594361.2015139583,3880887.1539073423,0.0
298,35.0662969,136.0167994,592711.3970106621,3880867.84104353,0.0
299,35.0664454,136.0198024,592985.0509186238,3880887.1064576856,0.0
300,35.066603799999996,136.0308677,593993.8347116628,3880915.048292321,0.0
301,35.0667232,136.0214332,593133.4362184576,3880919.437422674,201.9855580305786
302,35.0666694,136.022986,593275.0856059035,3880914.9222702705,195.327013466192
303,35.06670059999998,136.0163396,592669.0147803695,3880912.1853287937,0.0
2502,35.065327999999994,136.0352404,594394.0183689027,3880777.68814427,0.0
305,35.0666976,136.0350335,594373.5757549913,3880929.385889767,0.0
306,35.066820699999994,136.0190331,592914.4786588044,3880928.0113918073,14.654437992604
307,35.066871700000014,136.0176152,592785.1334873019,3880932.3471446913,0.0
308,35.0668576,136.01989670000003,592993.181886742,3880932.9087979295,0.0
309,35.06693369999999,136.0160933,592646.2931148945,3880937.808036656,159.22194184151527
310,35.0668879,136.0198597,592989.7737719206,3880936.2346660155,22.213429575352073
311,35.06701,136.0300922,593922.657150856,3880959.3665689155,0.0
312,35.066991200000004,136.0248227,593442.1938414988,3880952.330689485,276.08332347195187
313,35.06712379999999,136.0234254,593314.6340005776,3880965.7279373296,66.17050427184444
314,35.0672763,136.0292163,593842.485785455,3880988.0754861333,0.0
315,35.0672084,136.0338787,594267.6906775794,3880984.9430888817,0.0
316,35.0672872,136.0181082,592829.6158647803,3880978.8863831116,0.0
317,35.067224200000005,136.0299005,593904.9321545605,3880982.9415587853,0.0
318,35.06731880000001,136.0169184,592721.0919943794,3880981.283887981,51.43310871496215
319,35.06738960000001,136.0293983,593858.9511811589,3881000.8121646238,0.0
320,35.06751800000001,136.032649,594155.2085108773,3881018.1169616627,0.0
321,35.067548699999996,136.0186422,592878.0106951224,3881008.3849113276,0.0
2505,35.06501430000001,136.0354008,594409.0055453089,3880743.0495372317,0.0
323,35.0675979,136.0175165,592775.3119615361,3881012.793372116,67.4019716658202
324,35.0676339,136.0208376,593078.093936518,3881019.881063516,45.06152954168048
325,35.067581000000004,136.0237263,593341.5501131256,3881016.7146562324,224.95923013899412
326,35.0677147,136.0287231,593797.013247722,3881036.2315437226,0.0
2506,35.064812599999996,136.0352564,594396.070729807,3880720.5435769083,0.0
328,35.06779779999999,136.0205646,593053.015354101,3881037.803333431,0.0
329,35.06785390000001,136.0192871,592936.4676750265,3881042.8335472206,0.0
2511,35.0652721,136.0369751,594552.2600378459,3880773.132138924,0.0
331,35.067864500000006,136.0180987,592828.095932373,3881042.9020929453,0.0
332,35.0679581,136.0283917,593766.5173114986,3881062.913772106,76.35743430198356
333,35.0678427,136.0322906,594122.1561845839,3881053.7889872524,0.0
334,35.06798820000001,136.0202071,593020.2019988454,3881058.5857781344,0.0
335,35.0680015,136.0333668,594220.1030392747,3881072.416911562,0.0
336,35.06805959999999,136.0197655,592979.855457748,3881066.0923985066,0.0
337,35.06804939999999,136.0279994,593730.6425450996,3881072.670417402,0.0
338,35.067935000000006,136.0309042,593995.6365435376,3881062.7175500607,0.0
339,35.06804759999999,136.0318344,594080.3241035361,3881076.082592947,0.0
340,35.068101399999996,136.018605,592873.9925773157,3881069.646596268,8.155580758721547
341,35.0681355,136.0358911,594450.1173351306,3881089.666265846,0.0
342,35.06784050000001,136.0232902,593301.4904939856,3881045.0859547565,133.24047957544806
343,35.0681179,136.0270939,593647.9998337317,3881079.4164743517,134.36228658854233
344,35.0682335,136.0313438,594035.3774039925,3881096.2367755775,0.0
345,35.0684377,136.0338797,594266.3682706446,3881121.2778652497,0.0
346,35.0683117,136.0262191,593568.0135042615,3881100.0883031557,89.08214192315586
347,35.068309199999995,136.0161055,592645.851040244,3881090.36701869,60.433822467164596
2510,35.0650149,136.0357213,594438.2294946006,3880743.4195692753,0.0
349,35.0685847,136.0351575,594382.7097281187,3881138.7895191438,71.1559738895544
350,35.0688805,136.0223026,593210.2573550467,3881159.5019090143,10.156374028773003
351,35.068614999999994,136.0197374,592976.6633409191,3881127.6619823817,11.677878554720888
352,35.06865599999999,136.0187835,592889.6399366963,3881131.3199337358,49.06678938663647
353,35.068544300000006,136.0162878,592662.2075292618,3881116.6098179794,0.0
354,35.06870489999999,136.0153142,592573.2529242878,3881133.516537228,34.64557502908463
355,35.0685996,136.032663,594155.242764933,3881138.0835355967,0.0
2404,35.080872199999995,136.0344896,594307.6698952357,3882500.887422389,0.0
357,35.0687267,136.0217969,593164.3223761088,3881141.972316442,0.0
358,35.06887770000001,136.0170223,592728.8024063648,3881154.267872268,385.2312602542572
359,35.06895140000001,136.0346064,594332.0381491127,3881178.936356842,0.0
2403,35.0829133,136.0375202,594581.6040686497,3882730.1249787686,24.060676611214692
361,35.068952900000006,136.0182532,592840.950763988,3881163.7532602684,0.0
362,35.068955800000005,136.0323318,594124.6347855914,3881177.274699578,0.0
363,35.069050499999996,136.0159336,592629.3394355028,3881172.420021534,0.0
364,35.069363,136.0232669,593297.6331704056,3881213.91475591,21.282475638027904
365,35.0691352,136.0342965,594303.5699796751,3881199.0272961766,0.0
366,35.0691944,136.0209853,593089.7893599039,3881193.0838397546,30.095521053694387
367,35.069309,136.0207436,593067.621109053,3881205.5677457764,11.026281629500183
368,35.069252,136.0155227,592591.646038921,3881194.3854063167,0.0
369,35.0692749,136.0176538,592785.9330181081,3881198.9062123895,0.0
371,35.0693364,136.0185659,592869.0282702077,3881206.5759537173,0.0
372,35.06942670000001,136.03288460000002,594174.4981595039,3881230.0212180237,0.0
373,35.0694331,136.0252527,593478.6176340099,3881223.549075845,101.99809833179536
374,35.06956519999999,136.0295407,593869.4441823935,3881242.228064933,0.0
375,35.0695412,136.0334984,594230.3325716645,3881243.299611763,42.21079853825007
376,35.0695581,136.017141,592738.8557210114,3881229.836982103,0.0
377,35.069342899999995,136.0192932,592935.3357907408,3881207.974498592,30.131540524920823
2517,35.06360329999999,136.02966580000003,593887.6782334474,3880581.1499366174,19.118055909821347
379,35.0696457,136.0346487,594335.0960601975,3881255.976791768,0.0
380,35.069665799999996,136.0354419,594407.3963852914,3881258.9567275103,0.0
381,35.0697142,136.0275858,593691.0272845493,3881256.9139602636,18.82882141805879
382,35.0696755,136.023694,593336.2201425193,3881248.9718461097,193.27197183999536
383,35.069732,136.0331066,594194.3892072325,3881264.089810997,0.0
384,35.0699447,136.0358314,594442.5894100099,3881290.256642378,0.0
385,35.0698851,136.0197028,592972.0679768096,3881268.4882357186,1.4758659110299794
2518,35.063365,136.0294794,593870.9539844375,3880554.5461498317,0.0
387,35.0698808,136.0225388,593230.6564120797,3881270.659537334,9.64890187203105
388,35.06995200000001,136.0337812,594255.6457634881,3881289.1261451133,0.0
389,35.0699304,136.0349658,594363.6812963162,3881287.8511378076,0.0
390,35.070087300000004,136.02234640000003,593212.878755719,3881293.3812252646,42.6452204654225
391,35.069953700000006,136.0174242,592764.2300115812,3881273.9738437054,0.0
392,35.07002769999998,136.0339775,594273.4571427596,3881297.707144088,74.43194083404889
393,35.070146300000005,136.02798760000002,593727.1690240419,3881305.213044208,0.0
394,35.0703674,136.0368687,594536.6819335134,3881338.118695579,0.0
395,35.0701484,136.0192305,592928.7056619755,3881297.248818177,22.707234631560656
396,35.0701909,136.0322726,594117.8188110085,3881314.195901804,9.638406799633307
398,35.0702103,136.0157411,592610.4769923168,3881300.8670183765,0.0
399,35.07025569999999,136.0343323,594305.5451180892,3881323.328716476,0.0
400,35.0703442,136.0155854,592596.1292347085,3881315.5723789413,0.0
401,35.0703455,136.0167213,592699.6973159125,3881316.772073446,0.0
402,35.070462899999995,136.0216843,593152.0824687479,3881334.41779408,16.70461897192878
403,35.070491,136.034708,594339.5301407126,3881349.779779406,0.0
404,35.070514,136.0238116,593345.9879548925,3881342.074566956,15.410846453805217
405,35.07017389999999,136.0158597,592621.33189805,3881296.9403015366,0.0
406,35.070583,136.0243609,593395.9935731675,3881350.241329801,13.78298658934903
407,35.0706354,136.0363148,594485.8691944756,3881367.3158283704,0.0
2522,35.0653217,136.031301,594034.8147388062,3880773.2673686524,0.0
409,35.0708091,136.0180302,592818.5157840328,3881369.404672736,30.675555477905366
410,35.070672300000005,136.02678130000004,593616.5793761817,3881362.4150038883,30.346640791520755
411,35.07068019999999,136.0161161,592644.1378572073,3881353.3289424684,0.0
412,35.0707303,136.0350923,594374.2944932432,3881376.6827297695,0.0
2524,35.07877700000001,136.0356943,594419.9128838163,3882269.6621219967,0.0
414,35.0707606,136.0240556,593367.954565167,3881369.6518560946,33.62485944225879
415,35.07084569999999,136.0254249,593492.7075718753,3881380.372917234,23.687671807358537
416,35.0709069,136.0286953,593790.8259256714,3881390.2318431567,0.0
418,35.0711184,136.03543320000003,594404.93014196,3881420.0471942024,0.0
419,35.07117999999999,136.0248367,593438.6956272686,3881416.896572276,49.46394552865507
420,35.0711868,136.0232639,593295.2838326555,3881416.17783578,70.09407535987611
421,35.071171199999995,136.0173676,592757.6915410236,3881408.94617343,0.0
425,35.071426599999995,136.0291797,593834.397560166,3881448.3242510264,9.685675489044879
426,35.0714804,136.0277875,593707.3989867677,3881452.9814615357,38.30776829459826
427,35.0715317,136.0167142,592697.7084711607,3881448.3191806218,0.0
428,35.07156750000001,136.0225921,593233.5977355336,3881457.770388935,51.096235734525926
2473,35.080010400000006,136.0363669,594479.8111702137,3882407.0882500475,0.0
2478,35.0786728,136.0368506,594525.4520494356,3882259.2018142114,0.0
431,35.071741499999995,136.0294683,593860.350741336,3881483.519466658,0.0
2480,35.0672014,136.0244252,593405.7094130918,3880975.2701700362,374.60370144698624
2481,35.0662129,136.0237366,593344.0470048469,3880864.9972315584,158.30366004381776
2482,35.06687479999999,136.0241923,593384.8451638964,3880938.8309390508,63.24639924373727
434,35.0722148,136.0240915,593369.5713362409,3881530.9614580004,44.49572970644096
432,35.0721513,136.0286146,593782.0440739063,3881528.1644096263,45.51122326004163
436,35.0723075,136.017372,592756.8068186353,3881534.969916707,0.0
437,35.072272,136.02875280000003,593794.5065473173,3881541.6804872104,0.0
2485,35.0691138,136.0275585,593689.2243048653,3881190.30179673,0.0
2488,35.067780299999995,136.0270239,593642.0028014778,3881041.909693071,19.1837303722205
2489,35.0676864,136.0280553,593736.1546340283,3881032.4649750604,0.0
442,35.0728782,136.0272698,593658.5992792817,3881607.516091819,56.5012206834335
2491,35.06833879999999,136.0280363,593733.6762201255,3881104.8005976225,0.0
2492,35.067353,136.033742,594255.059835871,3881000.8505224776,0.0
444,35.07261720000001,136.0234133,593307.2774108163,3881574.954123122,28.037305837079085
2494,35.0658622,136.0341131,594290.6120681667,3880835.866280782,0.0
2495,35.0661324,136.0342742,594304.9909299868,3880865.984783798,0.0
447,35.072893900000004,136.0380823,594644.4189200228,3881619.468404746,0.0
2497,35.06519599999999,136.0359025,594454.5434881741,3880763.6758367545,0.0
446,35.07266789999999,136.0280348,593728.5891775016,3881584.9119909164,23.056843570294845
443,35.0726311,136.032198,594108.2151721566,3881584.7526246947,19.125793990401135
445,35.07262650000001,136.0256433,593510.5891872833,3881578.0748689407,50.077903211215464
453,35.0733132,136.0306457,593965.9006490135,3881658.9358482226,9.753952348196114
451,35.073178399999996,136.0287612,593794.2351816677,3881642.2114624255,6.470839555020461
455,35.07348580000001,136.0264137,593579.850037292,3881674.0972246355,0.0
2504,35.06548519999999,136.0343915,594316.4312826924,3880794.318918588,0.0
449,35.0731197,136.0283099,593753.1548810349,3881635.276926242,42.335308184316965
456,35.07332029999999,136.02860730000003,593780.0409291532,3881657.803913232,13.21522700827412
2507,35.06460129999999,136.0368549,594542.073217527,3880698.624025295,0.0
454,35.073339399999995,136.0274153,593671.3382500717,3881658.801550688,62.40630742559343
2509,35.06520129999999,136.0363079,594491.5035065727,3880764.64771249,0.0
458,35.073909099999995,136.029908,593897.9579752921,3881724.328298659,2.677902673427328
462,35.07406999999999,136.0273858,593667.8136109634,3881739.800044476,28.373463788094416
457,35.0736365,136.0282061,593743.0997755098,3881692.494329975,29.668281547052334
2513,35.064621299999985,136.0377988,594628.1196576506,3880701.737421324,0.0
2514,35.0651234,136.0368302,594539.2189087962,3880756.5033830823,0.0
2515,35.064729799999995,136.0376375,594613.286310318,3880713.6174071752,0.0
2516,35.0640618,136.0301515,593931.4420117437,3880632.4566003038,0.0
461,35.0740287,136.0297116,593879.9142931933,3881737.407415801,16.872949934906718
467,35.074320699999994,136.029131,593826.644130847,3881769.24470467,31.38599356038624
2519,35.06444410000001,136.0299912,593916.3870521495,3880674.7040301356,0.0
2520,35.063988,136.0308379,593994.1163690195,3880624.918701622,0.0
2521,35.0655586,136.0308972,593997.7229709682,3880799.159697616,0.0
471,35.0744986,136.0395371,594775.205819985,3881798.8177832593,7.038916128361009
474,35.0746148,136.0307585,593974.6927794731,3881803.394427815,15.148251689041492
476,35.07474979999999,136.0305043,593951.3616428575,3881818.1268371376,33.357647260558856
470,35.074406599999996,136.028983,593813.0520373409,3881778.632050326,35.20285761652958
478,35.0748658,136.0281567,593737.189749766,3881828.7817673055,24.634929840511944
2525,35.0784063,136.0364756,594491.5708516542,3882229.2904013703,0.0
480,35.074907599999996,136.0236321,593324.618672087,3881829.172554251,108.67213851809515
481,35.074932,136.0301864,593922.1687398197,3881838.0339448135,25.708624955476008
2523,35.07844339999999,136.0351001,594366.1243071457,3882232.101930193,0.0
483,35.0749121,136.0434798,595134.1976853311,3881848.4318781244,83.38397185101104
484,35.07498199999999,136.0279433,593717.6004508086,3881841.468142433,7.412361747729745
485,35.075121900000006,136.0298525,593891.508372576,3881858.7800333984,39.470779758770064
2526,35.078873200000004,136.035448,594397.3470869288,3882280.0978008057,11.202570519750923
490,35.07543209999999,136.0314368,594035.5981956564,3881894.675652677,25.274084247231627
492,35.0756442,136.0289639,593809.8939940144,3881915.868493465,32.257397342806335
493,35.0755263,136.0311271,594007.2538969581,3881904.8306948175,62.041777030194886
495,35.0757075,136.0308134,593978.4452079058,3881924.630677933,19.37065401032155
496,35.07568499999999,136.0303004,593931.6994637726,3881921.651853649,45.165195342907516
497,35.0757106,136.0286913,593784.9643486773,3881922.97601192,15.663695107787202
498,35.075791,136.0426897,595061.1419680266,3881945.151589424,0.0
499,35.0757979,136.0318055,594068.7937659889,3881935.592090423,88.28795909514783
500,35.0757439,136.0287236,593787.8711136283,3881926.699492721,3.7543231350802317
501,35.0758984,136.0305029,593949.9172770209,3881945.509532266,19.10766682785975
2550,35.0840911,136.0411303,594909.3531490719,3882864.179408573,0.0
2551,35.0837674,136.0408156,594881.0389187494,3882827.980156674,0.0
504,35.07611729999999,136.0421099,595007.9018115896,3881980.7867925884,0.0
505,35.076278,136.0366173,594506.9440172045,3881993.38810912,0.0
506,35.0761513,136.0294515,593853.7690308917,3881972.566718787,36.726637628349856
507,35.0764194,136.032414,594123.5584220765,3882005.0931382077,74.03978082141714
508,35.076436099999995,136.0207532,593060.403947775,3881995.997485641,12.074998836878425
511,35.0763292,136.03085290000004,593981.3335709395,3881993.6167696402,21.328900342617395
512,35.0764543,136.032366,594119.1420936314,3882008.9183597765,22.115200079509265
514,35.07663629999999,136.0357985,594431.8795162464,3882032.3490040586,0.0
515,35.07640049999999,136.0307162,593968.7886183873,3882001.395340455,21.358539306410236
517,35.076548,136.0294389,593852.1659550907,3882016.550364832,20.241868979082906
519,35.076757799999996,136.0299578,593899.2345267156,3882040.306617886,28.30669337496758
520,35.0772382,136.021425,593120.741642472,3882085.5806385344,0.0
522,35.0770703,136.0331678,594191.5356006502,3882077.992393413,58.78545843667076
523,35.076918000000006,136.0324126,594122.858121685,3882060.388435138,24.301657066304383
525,35.0768884,136.0297245,593877.8146298636,3882054.5709162443,18.909295018477117
527,35.076987700000004,136.0311896,594011.2757323456,3882066.9643685906,15.35008044290921
532,35.077307999999995,136.02798760000002,593718.9794256148,3882099.471809132,5.567133109824875
533,35.0774432,136.0305203,593949.7326713337,3882116.8500368516,47.48033706254501
534,35.0773819,136.0315498,594043.6632046681,3882111.0223869127,48.533192950539366
537,35.0774597,136.0188057,592881.6869856449,3882107.7021341315,0.0
540,35.0776055,136.0353712,594391.8055296668,3882139.4322877475,0.0
541,35.07779659999999,136.0308279,593977.3714837201,3882156.333372909,32.72695314218053
542,35.077732499999996,136.0326018,594139.1720531197,3882150.89822246,38.292741032534636
544,35.077860699999995,136.0347611,594335.8886201801,3882167.15740577,0.0
547,35.0779408,136.030587,593955.2432384623,3882172.0986144263,17.04703024271389
548,35.07801310000001,136.0320587,594089.3352619861,3882181.5050713867,70.06001101257591
549,35.0781722,136.0341713,594281.7580335406,3882201.145946345,10.509139439718886
550,35.078192200000004,136.0304695,593944.2425442566,3882199.8690810944,44.61951581056831
553,35.07837709999999,136.0301257,593912.686461109,3882220.0512360204,68.01401471154921
554,35.07834799999999,136.01937,592932.1271258907,3882206.743763743,0.0
556,35.078413799999986,136.0313468,594023.9715613405,3882225.2725022677,45.284241540851326
558,35.078473,136.0344243,594304.4778439607,3882234.745135713,26.82778904014621
559,35.0786673,136.0415215,594951.3014013058,3882263.03109604,0.0
563,35.078941999999984,136.0314075,594028.8994583405,3882283.9091409044,10.342702996551333
564,35.0790259,136.0328951,594164.4260416206,3882294.6182263256,69.876572034366
565,35.0792424,136.0320011,594082.6724673603,3882317.7847443465,18.91487904600759
569,35.0794899,136.0398541,594798.3339151174,3882352.673645784,0.0
570,35.0792637,136.0308545,593978.1140614039,3882319.0653897235,58.29326504169587
572,35.0796648,136.0400709,594817.8968533855,3882372.276944147,0.0
573,35.0793888,136.0306305,593957.5488467085,3882332.728292079,86.21792075001166
574,35.079665799999994,136.0353092,594383.779871825,3882367.8687581616,26.141852586673796
2623,35.0728606,136.0154603,592581.8804742668,3881594.5337141347,0.0
2624,35.067798599999996,136.01821210000003,592838.5105092656,3881035.6991358683,0.0
2625,35.0673653,136.0179595,592815.9687035291,3880987.4095131303,0.0
2626,35.07759839999999,136.0217133,593146.6167589601,3882125.797485538,0.0
576,35.0797092,136.0320355,594085.2726910502,3882369.5871130726,37.72792077487062
2628,35.07375679999999,136.0258695,593529.923341962,3881703.6414268287,176.5512383957907
579,35.07976879999999,136.0276732,593687.5018660569,3882372.088207962,1.3402513931325721
582,35.0801892,136.0355963,594409.3512210702,3882426.1877250723,0.0
581,35.080232499999994,136.0391174,594730.311600993,3882434.3305120226,0.0
584,35.0803831,136.0393198,594748.5897859171,3882451.2250137604,0.0
583,35.080299399999994,136.0354297,594394.0357423635,3882438.2515503843,0.0
2630,35.07342239999999,136.0252115,593470.311750557,3881665.9381390293,112.42220619182638
587,35.08058679999999,136.0284066,593753.428564553,3882463.4970610854,99.41150719879204
588,35.080046,136.0208278,593063.1056333514,3882396.41824512,0.0
2629,35.07540839999999,136.0271385,593643.7369188094,3881888.0011936114,6.552118549831256
590,35.080530499999995,136.0356211,594411.218928397,3882464.0627059266,0.0
598,35.08120950000001,136.0373826,594571.0263797378,3882541.0363098616,0.0
599,35.0814543,136.0334708,594214.1197707037,3882564.481110923,52.12144881416587
601,35.0815024,136.0290997,593815.5681643526,3882565.692713078,228.52724136204026
604,35.08165209999999,136.0365565,594495.2032753399,3882589.338896244,10.481048369185949
607,35.081709499999995,136.0377462,594603.5972231502,3882596.8333077123,0.0
610,35.08205979999999,136.0278551,593701.4653770388,3882626.3397693387,407.03056900022386
611,35.082294399999995,136.0255441,593490.5142831749,3882650.1877145176,0.0
613,35.0822237,136.037022,594536.9815374835,3882653.172985108,24.804144433576468
614,35.08197460000001,136.0379911,594625.6176071841,3882626.4664069503,0.0
617,35.08246909999999,136.0430758,595088.593952701,3882686.147433693,0.0
620,35.08272650000001,136.0424568,595031.8641558008,3882714.1037642434,0.0
621,35.0827806,136.0385299,594673.8063355845,3882716.3666287693,0.0
624,35.0827848,136.0345625,594312.1144107553,3882713.071169157,0.0
625,35.08298930000001,136.034708,594325.1434461701,3882735.8887034114,0.0
626,35.0831103,136.02621790000003,593551.0097900629,3882741.306337122,15.463973719875677
627,35.0833311,136.0391228,594727.2214569552,3882777.982589806,0.0
628,35.0834746,136.0378908,594614.741479458,3882792.727103045,0.0
630,35.0835739,136.0411525,594911.9761358479,3882806.841000015,0.0
