node,cluster
215.0,18
225.0,26
2048.0,26
234.0,77
224.0,26
229.0,26
243.0,59
238.0,59
241.0,39
1708.0,53
259.0,59
1875.0,59
277.0,71
1726.0,33
1707.0,0
292.0,13
2285.0,71
290.0,0
289.0,71
2119.0,0
306.0,65
313.0,13
318.0,43
310.0,65
2482.0,13
349.0,30
323.0,43
347.0,43
324.0,82
1287.0,5
342.0,16
332.0,17
1288.0,5
340.0,65
1290.0,5
351.0,50
343.0,17
352.0,84
2488.0,17
346.0,17
1667.0,69
373.0,15
354.0,43
350.0,16
1456.0,16
366.0,5
377.0,84
1289.0,5
364.0,16
1292.0,16
375.0,30
367.0,50
1291.0,5
402.0,58
385.0,84
2097.0,15
2286.0,50
392.0,30
381.0,69
406.0,20
1838.0,20
396.0,61
395.0,84
387.0,58
390.0,58
1836.0,79
1828.0,58
420.0,62
409.0,84
1680.0,38
2045.0,60
428.0,62
404.0,79
1837.0,79
414.0,79
419.0,23
410.0,9
426.0,8
1835.0,79
1831.0,72
415.0,23
1840.0,67
425.0,24
1830.0,72
434.0,47
1829.0,62
432.0,8
444.0,45
2078.0,24
1612.0,66
1832.0,47
1834.0,47
508.0,1
453.0,66
442.0,8
446.0,8
1419.0,67
443.0,63
1604.0,21
1608.0,63
1610.0,63
1833.0,45
445.0,67
1921.0,42
1418.0,67
451.0,3
471.0,55
449.0,3
456.0,3
454.0,68
1444.0,68
458.0,27
1606.0,66
1603.0,66
462.0,68
1441.0,3
457.0,68
1442.0,68
459.0,68
461.0,27
474.0,49
1653.0,52
1623.0,21
1613.0,52
1422.0,27
467.0,27
1438.0,27
1443.0,68
464.0,68
484.0,46
465.0,49
476.0,49
1435.0,44
1437.0,27
470.0,27
1650.0,52
1439.0,27
478.0,46
490.0,80
481.0,44
493.0,80
1436.0,51
1440.0,46
480.0,1
495.0,81
485.0,44
483.0,55
497.0,51
1949.0,46
1432.0,57
492.0,51
499.0,75
1433.0,54
1434.0,51
500.0,51
501.0,81
496.0,57
506.0,54
507.0,28
511.0,25
517.0,37
1430.0,81
1431.0,37
512.0,40
522.0,28
515.0,25
523.0,40
1842.0,78
527.0,78
1429.0,25
1950.0,37
532.0,41
519.0,37
525.0,37
533.0,48
549.0,14
534.0,78
1427.0,40
547.0,48
1421.0,78
541.0,48
1428.0,78
1426.0,85
1841.0,78
1425.0,48
542.0,85
548.0,85
564.0,19
563.0,19
550.0,48
1424.0,85
558.0,14
1845.0,4
553.0,48
570.0,4
1843.0,48
573.0,4
556.0,85
1844.0,19
574.0,22
1904.0,34
576.0,19
565.0,19
1423.0,19
1452.0,29
579.0,7
587.0,7
604.0,2
599.0,29
626.0,76
613.0,2
2403.0,6
1966.0,2
635.0,6
1554.0,34
1458.0,66
1614.0,21
1607.0,21
1600.0,35
1601.0,35
1602.0,63
1648.0,35
1605.0,21
1615.0,21
1763.0,36
1616.0,63
1609.0,83
1618.0,83
1632.0,83
1630.0,70
1611.0,83
1631.0,36
1621.0,52
1656.0,12
1624.0,21
1617.0,36
1625.0,63
1619.0,35
1620.0,12
1651.0,12
1652.0,32
1622.0,12
1649.0,32
1629.0,38
1686.0,56
2046.0,38
1634.0,70
1633.0,83
1635.0,83
1636.0,70
1637.0,11
1646.0,70
1645.0,11
1639.0,60
1641.0,73
1640.0,38
1642.0,38
1643.0,11
1644.0,73
1657.0,32
1654.0,12
1655.0,32
1700.0,56
1696.0,24
1701.0,24
1698.0,56
1706.0,69
1711.0,77
1732.0,77
1746.0,77
1742.0,77
1712.0,31
1734.0,31
1713.0,10
1720.0,10
1718.0,10
1714.0,10
1721.0,31
1724.0,10
1725.0,33
1735.0,31
1723.0,31
1722.0,64
1737.0,64
1727.0,33
1731.0,64
1728.0,10
1729.0,31
1730.0,64
1733.0,64
2517.0,0
1759.0,74
1922.0,47
2630.0,42
1959.0,34
1956.0,34
2098.0,9
2526.0,14
2487.0,17
2490.0,17
2629.0,46
