city,cluster,terminals,raw_kw,coinc_kw,n_s1,n_s1_feas,s1_npc_mean,s1_npc_feas_mean,s1_capex_mean,s1_length_mean,s1_plkw_mean,s1_vdrop_max,s1cond_npc_mean,s1cond_plkw_mean,s2f_npc,s2f_plkw,s2_npc,s2_w,s2_capex,s2_plkw,s2_length,s2_vdrop,s2_upsize_m,s2_feasible,tld
yasu,0,5,173.10642275396998,103.86385365238196,12,12,40080344.76676011,40080344.76676011,25895859.57056858,159.85098500350978,0.2778648736355592,0.38779012127907936,40080344.76676011,0.2778648736355592,,,,0,,,,,,False,0.0
yasu,1,2,24.183100542590637,14.50986032555438,12,12,16059902.252007507,16059902.252007507,8425111.25957099,52.006859626981424,5.507526817596126e-05,0.005597588618757911,16059902.252007507,5.507526817596126e-05,,,,0,,,,,,False,0.0
yasu,2,3,121.84236170287926,73.10541702172753,12,12,16491223.782648595,16491223.782648595,8688841.53295635,53.634824277508336,0.04303540405819333,0.08887190878349958,16491223.782648595,0.04303540405819333,,,,0,,,,,,False,0.0
yasu,3,2,88.27799897043388,52.96679938226033,12,12,13204667.265440011,13204667.265440011,6265332.067650783,38.674889306486314,0.030187058107836687,0.11301010737522867,13204667.265440011,0.030187058107836687,,,,0,,,,,,False,0.0
yasu,4,3,74.2706415401057,44.562384924063416,12,12,16130677.273151614,16130677.273151614,8454925.783474311,52.19089989798957,0.017339232497955846,0.05639347118804492,16130677.273151614,0.017339232497955846,,,,0,,,,,,False,0.0
yasu,5,3,116.2157323118003,69.72943938708016,12,12,123901396.65349752,123901396.65349752,88435921.9348171,545.9007526840561,0.05040597136770127,0.48797718316408073,123901396.65349752,0.05040597136770127,,,,0,,,,,,False,0.0
yasu,6,4,213.66524614100598,128.1991476846036,12,12,34474688.137012534,34474688.137012534,21907182.572963048,135.2295220553274,0.14578099988699597,0.16597716855102096,34474688.137012534,0.14578099988699597,,,,0,,,,,,False,0.0
yasu,11,3,209.83025892991498,125.89815535794898,12,12,40202420.355187535,40202420.355187535,25680809.93034174,158.52351808852927,0.5102273477627922,0.5557281631800365,40202420.355187535,0.5102273477627922,,,,0,,,,,,False,0.0
yasu,12,3,114.29041936037373,68.57425161622423,12,12,13293207.332419155,13293207.332419155,6349293.772114319,39.19317143280443,0.01634029075384836,0.08364285982718819,13293207.332419155,0.01634029075384836,,,,0,,,,,,False,0.0
yasu,13,2,92.51982920819395,55.51189752491638,12,12,13927746.28128206,13927746.28128206,6802771.280865314,41.99241531398343,0.0297908558190515,0.11698206135511506,13927746.28128206,0.0297908558190515,,,,0,,,,,,False,0.0
yasu,15,5,110.37467116778909,66.22480270067345,12,12,22544687.18832929,22544687.18832929,13160426.977983236,81.23720356779776,0.06080475089441817,0.1330625224928181,22544687.18832929,0.06080475089441817,,,,0,,,,,,False,0.0
yasu,16,3,102.86250195040635,61.71750117024381,12,12,20921939.778569173,20921939.778569173,11979200.737269932,73.94568356339461,0.04276349777971087,0.17018724555285547,20921939.778569173,0.04276349777971087,,,,0,,,,,,False,0.0
yasu,17,2,49.36872825126716,29.62123695076029,12,12,87262986.09405136,87262986.09405136,61263617.97920224,378.17048135310023,0.025073659402502294,0.3220661092467781,87262986.09405136,0.025073659402502294,,,,0,,,,,,False,0.0
yasu,18,2,223.4444285116982,134.0666571070189,12,12,23607232.76081841,23607232.76081841,13603189.188476035,83.97030363256816,0.32397329439753836,0.5455189234397921,23607232.76081841,0.32397329439753836,,,,0,,,,,,False,0.0
yasu,19,3,121.24767911338961,72.74860746803377,12,12,46247455.135157816,46247455.135157816,30757559.60895883,189.86147906764702,0.06324849298380839,0.3554862432979546,46247455.135157816,0.06324849298380839,,,,0,,,,,,False,0.0
yasu,20,2,61.38737205773565,36.83242323464139,12,12,31664567.62636906,31664567.62636906,19971984.03440101,123.28385206420383,0.030670407552669934,0.20535822280645502,31664567.62636906,0.030670407552669934,,,,0,,,,,,False,0.0
yasu,21,2,189.82589825284325,113.89553895170593,12,12,16791208.04608825,16791208.04608825,8760964.319292543,54.08002666229962,0.15752969674033607,0.30527554799871104,16791208.04608825,0.15752969674033607,,,,0,,,,,,False,0.0
yasu,22,3,175.60382037257432,105.3622922235446,12,12,23252424.3526644,23252424.3526644,13428791.17390555,82.8937726784293,0.2562758070652494,0.33949592179822763,23252424.3526644,0.2562758070652494,,,,0,,,,,,False,0.0
yasu,23,4,155.51746048714386,93.31047629228634,12,12,22070832.747619487,22070832.747619487,12734448.728135208,78.60770819836547,0.11714442325844288,0.22214430960854017,22070832.747619487,0.11714442325844288,,,,0,,,,,,False,0.0
yasu,25,4,138.30048616971845,82.98029170183106,12,12,29689565.890245844,29689565.890245844,18379671.721381154,113.45476371222934,0.1262820221425905,0.22214571894347518,29689565.890245844,0.1262820221425905,,,,0,,,,,,False,0.0
yasu,27,3,66.77169195107903,40.06301517064742,12,12,17324159.843092952,17324159.843092952,9353991.391557904,57.740687602209285,0.0075700705931673355,0.04612851015363706,17324159.843092952,0.0075700705931673355,,,,0,,,,,,False,0.0
yasu,28,2,83.5652188741511,50.13913132449066,12,12,32914107.531384517,32914107.531384517,20818312.318382654,128.50810073075715,0.09262695366182193,0.36084965597196106,32914107.531384517,0.09262695366182193,,,,0,,,,,,False,0.0
yasu,29,3,117.1502961511584,70.29017769069505,12,12,20523542.171681877,20523542.171681877,11663532.391065234,71.99711352509404,0.057844523935235974,0.13263487189378603,20523542.171681877,0.057844523935235974,,,,0,,,,,,False,0.0
yasu,31,6,75.15994314671156,45.095965888026925,12,12,145458676.97515127,145458676.97515127,103696447.83061035,640.1015298185825,0.6179817185055994,1.7636899122356904,145458676.97515127,0.6179817185055994,,,,0,,,,,,False,0.0
yasu,32,2,49.97618416637546,29.985710499825277,12,12,5868565.349721714,5868565.349721714,857123.7123667175,5.2908871133748,0.00041361499192522715,0.004892769271378142,5868565.349721714,0.00041361499192522715,,,,0,,,,,,False,0.0
