node,cluster
215.0,70
225.0,63
2048.0,8
234.0,68
224.0,63
229.0,63
243.0,8
238.0,8
241.0,4
1708.0,4
259.0,56
1875.0,8
277.0,56
1726.0,38
1707.0,1
292.0,32
2285.0,56
290.0,1
289.0,56
2119.0,1
306.0,13
313.0,32
318.0,20
310.0,13
2482.0,32
349.0,90
323.0,20
347.0,45
324.0,18
1287.0,87
332.0,35
1288.0,87
340.0,20
1290.0,87
351.0,89
352.0,81
2488.0,28
346.0,28
1667.0,85
373.0,98
354.0,45
350.0,87
366.0,87
377.0,81
1289.0,87
364.0,52
1292.0,99
375.0,90
367.0,89
1291.0,87
402.0,2
385.0,81
2097.0,98
2286.0,89
392.0,90
381.0,85
406.0,57
1838.0,88
396.0,41
395.0,81
387.0,100
390.0,100
1836.0,58
1828.0,2
420.0,78
409.0,81
1680.0,3
2045.0,41
428.0,78
404.0,57
1837.0,58
414.0,57
419.0,0
410.0,21
426.0,91
1835.0,57
1831.0,0
415.0,0
1840.0,86
425.0,12
1830.0,0
434.0,5
1829.0,78
432.0,24
444.0,5
2078.0,12
1612.0,67
1832.0,5
1834.0,5
508.0,15
453.0,67
442.0,86
446.0,24
1419.0,55
443.0,62
1604.0,79
1608.0,7
1610.0,62
1833.0,5
445.0,86
1921.0,5
1418.0,55
451.0,101
471.0,102
449.0,37
456.0,37
454.0,31
1444.0,31
458.0,33
1606.0,67
1603.0,67
462.0,23
1441.0,37
457.0,71
1442.0,71
459.0,31
461.0,33
474.0,84
1653.0,80
1623.0,16
1613.0,80
1422.0,33
467.0,97
1438.0,97
1443.0,23
464.0,23
484.0,25
465.0,84
476.0,84
1435.0,33
1437.0,97
470.0,97
1650.0,82
1439.0,97
478.0,25
490.0,10
481.0,84
493.0,10
1436.0,66
1440.0,64
480.0,15
495.0,10
485.0,40
483.0,72
497.0,46
1949.0,93
1432.0,40
492.0,46
499.0,95
1433.0,46
1434.0,29
500.0,46
501.0,75
496.0,40
506.0,46
507.0,50
511.0,75
517.0,92
1430.0,75
1431.0,92
512.0,50
522.0,50
515.0,49
523.0,50
1842.0,26
527.0,26
1429.0,49
1950.0,92
532.0,94
519.0,92
525.0,92
533.0,48
549.0,60
534.0,26
1427.0,77
547.0,48
1421.0,26
541.0,48
1428.0,26
1426.0,77
1841.0,26
1425.0,47
542.0,77
548.0,47
564.0,34
563.0,11
550.0,48
1424.0,47
558.0,60
1845.0,11
553.0,48
570.0,11
573.0,11
556.0,47
1844.0,34
574.0,36
576.0,34
565.0,34
1423.0,34
1452.0,54
579.0,73
587.0,73
604.0,69
599.0,54
626.0,74
613.0,69
2403.0,69
1966.0,69
635.0,96
1554.0,44
1458.0,79
1614.0,79
1607.0,79
1600.0,42
1601.0,42
1602.0,62
1648.0,42
1605.0,67
1615.0,79
1763.0,61
1616.0,7
1609.0,43
1618.0,43
1632.0,14
1630.0,61
1611.0,43
1631.0,51
1621.0,16
1656.0,65
1624.0,16
1617.0,51
1625.0,7
1619.0,42
1620.0,65
1651.0,65
1652.0,22
1622.0,65
1649.0,22
1629.0,3
1686.0,19
2046.0,3
1634.0,61
1633.0,14
1635.0,39
1636.0,53
1637.0,39
1646.0,53
1645.0,39
1639.0,41
1641.0,41
1640.0,3
1642.0,3
1643.0,39
1644.0,53
1657.0,22
1654.0,65
1655.0,22
1700.0,19
1696.0,12
1701.0,12
1698.0,19
1706.0,85
1711.0,68
1732.0,9
1746.0,68
1742.0,68
1712.0,6
1734.0,6
1713.0,59
1720.0,59
1718.0,59
1714.0,76
1721.0,76
1724.0,59
1725.0,17
1735.0,6
1723.0,76
1722.0,83
1737.0,83
1727.0,17
1731.0,83
1728.0,76
1729.0,6
1730.0,83
1733.0,9
2517.0,27
1759.0,30
1922.0,5
2630.0,55
1959.0,44
2098.0,21
2526.0,36
2487.0,28
2490.0,28
2629.0,93
