node,p_kw
215,115.77565367609549
224,2.192706045597021
225,83.77663454792477
229,28.321078766851933
234,58.10639875913358
238,15.033309998176634
241,37.29578880178704
243,0.7619690403911741
259,81.59365222691173
260,152.06532814625004
274,650.1520941992328
277,44.868437523888915
282,366.72541440511765
284,291.02868075000254
286,229.0666442124271
289,27.620554317825423
290,20.423171422346783
292,92.5054088383849
293,336.6852533683441
295,194.28881006329848
301,201.9855580305786
302,195.327013466192
306,14.654437992604
309,159.22194184151527
310,22.213429575352073
312,276.08332347195187
313,66.17050427184444
318,51.43310871496215
323,67.4019716658202
324,45.06152954168048
325,224.95923013899412
332,76.35743430198356
340,8.155580758721547
342,133.24047957544806
343,134.36228658854233
346,89.08214192315586
347,60.433822467164596
349,71.1559738895544
350,10.156374028773003
351,11.677878554720888
352,49.06678938663647
354,34.64557502908463
358,385.2312602542572
364,21.282475638027904
366,30.095521053694387
367,11.026281629500183
373,101.99809833179536
375,42.21079853825007
377,30.131540524920823
381,18.82882141805879
382,193.27197183999536
385,1.4758659110299794
387,9.64890187203105
390,42.6452204654225
392,74.43194083404889
395,22.707234631560656
396,9.638406799633307
402,16.70461897192878
404,15.410846453805217
406,13.78298658934903
409,30.675555477905366
410,30.346640791520755
414,33.62485944225879
415,23.687671807358537
419,49.46394552865507
420,70.09407535987611
425,9.685675489044879
426,38.30776829459826
428,51.096235734525926
432,45.51122326004163
434,44.49572970644096
442,56.5012206834335
443,19.125793990401135
444,28.037305837079085
445,50.077903211215464
446,23.056843570294845
449,42.335308184316965
451,6.470839555020461
453,9.753952348196114
454,62.40630742559343
456,13.21522700827412
457,29.668281547052334
458,2.677902673427328
459,39.96779715015169
461,16.872949934906718
462,28.373463788094416
464,16.963865117497896
465,27.30674596512736
467,31.38599356038624
470,35.20285761652958
471,7.038916128361009
474,15.148251689041492
476,33.357647260558856
478,24.634929840511944
480,108.67213851809515
481,25.708624955476008
483,83.38397185101104
484,7.412361747729745
485,39.470779758770064
490,25.274084247231627
492,32.257397342806335
493,62.041777030194886
495,19.37065401032155
496,45.165195342907516
497,15.663695107787202
499,88.28795909514783
500,3.7543231350802317
501,19.10766682785975
506,36.726637628349856
507,74.03978082141714
508,12.074998836878425
511,21.328900342617395
512,22.115200079509265
515,21.358539306410236
517,20.241868979082906
519,28.30669337496758
522,58.78545843667076
523,24.301657066304383
525,18.909295018477117
527,15.35008044290921
532,5.567133109824875
533,47.48033706254501
534,48.533192950539366
541,32.72695314218053
542,38.292741032534636
547,17.04703024271389
548,70.06001101257591
549,10.509139439718886
550,44.61951581056831
553,68.01401471154921
556,45.284241540851326
558,26.82778904014621
563,10.342702996551333
564,69.876572034366
565,18.91487904600759
570,58.29326504169587
573,86.21792075001166
574,26.141852586673796
576,37.72792077487062
579,1.3402513931325721
587,99.41150719879204
599,52.12144881416587
601,228.52724136204026
604,10.481048369185949
610,407.03056900022386
613,24.804144433576468
626,15.463973719875677
635,0.9145563718240897
1287,38.50368933247062
1288,36.09404702791373
1289,65.80301220958108
1290,15.255174930066293
1291,64.7798562784593
1292,39.21422410206191
1316,440.9258778395552
1418,23.075157699453023
1419,37.13284259843016
1421,4.100941861785158
1422,30.442491898302958
1423,32.540860912303955
1424,51.24996527185452
1425,31.232586495962227
1426,54.0625288240409
1427,41.18516501088014
1428,50.08542945731008
1429,50.44421441113973
1430,3.5559893914951326
1431,18.82820296169104
1432,58.17961401209384
1433,47.807086844925756
1434,40.06773218205114
1435,51.97089143691233
1436,48.21026678838275
1437,41.85976022662572
1438,32.985556353742446
1439,40.89592851405678
1440,41.75824315192513
1441,20.45963081028463
1442,30.259584516523155
1443,31.10413925989932
1444,41.17195049048502
1452,102.22576612067834
1455,188.0305535333617
1456,121.44287193286976
1458,6.974262516956799
1554,35.187481537207596
1568,188.44431829219073
1600,24.02828888090181
1601,29.70583773900363
1602,29.327898466344305
1603,6.5095155249538115
1604,31.3027742200597
1605,35.74900852886525
1606,3.157003829907448
1607,33.93722428498215
1608,45.14971281532034
1609,14.164471788917808
1610,18.82331945138614
1611,10.414449940019123
1612,6.474409354523959
1613,25.546465940053096
1614,11.20647994997766
1615,26.887019953901035
1616,38.744351634370084
1617,41.203200544418635
1618,9.945909710005154
1619,27.10584989182481
1620,22.62067615046648
1621,20.67284962673442
1622,40.085308512281465
1623,11.806211847254742
1624,29.62099440926316
1625,44.91230171116258
1629,9.556123672669726
1630,36.05188728344436
1631,44.53247818780882
1632,45.00138631491775
1633,53.34559955725338
1634,23.731702505317912
1635,2.776097448458428
1636,23.23149408420073
1637,13.600439591909133
1639,19.868724111222893
1640,14.817460429918565
1641,20.756661455151004
1642,38.27120483217692
1643,25.799352405158526
1644,29.473725121071627
1645,14.950093115194672
1646,73.39054976147918
1647,186.68651486278435
1648,28.372663689381103
1649,30.411765606875317
1650,45.458488354776364
1651,39.43293340342184
1652,38.766695907269174
1653,4.665511669482712
1654,37.92385589631387
1655,21.30396468349961
1656,38.075362675126705
1657,22.554911249730758
1667,98.91165734975641
1680,2.5162566503665587
1686,98.85290636968755
1696,15.555582776561307
1698,30.725701864273113
1700,15.393218711021154
1701,7.649569527585685
1706,81.6476188020994
1707,88.04897322889795
1708,12.680395364588424
1709,1216.1118741748855
1711,3.3730996912198123
1712,16.06488688123674
1713,6.0351086155665365
1714,7.569025968815277
1718,15.741234252221071
1720,23.975968687414216
1721,9.141754565416424
1722,20.530306552727712
1723,46.674255317234554
1724,44.1141968938375
1725,21.374308200191344
1726,81.04875597931606
1727,33.583129470147895
1728,41.395852968244235
1729,28.892872872003764
1730,38.199261673912474
1731,66.60557531876653
1732,22.931147909442252
1733,54.32056753428148
1734,36.58455670340713
1735,13.829984396403283
1737,17.58147482807632
1742,11.980573819987557
1746,4.269552021431532
1753,157.4503568079009
1759,32.87918770625071
1763,36.10668297065178
1815,244.39845692260837
1828,54.949578000311114
1829,96.42345270353843
1830,96.26695139655017
1831,31.02174277118131
1832,59.01671941912146
1833,15.808476694205805
1834,78.71982464750099
1835,52.25440503099841
1836,33.54477229354971
1837,4.425617378521383
1838,21.373092129170818
