city,cluster,pv_kwp,pen,gen_kwh_y,eloss_delta_kwh,capex_dg,npc_s2,npc_s3,delta_npc_s3
yasu,0,83.04270113158232,0.9770856464275404,94569.02804864594,126.32706867117793,20760675.28289558,56105893.348021865,29343204.24500539,26762689.103016473
yasu,1,313.7388542617305,0.5132280908257587,357285.80723325873,494.4973542800053,78434713.56543264,32735057.82907805,-68385474.75665876,102725119.03331694
yasu,2,248.65641580501793,0.8722557044114221,283169.9263187544,524.702542488887,62164103.95125448,44664706.45374653,-35555969.68865636,80553919.84605479
yasu,3,113.36606274383672,0.6036572922934089,129101.27225268126,520.464360150927,28341515.68595918,60863348.98592068,24127057.641488448,40155470.71836476
yasu,4,285.9483286634754,0.8615154348464996,325637.9566819658,1111.548266143258,71487082.16586885,72265041.24770235,-20280270.02495697,91760516.60980971
yasu,5,335.0422262516191,0.6188705713398293,381546.08725534385,484.09532485723685,83760556.56290478,37318842.436909735,-70642522.45956802,108686879.8111396
yasu,6,78.26115023655842,0.9552267317655304,89123.79788939274,472.026965525547,19565287.559139606,131669194.34184122,106243512.77501082,31715631.642389774
yasu,7,162.72136820783243,0.9358502422781102,185307.09411507956,1564.6449905564732,40680342.05195811,180979283.947742,127776937.50890176,54583391.73183809
yasu,8,141.12397911897693,0.8367089051736172,160711.98742069094,729.8196409521424,35280994.77974423,100284228.23950432,54505641.326260135,45792344.64483662
yasu,9,245.72847466581032,0.739416132899705,279835.5869494248,699.831883232283,61432118.66645258,70143644.13429745,-9237201.901372522,82498396.55916323
yasu,10,248.46958372085646,0.8491162490722238,282957.1619413114,2568.699524541742,62117395.930214114,183280246.41641605,101938454.47195485,-85846958.8389197
yasu,11,274.4020820605865,0.4428002416415991,312489.0910505959,785.9798759170535,68600520.51514663,50324413.158341,-38321831.23296249,101391427.33699441
yasu,12,459.4007500409697,0.7542534281861345,523165.57414665626,1577.0370648135504,114850187.51024242,98760025.02900164,-49801394.11091399,160768247.30750403
yasu,13,148.02043706639657,0.9321682482771125,168565.67373121242,230.19269578289504,37005109.26659914,45076006.77748189,-2630363.0834635943,47706369.860945486
yasu,14,223.73052625353114,0.9731944048196092,254784.32329752127,830.4753755692836,55932631.56338278,65062655.295594834,-7323607.387478322,74436416.48680356
yasu,15,423.59264545073233,0.7590705546245163,482387.304639294,8662.741159100362,105898161.36268309,376559886.2498101,235412479.48444742,203891060.44175875
yasu,16,780.1661382447428,0.6212645699511623,888453.198233113,4957.942092375044,195041534.5611857,114826265.84624502,-138781960.3353377,345602793.8977402
yasu,17,140.39549442410583,0.879258964936315,159882.38905017174,172.78521210072472,35098873.606026456,36274419.3519446,-8948141.5518146,45222560.90375919
yasu,19,503.6746515370465,0.6641562725287934,573584.6931703886,3385.3576510433486,125918662.88426162,146384059.12282032,-17451839.31201029,205037966.47490358
yasu,20,168.92814334997792,0.7353182394392959,192375.36964695484,886.4287054335127,42232035.83749448,70893204.89724083,16087938.904575258,55494596.12068771
yasu,21,166.39384043572295,0.45254017268647706,189489.30548820132,1351.337945215113,41598460.10893074,99580969.86555712,45321564.863572285,74658939.79197724
yasu,22,809.565767625759,0.6314603608332574,921933.4961722144,22397.110051607422,202391441.90643975,322307732.8652469,49172989.43146551,683280480.8214041
yasu,23,168.95128161142708,0.8999999999999999,192401.7194990932,235.8872523852965,42237820.40285677,77036022.58370456,22599247.95312223,54718090.52136074
yasu,24,202.10806288333976,0.8958734112413,230160.66201154733,322.0655091345825,50527015.72083494,37847927.20287832,-27295142.638266012,65228781.82566051
yasu,25,305.3782789864032,0.8864317285142158,347764.78410971595,1024.4896051941423,76344569.74660079,76196757.33663318,-22542976.323572904,100361145.94893317
yasu,26,235.12762953178105,0.8975991474027489,267763.3445107923,665.4735348391996,58781907.38294526,78660278.55902097,2706368.711688727,75969163.22718136
yasu,27,325.1933099623817,0.908010917858102,370330.14138516027,998.7197404544395,81298327.49059543,80293580.92245664,-24799755.868514597,108122242.07776165
yasu,28,193.36740366719934,0.8967206380411614,220206.79929620662,327.76797868206177,48341850.916799836,55564587.84650053,-6772554.200139493,63123325.16472747
yasu,29,300.120906308379,0.8666592570032277,341777.688103982,1048.0021434986575,75030226.57709475,96816290.66940229,-247325.50022518635,101907830.61554442
yasu,30,676.4505128508238,0.899806224151869,770341.8440345182,2510.1321915769586,169112628.21270594,195870496.6120262,-22989307.595861256,241881437.43565825
yasu,31,303.4407877304783,0.8893427663086022,345558.36906746874,888.7925882831987,75860196.93261957,64351764.57770425,-33686849.749031276,98641157.76162133
yasu,32,181.9360462146458,0.7463253045294319,207188.76942923866,167.9006963910051,45484011.55366145,37682060.50809416,-20888693.28733541,58570753.79542958
yasu,33,131.68260935377273,0.9667677903023423,149960.1555320764,80.1652467063451,32920652.338443182,22429421.8853071,-19939320.239029884,42368742.12433699
yasu,34,494.17486476928804,0.9539990777217546,562766.3359992652,5963.970006980431,123543716.19232202,154311269.04142886,-7961525.790650547,212393438.59977025
yasu,35,71.86582709452036,0.6550392974495161,81840.80389523979,48.226329526274526,17966456.77363009,55713134.36177755,32587792.88715191,23125341.47462564
yasu,36,415.30981573545967,1.0171038288137633,472954.81815954146,1086.5636144894752,103827453.93386492,61068116.320332095,-73039172.061759,137692011.69038475
yasu,37,62.01022383007101,0.9,70617.24289768488,21.052410661502677,15502555.957517752,40999286.4581606,21057210.887832254,19942075.57032834
yasu,38,591.0198920524128,0.43984444406588646,673053.4530692878,1206.3671862508272,147754973.01310322,165408841.91537115,-25240397.347136855,199624461.76558438
yasu,39,171.29659006273644,0.8999999999999999,195072.55676344427,52.82929643178397,42824147.51568411,22268279.408042803,-32816487.132876694,55084766.5409195
yasu,40,62.51245263537367,0.8370557215095964,71189.18106116354,286.88624892982125,15628113.158843417,72730482.05501898,52473374.35752284,20257107.69749617
yasu,41,239.34515985106935,0.9251126993932666,272566.26803839783,757.4270662644294,59836289.96276734,59311373.992870346,-18051175.257579148,78031146.74002555
yasu,42,263.94055861260296,0.6448514186892543,300575.5081480323,197.90100713355605,65985139.65315074,10446147.853340363,-74497959.85513654,86219738.98323222
yasu,43,108.6724236194762,0.8999999999999999,123756.15601785951,22.06390296052487,27168105.90486905,68255431.42271918,33315672.700947016,34939758.72177218
yasu,44,126.21284368238457,0.6222272289562678,143731.18638549955,375.92678981448626,31553210.920596145,65240030.75239134,24458344.28252819,42243553.987438925
yasu,45,191.70965131370951,0.7849610222949861,218318.9509160524,403.41463229960164,47927412.82842738,65818623.79178551,3970564.770124674,62058056.49773156
yasu,46,219.86034583044892,0.9262337703565674,250376.96183171525,549.3618472819539,54965086.45761223,81069892.3007388,10089941.504356325,72798143.50566746
yasu,47,188.14455203049974,0.8817394322921178,214259.0158523331,369.5791324707161,47036138.00762493,65198389.80975427,4515696.080831334,64714272.63641319
yasu,48,82.59979147836415,0.8542952183921894,94064.64253556111,49.61018859017679,20649947.86959104,19413252.119086888,-7162754.748089224,26576006.86717611
yasu,49,287.9913370993342,0.9072680709247937,327964.53468872176,886.6006464276397,71997834.27483355,54221400.9264985,-38850537.1384477,93915944.2629295
yasu,50,185.30336609721567,0.8858244211976452,211023.47331150924,317.78300085028513,46325841.52430392,53553486.65504155,-6186126.5805045515,59739613.235546105
yasu,51,316.318296798032,0.8902771493025112,360223.2763935989,981.9270605617894,79079574.199508,64182646.32913952,-38048582.4332622,103394351.2572585
yasu,52,119.32374834820308,0.874404254553062,135885.8846189337,2202.6175363566617,29830937.08705077,142497531.62134254,102874392.34707321,52169693.38578378
yasu,53,244.34758511361701,0.9376616274709043,278263.029927387,380.39684567367703,61086896.27840425,70135273.68173386,-8617166.667821825,78752440.34955569
yasu,54,329.4403245553748,0.8889602472397466,375166.6416036608,809.3873899108994,82360081.1388437,57304264.88392395,-49044640.9965606,107962191.98416543
yasu,56,198.86130190337968,0.6795583069109326,226463.2506075688,687.2049641061994,49715325.47584492,52387672.38361447,-11922900.569985881,65270777.54523233
