city,cluster,terminals,raw_kw,coinc_kw,n_s1,n_s1_feas,s1_npc_mean,s1_npc_feas_mean,s1_capex_mean,s1_length_mean,s1_plkw_mean,s1_vdrop_max,s1cond_npc_mean,s1cond_vdrop_max,n_s1cond_feas,s1cond_plkw_mean,s2f_npc,s2f_plkw,s2_npc,s2_w,s2_capex,s2_plkw,s2_length,s2_vdrop,s2_upsize_m,s2_feasible,vof_mean,tld
yasu,0,5,173.10642275396998,138.48513820317598,12,12,40463249.69149285,40463249.69149285,25895859.57056858,159.85098500350978,0.4939819975743276,0.5170534950387726,40463249.69149285,0.5170534950387726,12,0.4939819975743276,40463249.69149284,0.4939819975743274,40463249.69149284,0,25895859.570568584,0.4939819975743274,159.85098500350978,0.5170534950387726,0.0,False,0.0,0.0
yasu,1,2,24.183100542590637,19.34648043407251,12,12,16059978.147140056,16059978.147140056,8425111.25957099,52.006859626981424,9.791158786837566e-05,0.007463451491677216,16059978.147140056,0.007463451491677216,12,9.791158786837566e-05,16059978.147140056,9.791158786837563e-05,16059978.147140056,0,8425111.259570992,9.791158786837563e-05,52.00685962698143,0.007463451491677216,0.0,True,0.0,0.0
yasu,2,3,121.84236170287926,97.4738893623034,12,12,16550527.673551193,16550527.673551193,8688841.53295635,53.634824277508336,0.07650738499234368,0.11849587837799944,16550527.673551193,0.11849587837799944,12,0.07650738499234368,16550527.673551187,0.07650738499234369,16550527.673551187,0,8688841.532956352,0.07650738499234369,53.63482427750834,0.11849587837799944,0.0,True,0.0,0.0
yasu,3,2,88.27799897043388,70.62239917634712,12,12,13246265.805987617,13246265.805987617,6265332.067650783,38.674889306486314,0.05366588108059859,0.1506801431669716,13246265.805987617,0.1506801431669716,12,0.05366588108059859,13246265.805987615,0.0536658810805986,13246265.805987615,0,6265332.067650784,0.0536658810805986,38.67488930648632,0.1506801431669716,0.0,True,0.0,0.0
yasu,4,3,74.2706415401057,59.416513232084554,12,12,16154571.18038676,16154571.18038676,8454925.783474311,52.19089989798957,0.030825302218588164,0.07519129491739325,16154571.18038676,0.07519129491739325,12,0.030825302218588164,16154571.180386761,0.030825302218588174,16154571.180386761,0,8454925.783474311,0.030825302218588174,52.190899897989574,0.07519129491739325,0.0,True,0.0,0.0
yasu,5,3,116.2157323118003,92.97258584944024,12,12,123970857.37525088,123970857.37525088,88435921.9348171,545.9007526840561,0.08961061576480224,0.6506362442187745,123970857.37525088,0.6506362442187745,12,0.08961061576480224,123970857.3752509,0.08961061576480224,123970857.3752509,0,88435921.93481712,0.08961061576480224,545.9007526840562,0.6506362442187745,0.0,True,0.0,0.0
yasu,6,4,213.66524614100598,170.93219691280478,12,12,34675578.09499407,34675578.09499407,21907182.572963048,135.2295220553274,0.25916622202132616,0.2213028914013613,34675578.09499407,0.2213028914013613,12,0.25916622202132616,34675578.09499407,0.25916622202132616,34675578.09499407,0,21907182.572963044,0.25916622202132616,135.22952205532744,0.2213028914013613,0.0,False,0.0,0.0
yasu,7,1,58.17961401209384,46.543691209675075,1,1,4713525.528645839,4713525.528645839,0.0,0.0,0.0,0.0,4713525.528645839,0.0,1,0.0,4713525.528645839,0.0,4713525.528645839,0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0
yasu,8,1,21.374308200191344,17.099446560153076,1,1,4713525.528645839,4713525.528645839,0.0,0.0,0.0,0.0,4713525.528645839,0.0,1,0.0,4713525.528645839,0.0,4713525.528645839,0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0
yasu,9,1,30.67555547790537,24.540444382324296,1,1,4713525.528645839,4713525.528645839,0.0,0.0,0.0,0.0,4713525.528645839,0.0,1,0.0,4713525.528645839,0.0,4713525.528645839,0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0
