city,cluster,terminals,raw_kw,coinc_kw,n_s1,n_s1_feas,s1_npc_mean,s1_npc_feas_mean,s1_capex_mean,s1_length_mean,s1_plkw_mean,s1_vdrop_max,s1cond_npc_mean,s1cond_vdrop_max,n_s1cond_feas,s1cond_plkw_mean,s2f_npc,s2f_plkw,s2_npc,s2_w,s2_capex,s2_plkw,s2_length,s2_vdrop,s2_upsize_m,s2_feasible,vof_mean,s1_famA_npc,s1_famB_npc,tld
yasu,60,5,181.36206974513414,108.81724184708047,12,12,35179985.21831867,35179985.21831867,22185380.953448046,136.94679600893855,0.33239978245940255,0.7136738467505409,35179985.21831867,0.7136738467505409,12,0.33239978245940255,35158383.719486654,0.4253976566047287,35158383.719486654,0,22046992.862356585,0.4253976566047287,136.09254853306533,0.7136738467505409,0.0,True,21601.49883202091,35158383.719486654,35201586.717150696,0.0
yasu,61,1,22.93114790944225,13.75868874566535,1,1,4713525.528645839,4713525.528645839,0.0,0.0,0.0,0.0,4713525.528645839,0.0,1,0.0,4713525.528645839,0.0,4713525.528645839,0,0.0,0.0,0.0,0.0,0.0,True,0.0,,,0.0
yasu,62,4,115.07309751641145,69.04385850984687,12,12,30216081.443937004,30216081.443937004,18845276.32142117,116.3288661816121,0.06954469264388628,0.17889613116386544,30216081.443937004,0.17889613116386544,12,0.06954469264388628,30216081.443937004,0.06954469264388627,30216081.443937004,0,18845276.321421165,0.06954469264388627,116.32886618161211,0.17889613116386544,0.0,True,0.0,30216081.443937004,30216081.443937004,0.0
yasu,63,2,45.337328905592315,27.202397343355386,12,12,10753485.939553708,10753485.939553708,4479846.163943113,27.653371382364885,0.0038690103762239907,0.03421104520779156,10753485.939553708,0.03421104520779156,12,0.0038690103762239907,10753485.939553708,0.0038690103762239916,10753485.939553708,0,4479846.163943113,0.0038690103762239916,27.65337138236489,0.03421104520779156,0.0,True,0.0,10753485.939553708,10753485.939553708,0.0
yasu,64,5,237.28151667729736,142.36891000637843,12,12,41095182.17250203,41095182.17250203,26542800.52104336,163.84444766076146,0.3589080727902534,0.6068860629554677,41095182.17250203,0.6068860629554677,12,0.3589080727902534,41095182.172502026,0.3589080727902534,41095182.172502026,0,26542800.52104336,0.3589080727902534,163.84444766076146,0.6068860629554677,0.0,False,0.0,41095182.17250203,41095182.17250203,0.0
yasu,65,4,213.91447787703157,128.34868672621894,12,12,71773005.76361953,71773005.76361953,48261167.041118026,297.90843852541997,1.165586738148562,1.5424051141104975,71773005.76361953,1.5424051141104975,12,1.165586738148562,71773005.76361951,1.165586738148562,71773005.76361951,0,48261167.041118026,1.165586738148562,297.9084385254199,1.5424051141104975,0.0,True,0.0,71773005.76361953,71773005.76361953,0.0
yasu,66,4,92.4710246411746,55.482614784704765,12,12,22026328.353763614,22026328.353763614,12805047.946113499,79.04350584020678,0.038362372098610306,0.10071140146938687,22026328.353763614,0.10071140146938687,12,0.038362372098610306,22026328.353763618,0.0383623720986103,22026328.353763618,0,12805047.9461135,0.0383623720986103,79.04350584020679,0.10071140146938687,0.0,True,0.0,22026328.353763614,22026328.353763614,0.0
yasu,67,5,188.72817558815274,113.23690535289164,12,12,47372656.61839091,47372656.61839091,31070168.30442965,191.7911623730225,0.46071184357967887,0.8743908458795423,47372656.61839091,0.8743908458795423,12,0.46071184357967887,46832310.393133484,0.5000852212264371,46832310.393133484,0,30617137.842215773,0.5000852212264371,188.994678038369,0.8743908458795423,0.0,True,540346.2252574252,46832310.393133484,47913002.84364834,0.0
yasu,68,4,160.5274097215431,96.31644583292587,12,12,31039789.05488282,31039789.05488282,19336848.555650417,119.36326268920014,0.16080865435118552,0.4314415693141057,31039789.05488282,0.4314415693141057,12,0.16080865435118552,31039789.05488282,0.16080865435118552,31039789.05488282,0,19336848.555650417,0.16080865435118552,119.36326268920013,0.4314415693141057,0.0,True,0.0,31039789.05488282,31039789.05488282,0.0
yasu,69,2,36.867867567956075,22.120720540773647,12,12,80984138.22363819,80984138.22363819,56586304.15212342,349.2981737785395,0.03647009017888813,0.37330080686780004,80984138.22363819,0.37330080686780004,12,0.03647009017888813,80984138.22363819,0.03647009017888812,80984138.22363819,0,56586304.152123414,0.03647009017888812,349.29817377853954,0.37330080686780004,0.0,True,0.0,80984138.22363819,80984138.22363819,0.0
