city,cluster,frequency_hz,terminals,demand_kw,transformer_sites,transformer_units,s1_npc_mean,s1_npc_std,s1B_npc_mean,s1A_npc_mean,s1B_length_mean,s1_capex_mean,s1_capex_trench_mean,s1_capex_conductor_mean,s1_capex_transformer_mean,s1_variable_loss_kwh_y_mean,s1_no_load_loss_kwh_y_mean,s1_length_mean,s1_plkw_mean,s1_vdrop_max,s1_customer_min_pu,s1_representative_candidate,s1_representative_fixed_npc,s1_conductor_optimized_npc,s15_npc,s15_capex,s15_conductor_optimized_npc,s2_topology_fixed_conductor_npc,s2_npc,s2_w,s2_capex,s2_capex_trench,s2_capex_conductor,s2_capex_transformer,s2_variable_loss_kwh_y,s2_no_load_loss_kwh_y,s2_plkw,s2_length,s2_vdrop,s2_customer_min_pu,s2_upsize_m,edge_set_divergence,tld,all_primary_networks_feasible,delta_npc,delta_npc_B,routing_policy_delta_npc,routing_policy_savings_pct,combined_screening_savings_pct,ltp_pct,ltpB_pct
yasu,10,60,3,292.62139782667407,3,10,269988066.05339867,0.0,269988066.05339867,269988066.05339867,771.5401693381338,195005949.56930625,153231025.40072006,22288504.233453345,19486419.935132872,7549.176592876817,5203.4400000000005,771.5401693381338,5.111840890546699,0.020842300556013826,0.9767579336178925,c010_r00_A_steiner.csv,269988066.05339867,254582462.23261005,269988066.0533987,195005949.56930628,254582462.2326101,269988066.0533987,254582462.2326101,0.0,183349488.35549653,153231025.40072006,10632043.019643577,19486419.935132872,8055.1803520284675,5203.4400000000005,5.414661263833863,771.5401693381339,0.0664617063642557,0.9733499446793102,0.0,0.0,0.0,True,15405603.820788562,15405603.820788562,-5.960464477539063e-08,-2.2076770150130236e-14,5.706031398343962,5.706031398343962,5.706031398343962
yasu,11,60,4,619.6972274524786,4,19,212950552.16199005,0.0,212950552.16199008,212950552.16199008,171.2858106510057,146466153.4377665,96942871.59765084,9982145.266275143,39541136.573840484,16685.515194442873,10485.719999999994,171.2858106510057,11.182526487275576,0.014074330923118727,0.9758491537070405,c011_r00_A_steiner.csv,212950552.16199005,209688680.26445216,212950552.16199005,146466153.4377665,209688680.26445216,212950552.16199005,209688680.26445216,0.0,143938136.71487695,96942871.59765086,7454128.543385594,39541136.573840484,16932.39243287626,10485.719999999994,11.330271353092073,171.2858106510057,0.044664151501668435,0.975543255501255,0.0,0.0,0.0,True,3261871.897537887,3261871.897537917,0.0,0.0,1.5317508522150265,1.5317508522150265,1.5317508522150403
yasu,12,60,7,609.0800954604331,7,21,282347077.6960452,3014728.003615673,280215343.0812556,284478812.3108349,392.3101941529794,198329393.00287816,138954328.9844876,16334054.830747932,43041009.187642634,14962.757185375382,11431.799999999996,401.3621932299174,10.259533705198406,0.014739489343465913,0.9757871872551829,c012_r00_A_steiner.csv,284478812.3108349,276235962.3329528,284478812.31083494,199913492.8413423,276235962.33295286,278083608.466466,270394918.7054645,0.3,188883502.42394233,136238729.26140624,9603763.97489346,43041009.187642634,16293.206287956267,11431.799999999996,11.05574734313379,383.2581950760415,0.04677666223725199,0.973850451239316,0.0,0.33333333333333337,0.33333333333333337,True,11952158.990580738,9820424.375791132,-2131734.6147897243,-0.755005021544653,4.233144216724489,4.233144216724489,3.5045990943270544
yasu,13,60,7,158.79154577510715,7,7,105618193.25781523,0.0,105618193.25781523,105618193.25781523,201.5791802217892,75410724.46244055,56486877.03326837,7139479.5055447295,11784367.923627444,3821.282528130292,3206.16,201.5791802217892,2.6528648318822556,0.0026137948523297164,0.9759315574827567,c013_r00_A_steiner.csv,105618193.25781523,101235267.94889614,105618193.25781523,75410724.46244055,101235267.94889614,105618193.25781523,101235267.94889614,0.0,71962215.4788382,56486877.03326838,3690970.5219423925,11784367.923627444,4273.385031376851,3206.16,2.9234277404003968,201.5791802217892,0.008311117065397522,0.9758792912857924,0.0,0.0,0.0,True,4382925.308919087,4382925.308919087,0.0,0.0,4.149782507849112,4.149782507849112,4.149782507849112
yasu,14,60,11,229.8929434299427,11,13,171460739.21564725,4186386.7210980784,174386638.02837917,168534840.40291542,304.37151845955174,122922451.925898,92542775.20634045,11198795.867723405,19180880.851834167,4854.397919860569,5387.4,291.9518347089363,3.5201376864100316,0.010278311976228659,0.9775926580954695,c014_r16_B_incremental.csv,171689923.9451144,164870174.28143656,168534840.4029154,120749007.26954032,161985890.632878,168534840.4029154,161985890.632878,0.0,115268328.4804274,90679822.64374813,5407624.984845089,19180880.851834167,6296.116030163763,5387.4,4.382940794965657,279.53215095832087,0.02902754557470127,0.9727847796444811,0.0,0.0,0.0,True,9474848.582769245,12400747.395501167,2925898.812731862,1.706454099122914,5.525958085864,5.525958085864,7.111065122709174
yasu,15,60,10,558.0412029818067,9,22,520766483.51953346,5976442.485298845,523337829.92657185,518195137.1124951,1411.4756310538314,376114159.89578104,292540691.57805604,41606781.929676004,41966686.38804898,13386.283556304023,11265.359999999995,1400.27127718704,9.29708551099303,0.078897001480417,0.9765759674424384,c015_r12_B_incremental.csv,521935243.97083926,493754851.4997933,518071472.4240067,374062111.9069941,490789187.58793515,518071472.4240067,490789187.58793515,0.0,352334933.0706837,290781793.3019529,19586453.380681835,41966686.38804898,16928.09133629622,11265.359999999997,11.416697341242644,1388.545288679686,0.2369989319383945,0.9747745629360701,0.0,0.0,0.0,True,29977295.931598306,32548642.338636696,2695011.095526755,0.5175085534139732,5.75637965965102,5.75637965965102,6.219432358483144
yasu,16,60,6,1255.7711737948803,6,38,416007210.8934288,0.0,416007210.8934288,416007210.8934288,297.58832473831313,285060229.97688574,187138248.71074697,18839708.118457828,79082273.14768094,34595.53289493733,20971.44,297.58832473831313,23.097862364337676,0.04487536889593519,0.9749190825154667,c016_r00_A_steiner.csv,416007210.8934288,410881289.2786877,416007210.8934288,285060229.97688574,410881289.2786877,416007210.8934288,410881289.2786877,0.0,280668107.48515195,187138248.71074697,14447585.626724016,79082273.14768094,35960.97059176837,20971.44,23.915015094088083,297.58832473831313,0.1424965601653033,0.9744774092080276,0.0,0.0,0.0,True,5125921.614741087,5125921.614741087,0.0,0.0,1.2321713375430472,1.2321713375430472,1.2321713375430472
yasu,17,60,5,159.6747943699098,5,6,89161068.79627708,0.0,89161068.79627706,89161068.79627706,162.2637031080055,63195765.88530741,46839555.46620083,5856592.577700138,10499617.841406442,4177.130331803815,2838.2400000000002,162.2637031080055,2.8238236544066115,0.0017852537096752546,0.9757801035675104,c017_r00_A_steiner.csv,89161068.79627708,85771809.26770782,89161068.79627708,63195765.88530741,85771809.26770782,89161068.79627708,85771809.26770782,0.0,60527268.74011492,46839555.46620083,3188095.4325076523,10499617.841406442,4530.952834964242,2838.2400000000002,3.0355704261382566,162.2637031080055,0.005671869148100637,0.9749297698795103,0.0,0.0,0.0,True,3389259.5285692513,3389259.5285692364,0.0,0.0,3.8012773672703775,3.8012773672703775,3.8012773672703615
yasu,18,60,2,473.4651011350355,2,14,250789504.51008007,0.0,250789504.51008,250789504.51008,521.8859119352692,177165608.90623876,130782886.79029037,17247147.79838173,29135574.317566674,13380.106391511663,7726.319999999997,521.8859119352692,8.889388757136073,0.061830013293619035,0.9748304416272856,c018_r00_A_steiner.csv,250789504.51008007,240781531.8945595,250789504.51008007,177165608.90623876,240781531.8945595,250789504.51008007,240781531.8945595,0.0,169463065.9588783,130782886.79029037,9544604.851021271,29135574.317566674,14012.097379774848,7726.319999999997,9.267606791130211,521.8859119352692,0.1964306892606201,0.9744493453540527,0.0,0.0,0.0,True,10007972.615520567,10007972.615520507,0.0,0.0,3.9905867014137,3.9905867014137,3.9905867014136773
yasu,19,60,7,758.3676799728041,6,24,334427947.6447371,0.0,334427947.6447372,334427947.6447372,496.6335044282232,234057562.10505334,164495025.66423348,19615837.610705577,49946698.8301143,20010.80466613808,13245.11999999999,496.6335044282232,13.487561898859992,0.041578758234305555,0.9749497234226524,c019_r00_A_steiner.csv,334427947.6447371,324957418.26726854,334427947.6447371,234057562.10505337,324957418.26726854,334427947.6447371,324957418.26726854,0.0,226588711.28601643,164495025.66423348,12146986.791668653,49946698.8301143,21028.22018915586,13245.119999999992,14.096439091758597,496.63350442822315,0.13208050882944503,0.9747869518569923,0.0,0.0,0.0,True,9470529.377468586,9470529.377468646,0.0,0.0,2.8318594316552548,2.8318594316552548,2.831859431655272
yasu,20,60,4,229.73473836143535,4,8,139874029.67646915,0.0,139874029.67646912,139874029.67646912,292.5718285203939,99586617.31239969,73885774.2780591,9714295.71300985,15986547.321330719,5707.839929491376,4257.36,292.571828520394,3.901884144832868,0.013774311218777726,0.9760975796371564,c020_r00_A_steiner.csv,139874029.67646915,134005353.172007,139874029.67646915,99586617.31239969,134005353.172007,139874029.67646915,134005353.172007,0.0,94925390.5868186,73885774.2780591,5053068.987428786,15986547.321330719,6415.0900201316945,4257.36,4.325141349115601,292.571828520394,0.04374344043679395,0.9741324964333327,0.0,0.0,0.0,True,5868676.504462153,5868676.504462123,0.0,0.0,4.195687017837761,4.195687017837761,4.195687017837741
yasu,21,60,8,367.68855115764876,8,14,205979888.43723238,4818917.259059042,208860138.8974369,203099637.97702786,377.68187547254246,145970583.09663734,107316682.55882269,13336113.759803781,25317786.778010875,9413.139925577407,6850.320000000001,365.44455039215126,6.4153386748878845,0.04299305026888484,0.9754903905388081,c021_r12_B_incremental.csv,204707491.28200698,197291483.38304237,202843202.8125053,143639837.38807583,195617959.33373427,202843202.8125053,195617959.33373427,0.0,137830389.9935133,105318900.5229128,7193702.692589587,25317786.778010875,10452.552490610722,6850.320000000001,7.0373801029406415,352.1260034860854,0.11086699325030415,0.9742380323598949,0.0,0.0,0.0,True,10361929.103498101,13242179.563702613,3136685.6247270703,1.5228115951149779,5.030553799263592,5.030553799263592,6.340213902761662
yasu,22,60,6,1282.0531862957776,6,39,507214572.14538574,2745608.216990582,508444175.8740366,505984968.41673464,652.5066974533416,351722090.8940695,243339477.9290068,27881579.65483446,80501033.31022832,36680.08478436464,21365.639999999996,647.2631861933783,24.390372427012238,0.1519938844242764,0.9738133265104693,c022_r00_A_steiner.csv,507796460.0336303,496834378.3492086,504691045.83323777,349742363.92968225,494889401.4710109,504691045.83323777,494889401.4710109,0.0,340424239.42430794,241642569.10238913,18280637.011690486,80501033.31022832,41681.02480045728,21365.639999999996,27.383208932809854,635.9504606825942,0.43259071382277453,0.9710073582164842,0.0,0.0,0.0,True,12325170.674374819,13554774.403025687,2523526.312147975,0.49752638246849157,2.429971722271809,2.429971722271809,2.665931688513192
yasu,23,60,8,187.723646234919,8,11,168024518.55978385,365691.3882660295,168094895.90026906,167954141.2192986,348.9545923741607,121193577.94247429,93548485.7503637,12016414.29172728,15628677.900383316,3944.5672325903947,4380.0,348.6565716690912,2.86064515376721,0.00614425269388834,0.9794594833360141,c023_r00_A_steiner.csv,167813386.5383281,160004327.87608996,167813386.5383281,121037117.0723128,160004327.87608996,167813386.5383281,160004327.87608996,0.0,114618927.43210357,93414376.43308242,5575873.098637851,15628677.900383316,5387.857329446713,4380.0,3.7243890252049487,347.7625095538828,0.010858381073720728,0.9740620347639627,0.0,0.0,0.0,True,8020190.683693886,8090568.024179101,211132.02145573497,0.1256554836552698,4.773226403169408,4.773226403169408,4.813095591539701
yasu,24,60,6,225.59890755469996,6,10,121598654.09199466,0.0,121598654.09199469,121598654.09199469,164.3630574868502,86100545.84050214,62154458.623027526,7109076.437171254,16837010.780303363,5196.255438603856,4572.719999999999,164.36305748685018,3.6317239559081593,0.003859194873712113,0.9773668013670742,c024_r00_A_steiner.csv,121598654.09199466,117934580.38813323,121598654.09199466,86100545.84050214,117934580.38813323,121598654.09199466,117934580.38813323,0.0,82788663.91292123,62154458.623027526,3797194.5095903436,16837010.780303363,6573.918446537927,4572.719999999999,4.4561929816441515,164.36305748685018,0.012297576338520836,0.9731150273204301,0.0,0.0,0.0,True,3664073.7038614303,3664073.70386146,0.0,0.0,3.013251858108067,3.013251858108067,3.013251858108091
yasu,25,60,6,344.50287502485963,6,13,186940258.38928863,0.0,186940258.38928863,186940258.38928863,312.6610570400962,132433089.9822066,95649158.55601442,11716526.426002404,25067405.000189785,8163.134705327375,6701.400000000001,312.6610570400961,5.650267063638112,0.00952871227101434,0.9774172164185848,c025_r00_A_steiner.csv,186940258.38928863,180520220.9237758,186940258.38928863,132433089.9822066,180520220.92377576,186940258.38928863,180520220.92377576,0.0,127275612.68121545,95649158.55601442,6559049.125011263,25067405.000189785,9072.766888042723,6701.400000000001,6.194640800279314,312.6610570400961,0.030268750307779115,0.9747600911148909,0.0,0.0,0.0,True,6420037.465512872,6420037.465512872,0.0,0.0,3.434272275447293,3.434272275447293,3.434272275447293
yasu,26,60,4,261.95170774408086,4,9,160010309.7614782,0.0,160010309.7614782,160010309.7614782,342.998906677496,113880116.1524399,85199836.0016244,11274972.666937402,17405307.483878106,6848.445031513286,4651.5599999999995,342.998906677496,4.629484731331674,0.006694080340160078,0.9747459898233667,c026_r00_A_steiner.csv,160010309.7614782,153051470.28093436,160010309.7614782,113880116.1524399,153051470.28093436,160010309.7614782,153051470.28093436,0.0,108409509.51466823,85199836.0016244,5804366.029165714,17405307.483878106,7555.429348856038,4651.5599999999995,5.052582882311495,342.998906677496,0.02125974209855375,0.9743219462644221,0.0,0.0,0.0,True,6958839.480543822,6958839.480543822,0.0,0.0,4.348994443493749,4.348994443493749,4.348994443493749
yasu,27,60,11,358.1381055741896,11,18,229128139.75224486,3792546.8962452603,232292621.18026817,225963658.32422164,366.7036494560585,163437370.55028152,120490231.08104408,14231705.180174014,28715434.289063442,7757.412915051921,7857.720000000002,353.2682072069604,5.539460914948755,0.010448760068563635,0.9776702140648088,c027_r20_B_incremental.csv,231672481.66694492,223472986.26482317,225963658.32422167,161086168.15668938,218260648.441027,225963658.32422167,218260648.441027,0.0,154233356.7565924,118474914.74367936,7043007.7238495825,28715434.289063446,10401.181472240653,7857.720000000002,7.121636870943616,339.8327649578624,0.03323903582943813,0.9730946149123643,0.0,0.0,0.0,True,10867491.311217874,14031972.739241183,3164481.4280231893,1.3810968096039742,4.742975403618622,4.742975403618622,6.040645057060088
yasu,28,60,7,215.6384000368277,7,10,139413479.7722441,984504.0896349939,140176073.36093,138650886.18355823,253.70744353798375,99473081.62402523,75070964.08871068,9261827.348118449,15140290.187196082,5236.774936936498,4196.039999999999,250.47309392473792,3.6129730437629033,0.0031451650219506437,0.9778413148003685,c028_r00_A_steiner.csv,138650886.18355823,133288293.98523602,138650886.18355823,98907070.4417072,133288293.98523602,138650886.18355823,133288293.98523602,0.0,94636898.11268663,74585811.6467238,4910796.2787667485,15140290.18719608,5907.87290167241,4196.039999999999,4.014594835139117,247.2387443114921,0.008529506622077557,0.9758255813297684,0.0,0.0,0.0,True,6125185.787008077,6887779.375693977,762593.5886858702,0.5470013300949793,4.393539130516376,4.393539130516376,4.913662660502049
yasu,29,60,12,346.29631413175025,12,18,244125575.1691073,3881339.109573923,245317510.11765245,242933640.22056207,418.08951305068877,174766800.58891007,129454592.12640178,15725765.354400298,29586443.10810798,7018.140282970981,8146.8,413.03061417601174,5.130039667361463,0.027911260503584123,0.9803145189715698,c029_r05_A_steiner.csv,243295264.81657612,233979864.36639625,242900765.2572881,173856577.73446196,233643693.7409249,242900765.2572881,233643693.7409249,0.0,166000201.12381017,128674401.1083034,7739356.907398805,29586443.10810798,9309.812903008049,8146.800000000001,6.501502123322412,407.82934072202266,0.04172574704373553,0.9752140046158416,0.0,0.0,0.0,True,10481881.428182393,11673816.376727551,1224809.9118191898,0.5017130675353274,4.293643310792624,4.293643310792624,4.758655984698718
yasu,30,60,5,751.7735426740644,5,24,409707244.058592,9639292.409887435,415272492.1262379,404141995.9909459,851.5516129460142,289914406.3217841,214190378.08981565,27898396.348302614,47825631.88366578,20606.476796557046,12745.799999999994,827.9358539321046,13.78704473841963,0.03528761017730975,0.9755496333313486,c030_r00_A_steiner.csv,404141995.99094594,388113235.9670551,404141995.99094594,285781648.4943499,388113235.9670551,404141995.99094594,388113235.9670551,0.0,273641386.55165017,210648014.23772925,15167740.430255115,47825631.883665785,21162.344358186343,12745.799999999992,14.119706343133835,804.3200949181949,0.11211600685996789,0.9751037259053019,0.0,0.0,0.0,True,21594008.09153694,27159256.159182847,5565248.067646086,1.3583474903973636,5.270594651347876,5.270594651347876,6.540104792427896
yasu,31,60,5,341.19666705107517,5,13,175499288.26782972,0.0,175499288.2678297,175499288.2678297,266.5814363767987,123997140.35043705,88737215.45651981,10564535.909419969,24695388.98449725,8085.851204648123,6640.079999999998,266.58143637679876,5.597016382489287,0.009550207123814316,0.9780448608378602,c031_r00_A_steiner.csv,175499288.26782972,169941078.6929722,175499288.26782972,123997140.35043703,169941078.69297218,175499288.26782972,169941078.69297218,0.0,119450249.93816444,88737215.45651981,6017645.497147385,24695388.98449725,9063.90258082707,6640.079999999998,6.182335913168442,266.58143637679876,0.030360025539804072,0.9744942065073936,0.0,0.0,0.0,True,5558209.574857533,5558209.574857503,0.0,0.0,3.1670838267874575,3.1670838267874575,3.167083826787441
yasu,32,60,5,243.77579737747058,5,9,404648796.99759054,0.0,404648796.99759054,404648796.99759054,1375.7918527657373,295943586.29529697,240118777.91486064,37094796.31914343,18730012.06129286,5580.764385422549,4966.919999999999,1375.7918527657373,3.9068351768269616,0.028420411318469025,0.976872420396047,c032_r00_A_steiner.csv,404648796.99759054,377176104.97779703,404648796.99759054,295943586.29529697,377176104.97779703,404648796.99759054,377176104.97779703,0.0,275290674.623088,240118777.91486064,16441884.646934494,18730012.06129286,6170.914807661704,4966.919999999999,4.260013523678884,1375.7918527657375,0.09043850345904392,0.976872420396047,0.0,0.0,0.0,True,27472692.01979351,27472692.01979351,0.0,0.0,6.789268181107949,6.789268181107949,6.789268181107949
yasu,33,60,5,136.2091400589494,5,7,80447855.17040843,0.0,80447855.17040844,80447855.17040844,101.11810908361191,57167684.724552155,41417716.36254179,4627952.727090297,11122015.634920066,2937.1304125895235,3048.4799999999996,101.11810908361194,2.1057397634843977,0.001225439678915846,0.9767412951135137,c033_r00_A_steiner.csv,80447855.17040843,77963322.60561033,80447855.17040843,57167684.724552155,77963322.60561033,80447855.17040843,77963322.60561033,0.0,54997752.79680384,41417716.36254179,2458020.799341978,11122015.634920066,3694.67470345339,3048.4799999999996,2.559095772786699,101.11810908361191,0.0038970443486395006,0.9750691110055922,0.0,0.0,0.0,True,2484532.564798102,2484532.5647981167,0.0,0.0,3.0883763893210676,3.0883763893210676,3.088376389321086
yasu,34,60,9,518.0035036820236,9,20,299882775.545405,0.0,299882775.545405,299882775.545405,520.6503336017066,213073705.1166865,153097550.04025596,19016258.340042662,40959896.73638787,11498.529298269097,10879.919999999995,520.6503336017065,8.123349933433335,0.05440089599223387,0.9782048903016808,c034_r00_A_steiner.csv,299882775.545405,289573926.2652381,299882775.545405,213073705.11668652,289573926.2652381,299882775.545405,289573926.2652381,0.0,204073188.33578238,153097550.04025596,10015741.559138536,40959896.73638787,14634.776367232498,10879.919999999995,10.00025201364028,520.6503336017065,0.1731897388636808,0.9753987088973101,0.0,0.0,0.0,True,10308849.280166864,10308849.280166864,0.0,0.0,3.437626339631504,3.437626339631504,3.437626339631504
