city,cluster,frequency_hz,terminals,demand_kw,transformer_sites,transformer_units,s1_npc_mean,s1_npc_std,s1B_npc_mean,s1A_npc_mean,s1B_length_mean,s1_capex_mean,s1_capex_trench_mean,s1_capex_conductor_mean,s1_capex_transformer_mean,s1_variable_loss_kwh_y_mean,s1_no_load_loss_kwh_y_mean,s1_length_mean,s1_plkw_mean,s1_vdrop_max,s1_customer_min_pu,s1_representative_candidate,s1_representative_fixed_npc,s1_conductor_optimized_npc,s15_npc,s15_capex,s15_conductor_optimized_npc,s2_topology_fixed_conductor_npc,s2_npc,s2_w,s2_capex,s2_capex_trench,s2_capex_conductor,s2_capex_transformer,s2_variable_loss_kwh_y,s2_no_load_loss_kwh_y,s2_plkw,s2_length,s2_vdrop,s2_customer_min_pu,s2_upsize_m,edge_set_divergence,tld,all_primary_networks_feasible,delta_npc,delta_npc_B,routing_policy_delta_npc,routing_policy_savings_pct,combined_screening_savings_pct,ltp_pct,ltpB_pct
yasu,0,60,4,84.99019654541684,4,4,93254620.74844247,0.0,93254620.74844246,93254620.74844246,254.53299104667386,67609008.58044584,53179948.65700108,7563324.776166846,6865735.147277909,1948.3214454974461,1865.8799999999999,254.53299104667386,1.3789823009972928,0.0020854708469194134,0.9778728359803034,c000_r00_A_steiner.csv,93254620.74844247,87981739.3318053,93254620.74844247,67609008.58044584,87981739.3318053,93254620.74844247,87981739.3318053,0.0,63648208.700645156,53179948.65700108,3602524.896366172,6865735.147277908,2054.2506825890855,1865.8799999999999,1.4423761603075373,254.53299104667383,0.006616597817383356,0.9778275247105987,0.0,0.0,0.0,True,5272881.416637167,5272881.416637152,0.0,0.0,5.6542843392832465,5.6542843392832465,5.654284339283231
yasu,1,60,3,611.3049146568345,3,18,193870598.38643655,2.9802322387695312e-08,193870598.3864365,193870598.3864365,125.75503887248101,132367155.9252699,86363255.83087215,8543875.971812025,37460024.12258572,17077.273217611342,9933.839999999995,125.75503887248101,11.353975952657045,0.009424254456613804,0.9752593085221348,c001_r00_A_steiner.csv,193870598.38643652,191409413.4767612,193870598.38643652,132367155.9252699,191409413.4767612,193870598.38643652,191409413.4767612,0.0,130511130.37330517,86363255.83087215,6687850.419847306,37460024.12258572,17143.66323610114,9933.839999999995,11.39370737721272,125.75503887248101,0.02990497100549736,0.9750545013566461,0.0,0.0,0.0,True,2461184.9096753597,2461184.9096753,2.9802322387695312e-08,1.5372275443381685e-14,1.2694987946390677,1.2694987946390677,1.2694987946390373
yasu,2,60,8,285.0728456660602,8,13,154740470.36009806,223443.38875410613,154869128.22197258,154611812.49822354,189.393253689668,109597263.17376357,77077059.90711436,8621176.651185727,23899026.615463484,5905.621635048375,6456.119999999999,188.84706604742905,4.271247553844998,0.0042050320136943565,0.9767933107420651,c002_r00_A_steiner.csv,154611812.49822354,150240783.5748697,154611812.49822354,109501680.33637176,150240783.5748697,154611812.49822354,150240783.5748697,0.0,105693108.35610218,76995131.76077853,4798949.97986018,23899026.615463484,7217.549364575877,6456.119999999999,5.056376987364152,188.30087840519016,0.013378838919806818,0.9767230196802194,0.0,0.0,0.0,True,4499686.785228372,4628344.647102892,128657.86187452078,0.08314428770645443,2.90789266360449,2.90789266360449,2.98855214092064
yasu,3,60,4,187.79871326185338,3,8,131678287.55064298,4749854.830613137,133802487.20754433,129554087.89374162,275.206928168155,94308353.03680253,69929278.28929646,9054879.71488274,15324195.032623343,3983.7973251031676,4099.679999999999,266.19518859530973,2.852122590533144,0.009970966918748067,0.9772093551506463,c003_r00_A_steiner.csv,129554087.89374164,124213392.41170058,129554087.89374164,92731298.61155462,124213392.41170058,129554087.89374164,124213392.41170058,0.0,88379475.72290054,68577517.35336968,4477763.336907524,15324195.032623343,4883.052369708972,4099.679999999999,3.3902860791689697,257.1834490224645,0.02517521640422935,0.975138153619246,0.0,0.0,0.0,True,7464895.138942406,9589094.79584375,2124199.6569013447,1.6131738165902145,5.669040263051291,5.669040263051291,7.166604295606157
yasu,4,60,6,331.91318123560285,6,13,182688460.26554617,42754.96423265996,182700862.80545726,182676057.72563502,295.94040486982357,129497358.24588247,93132817.06773658,11297136.177956099,25067405.000189777,7647.127291864679,6701.399999999997,295.885447118244,5.34145995551367,0.01474380616794709,0.9768347225463581,c004_r00_A_steiner.csv,182688531.73738223,176503399.36274028,182647863.63748825,129465626.35013187,176484159.58655655,182647863.63748825,176484159.58655655,0.0,124341141.29345986,93105618.29995036,6168117.993319735,25067405.000189777,8927.153693734861,6701.399999999997,6.107497886697463,295.704121999669,0.04693495792893869,0.9745777636441189,0.0,0.0,0.0,True,6204300.678989619,6216703.21890071,40596.62805792689,0.022221780181910674,3.396109787104987,3.396109787104987,3.4026676850017687
yasu,5,60,4,541.3768916596996,4,18,815412467.5413638,0.0,815412467.5413638,815412467.5413638,2779.1433586901408,595251397.2356194,484371503.80352134,74878583.96725352,36001309.464844584,14244.618472063761,9592.199999999995,2779.1433586901417,9.619760152524439,0.11738148514206675,0.9764766909606362,c005_r00_A_steiner.csv,815412467.5413638,760455794.5885049,815412467.5413637,595251397.2356193,760455794.5885049,815412467.5413637,760455794.5885049,0.0,553890724.204249,484371503.8035212,33517910.93588319,36001309.464844584,15533.21083480043,9592.199999999995,10.390924424017445,2779.1433586901417,0.37453469930187566,0.9735755958950523,0.0,0.0,0.0,True,54956672.952858925,54956672.952858925,1.1920928955078125e-07,1.46195078314441e-14,6.739739106340204,6.739739106340204,6.739739106340204
yasu,6,60,3,81.92939710963655,3,4,180618424.7829635,8885835.05153124,171832000.4114579,189404849.15446922,584.0398028483012,132593787.62731527,108198591.52371739,16733098.587286228,7662097.516311672,1500.2874508116658,2049.8399999999997,621.3239434914493,1.1318542109144187,0.009376621315409879,0.9836802713296208,c006_r12_B_incremental.csv,174049898.45129913,162042681.21352383,189404849.15446922,139118512.2398662,176099693.4766134,170247787.525857,158562123.5086112,3.0,116028824.15132476,101597594.97474276,6769131.660270333,7662097.516311672,1936.5322981294667,2049.8399999999997,1.3929270292880584,577.3172998316185,0.029837541451232744,0.9799552633549369,0.0,0.16666666666666663,0.16666666666666663,True,22056301.274352312,13269876.902846694,-8786424.371505708,-4.864633484686702,12.211545583378784,12.211545583378784,7.72258768510609
yasu,7,60,5,173.8754352531074,5,8,255859608.6519648,5210276.877486449,258532424.29430032,253186793.00962934,814.0561936305284,186740295.4891858,150406984.38368884,22467830.73061481,13865480.3748822,3808.416529584139,3758.0399999999995,802.713229224592,2.708165113427613,0.017608066032070466,0.9772078104919782,c007_r00_A_steiner.csv,253186793.00962937,237117756.83831945,253186793.00962937,184755276.718147,237117756.83831945,253186793.00962937,237117756.83831945,0.0,172454237.27838746,148705539.7227984,9883217.180706859,13865480.374882203,4669.322390132216,3758.04,3.223378349181743,791.3702648186562,0.05603168719018427,0.9751199105541253,0.0,0.0,0.0,True,18741851.813645363,21414667.455980867,2672815.6423354447,1.0446414955520253,7.32505295087007,7.32505295087007,8.2831650669873
yasu,8,60,6,168.6655636701915,6,9,174909271.75999737,0.0,174909271.75999737,174909271.75999737,441.13297469361993,126707448.30732481,99919946.20404299,13728324.3673405,13059177.735941315,3744.39106436103,3644.1599999999994,441.13297469362004,2.6568487670999663,0.006835218483061137,0.978306480540618,c008_r00_A_steiner.csv,174909271.75999737,165515049.21560195,174909271.75999737,126707448.30732481,165515049.21560195,174909271.75999737,165515049.21560195,0.0,119119713.14379826,99919946.204043,6140589.203813952,13059177.735941317,5170.914573456881,3644.1599999999994,3.5105585937849764,441.13297469362,0.021819420693880216,0.9737862327852748,0.0,0.0,0.0,True,9394222.544395417,9394222.544395417,0.0,0.0,5.370911701745432,5.370911701745432,5.370911701745432
yasu,9,60,7,332.32771606180404,7,13,182057548.2882339,3689690.506795949,183432429.77275404,180682666.80371383,310.280472508452,128927601.46410662,94417656.91947143,11511276.153245235,22998668.391389966,8321.152593759869,6263.399999999999,304.4510461298095,5.694833625834018,0.015036115744502846,0.9762321141675363,c009_r00_A_steiner.csv,180682666.80371386,174328025.18740225,180682666.80371386,127907451.84784418,174328025.18740225,180682666.80371386,174328025.18740225,0.0,122892059.49035932,93543242.96267505,6350148.136294304,22998668.391389966,9011.05171163874,6263.4,6.107707057361138,298.62161975116703,0.03274247855015898,0.9732353534766689,0.0,0.0,0.0,True,7729523.100831658,9104404.585351795,1374881.484520048,0.7551905962961407,4.2456482433753635,4.2456482433753635,4.963356041584807
