node,cluster
215.0,83
225.0,12
2048.0,31
234.0,34
224.0,12
229.0,12
243.0,31
238.0,31
241.0,32
1708.0,32
259.0,56
1875.0,31
277.0,56
1726.0,72
1707.0,46
292.0,91
2285.0,56
290.0,46
289.0,56
2119.0,46
306.0,69
313.0,91
318.0,65
310.0,69
2482.0,91
349.0,40
323.0,65
347.0,65
324.0,28
1287.0,28
342.0,14
332.0,92
1288.0,66
340.0,42
1290.0,66
351.0,17
343.0,18
352.0,42
2488.0,19
346.0,18
1667.0,59
373.0,44
354.0,65
350.0,48
1456.0,48
366.0,66
377.0,50
1289.0,48
364.0,49
1292.0,24
375.0,40
367.0,66
1291.0,67
402.0,67
385.0,1
2097.0,44
2286.0,17
392.0,40
381.0,104
406.0,62
1838.0,44
396.0,85
395.0,1
387.0,67
390.0,67
1836.0,87
1828.0,67
420.0,99
409.0,9
1680.0,15
2045.0,85
428.0,84
404.0,62
1837.0,87
414.0,62
419.0,35
410.0,108
426.0,75
1835.0,62
1831.0,33
415.0,35
1840.0,86
425.0,80
1830.0,33
434.0,89
1829.0,99
432.0,75
444.0,16
2078.0,80
1612.0,78
1832.0,16
1834.0,89
508.0,30
453.0,78
442.0,86
446.0,86
1419.0,54
443.0,107
1604.0,81
1608.0,107
1610.0,107
1833.0,16
445.0,98
1921.0,21
1418.0,54
451.0,105
471.0,93
449.0,105
456.0,105
454.0,95
1444.0,95
458.0,101
1606.0,102
1603.0,78
462.0,63
1441.0,105
457.0,105
1442.0,105
459.0,95
461.0,101
474.0,100
1653.0,103
1623.0,94
1613.0,103
1422.0,100
467.0,110
1438.0,101
1443.0,51
464.0,63
484.0,45
465.0,100
476.0,100
1435.0,29
1437.0,10
470.0,110
1650.0,103
1439.0,110
478.0,45
490.0,22
481.0,29
493.0,22
1436.0,3
1440.0,45
480.0,26
495.0,77
485.0,29
483.0,93
497.0,106
1949.0,90
1432.0,7
492.0,106
499.0,22
1433.0,106
1434.0,3
500.0,106
501.0,70
496.0,70
506.0,109
507.0,58
511.0,82
517.0,109
1430.0,82
1431.0,109
512.0,58
522.0,58
515.0,82
523.0,58
1842.0,71
527.0,71
1429.0,82
1950.0,109
532.0,109
519.0,109
525.0,109
533.0,0
549.0,39
534.0,57
1427.0,58
547.0,0
1421.0,71
541.0,0
1428.0,71
1426.0,6
1841.0,71
1425.0,0
542.0,6
548.0,6
564.0,11
563.0,64
550.0,0
1424.0,6
558.0,39
1845.0,64
553.0,41
570.0,64
1843.0,41
573.0,64
556.0,64
1844.0,27
574.0,96
1904.0,93
576.0,11
565.0,27
1423.0,27
1452.0,11
579.0,5
587.0,5
604.0,37
599.0,38
626.0,5
613.0,37
2403.0,37
1966.0,37
635.0,37
1554.0,74
1458.0,102
1614.0,76
1607.0,81
1600.0,97
1601.0,97
1602.0,107
1648.0,43
1605.0,97
1615.0,76
1763.0,2
1616.0,107
1609.0,88
1618.0,88
1632.0,60
1630.0,60
1611.0,88
1631.0,2
1621.0,94
1656.0,23
1624.0,94
1617.0,2
1625.0,107
1619.0,43
1620.0,20
1651.0,23
1652.0,20
1622.0,23
1649.0,4
1629.0,15
1686.0,68
2046.0,15
1634.0,60
1633.0,60
1635.0,88
1636.0,60
1637.0,73
1646.0,43
1645.0,73
1639.0,85
1641.0,73
1640.0,15
1642.0,15
1643.0,73
1644.0,43
1657.0,4
1654.0,23
1655.0,4
1700.0,68
1696.0,68
1701.0,80
1698.0,68
1706.0,104
1711.0,34
1732.0,61
1746.0,34
1742.0,34
1712.0,55
1734.0,36
1713.0,47
1720.0,47
1718.0,47
1714.0,52
1721.0,52
1724.0,47
1725.0,8
1735.0,79
1723.0,52
1722.0,25
1737.0,25
1727.0,25
1731.0,25
1728.0,52
1729.0,79
1730.0,13
1733.0,13
2517.0,53
1759.0,31
1922.0,89
2630.0,21
1959.0,74
1956.0,74
2098.0,108
2526.0,96
2487.0,19
2490.0,19
2629.0,90
