city,cluster,pv_kwp,pen,gen_kwh_y,eloss_delta_kwh,capex_dg,npc_s2,npc_s3,delta_npc_s3
yasu,29,96.2125203830627,0.8212742395368783,109566.8182122318,18.93502813379652,24053130.095765673,20523542.17168188,-10409830.91542688,30933373.08710876
yasu,31,132.42492289753181,1.7619082366658996,150805.5021957092,433.8810291704424,33106230.72438295,145397138.65345466,102585417.5705634,42873259.404587865
yasu,32,50.427720429671965,1.0090350288007843,57427.08802531043,0.16634816625416082,12606930.107417991,5868565.349721714,-10338857.070635993,16207422.420357708
yasu,33,77.67095721993326,0.6101952551856987,88451.68608206,4.397786810226648,19417739.304983314,13177125.822023643,-11788640.837659307,24965766.659682952
yasu,34,77.08790171030708,0.9917441697768077,87787.70246769772,33.7456505489248,19271975.42757677,36523985.19765423,11728651.695298404,25747075.42514155
yasu,35,65.2631517083596,0.8921627994714152,74321.67716547992,6.322096881265892,16315787.9270899,18963316.895138264,-2015728.2712705135,20979045.166408777
yasu,37,106.8782298530085,0.8945706854517657,121712.92815660608,91.66646040284604,26719557.463252127,144638120.86223322,110234789.74613667,34667511.01158872
yasu,39,33.66539257330065,0.9016647577600173,38338.14906247478,0.7835787764635498,8416348.143325163,13576260.062624373,2755845.5853524245,10820414.477271946
yasu,40,113.36606274383672,0.6036572922934089,129101.27225268126,241.8116649636413,28341515.68595918,62603582.10197483,26028315.595273897,40640768.229981855
yasu,41,177.83678232047095,0.9005114813493974,202520.52770655233,29.81887917389554,44459195.58011774,12919704.584479552,-44253764.18117531,57173468.765654854
yasu,42,51.50013313082221,0.8999999999999999,58648.351609380334,0.8076486015472142,12875033.282705553,19907078.08572831,3354614.6776054874,16552463.40812283
yasu,43,185.89213768726046,1.173985500007849,211693.96639825223,197.44189994722274,46473034.42181511,73999072.52857101,14139771.20187281,59859301.3266982
yasu,45,69.52448171863458,0.9419955016029118,79174.47978118106,7.063408948514258,17381120.429658644,17783257.899653018,-4565795.025012217,22349052.924665235
yasu,46,82.40286055040188,0.7017024193741144,93840.37759479767,25.222144092990504,20600715.13760047,71973596.70104086,45474975.97764488,26498620.72339598
yasu,47,84.7791646391533,0.9433899914697262,96546.51269106776,29.030312135785096,21194791.15978832,35127917.91612256,7863359.176296957,27264558.739825606
yasu,48,118.55794518415928,0.6005906228353469,135013.7879757206,29.09317159590273,29639486.29603982,15849073.270763386,-22271926.03721519,38120999.30797858
yasu,52,96.63060964972931,0.9222159760067999,110042.93826911174,15.453335866374374,24157652.412432328,32148144.320784573,1082410.4924749434,31065733.82830963
yasu,54,56.731788882913555,0.9422632972732721,64606.16117986196,7.937643843447347,14182947.220728388,13075068.656672817,-5162954.274378449,18238022.931051265
yasu,56,139.84092393108628,0.7998957670827109,159250.8441727211,215.41148519434273,34960230.98277157,58419463.783641726,13350507.848568007,45068955.93507371
yasu,58,198.3845352733035,0.8999999999999999,225920.30876923804,310.45526844525466,49596133.81832588,51212985.18893652,-12726644.23958391,63939629.42852042
yasu,60,176.5634789458881,0.9735413760661784,201070.48982357737,165.06880604213757,44140869.736472026,35158383.719486654,-21684005.73415844,56863990.95247711
yasu,62,119.11937086545635,1.0351626351977519,135653.1395415817,28.693801024937386,29779842.716364086,30216081.443937004,-8085127.701367393,38301209.1453044
yasu,63,44.14803688390546,0.9737679292010484,50275.784403391546,1.5016574129697666,11037009.220976366,10753485.939553708,-3436435.6376047917,14189921.5771585
yasu,64,206.39047758886846,0.8698127038253861,235037.4758782034,124.42982090964927,51597619.39721712,41095182.172502026,-25310036.009973258,66405218.18247529
yasu,65,83.70416223378976,0.39129732154878727,95322.29995183978,181.78873829261602,20926040.55844744,71773005.76361951,44765675.34261962,27007330.420999907
yasu,66,75.34432380962289,0.8147884605149526,85802.11595439856,12.458501991863798,18836080.952405725,22026328.353763618,-2196322.9678680077,24222651.32163162
yasu,67,158.3509350914793,0.8390423666100424,180330.04488217665,167.24125339352963,39587733.772869825,46832310.39313349,-4157874.5216344446,51530531.140025355
yasu,68,88.13111819507932,0.5490097818681239,100363.71740055634,35.188844254708386,22032779.54876983,31039789.05488282,2694363.1243558154,28345425.930527005
yasu,69,37.70577364904598,1.0227272727272725,42939.33503153357,14.866617828580786,9426443.412261495,80984138.22363819,68857018.57445526,12127119.64918293
yasu,70,57.845575953690535,0.8999999999999999,65874.54189606279,1.913087962509799,14461393.988422634,11277665.832213445,-7314843.697911188,18592509.530124635
yasu,71,105.03726330714132,0.9343529700881724,119616.43545417253,21.92317004899118,26259315.82678533,18300523.123025067,-15470824.06134776,33809161.38813652
yasu,73,63.80466343053244,0.849521997037413,72660.75071469035,6.880096344431998,15951165.85763311,24120165.47555155,3609551.853441529,20510613.62211002
yasu,74,217.9816175883389,0.871499231719793,248237.46610960035,293.21071289844804,54495404.39708473,55773253.20663267,-14454857.785752207,70228110.99238485
yasu,75,85.12277721185316,1.015554776227096,96937.81868885837,30.618964473380146,21280694.30296329,27978236.587786555,602323.7084412798,27375912.879345275
yasu,76,35.492874762419234,0.9317304750673575,40419.285779443024,1.2636228354278778,8873218.690604808,16877602.60312666,5469563.1317451,11408039.471381556
yasu,78,15.455675885087945,0.6797325770708755,17600.923697938153,0.2976742427400234,3863918.971271986,13177960.07335661,8210377.671707774,4967582.401648834
yasu,79,38.45057154156634,0.8999999999999999,43787.51087153575,0.2543289332017853,9612642.885391586,6378136.963763885,-5979914.62208825,12358051.585852135
yasu,80,38.081725487305256,0.8999999999999999,43367.468984943225,4.324068687368722,9520431.371826313,37597179.46578234,25355322.177767806,12241857.288014531
yasu,81,55.66435657029729,0.8532243691881056,63390.56926225455,4.177602282091193,13916089.142574321,10360948.10790902,-7531832.293374196,17892780.40128322
yasu,82,82.59979147836415,0.8542952183921894,94064.64253556111,17.859667892463648,20649947.86959104,23961570.38092792,-2596088.8350984305,26557659.21602635
yasu,85,41.053771039029144,0.9440136960696308,46752.03445924639,2.5114423278465168,10263442.759757286,16056936.347353237,2860919.5112307556,13196016.836122474
yasu,86,193.7249063649263,1.1190629007737356,220613.9233683781,155.10287102390282,48431226.59123158,46585720.90215244,-15766543.632588714,62352264.534741156
yasu,87,27.088979516968532,0.7134237955133149,30848.929873923764,0.06850622491302194,6772244.879242133,10233581.041731592,1527220.2832862511,8706360.758445343
yasu,88,35.25261319135488,0.9450867375922771,40145.67590231494,2.1217775448508984,8813153.297838721,50556127.97430392,39224811.98902833,11331315.985275596
yasu,89,190.83405796542397,1.089004262074785,217321.82521102484,197.9785882946769,47708514.49135599,83561565.82117331,22113635.20058173,61447930.62059158
yasu,91,175.7032980352967,0.7917333600735448,200090.9158025959,222.28169334330528,43925824.50882418,52004562.26596078,-4594429.05427821,56598991.320239
yasu,94,58.44395057990723,0.9411255714452408,66555.97092039835,3.104898297004709,14610987.644976808,19596448.92190168,810934.7737757713,18785514.14812591
yasu,95,125.07044787180045,0.871291431966519,142430.22603640635,30.4131440468486,31267611.967950113,19270717.45862717,-20944144.510062568,40214861.96868974
yasu,96,28.84706006207302,0.7724596516021739,32851.031998688755,5.36857901554238,7211765.015518255,67092532.63132047,57818067.0236472,9274465.607673272
yasu,97,79.92577963627949,0.8931937789550896,91019.47784979509,62.85990945645034,19981444.909069873,42878691.379978485,17154447.726304322,25724243.653674163
yasu,99,131.1921325039567,0.7878577950904668,149401.6004955059,26.429836427624934,32798033.12598918,12549684.85347553,-29630367.358825818,42180052.21230135
yasu,100,95.9757129536148,0.9032571584985692,109297.14191157653,21.35521536195884,23993928.2384037,26836800.44638205,-4021861.956574753,30858662.402956802
yasu,101,52.04472411278176,0.9906410647585437,59268.53181963587,3.1933685100949702,13011181.028195439,18991620.66423276,2262748.625110522,16728872.039122239
yasu,102,15.684446704382934,1.5481230250389642,17861.447906951285,0.08404034694746415,3921111.6760957334,10845839.509493925,5804854.2679698765,5040985.241524043
yasu,103,67.63430726877131,0.8938005919068757,77021.94911767676,13.13711435382406,16908576.817192826,25856281.868127145,4111215.841718532,21745066.026408616
yasu,104,21.886616664818717,0.21782834480264252,24924.479057895558,2.3675820227779383,5471654.16620468,39277764.71360697,32242100.052471556,7035664.661135405
yasu,105,134.5101497620891,0.9445349031317538,153180.15854906707,53.90452384719288,33627537.440522276,44901956.61413939,1639626.2892486006,43262330.324890785
yasu,106,94.67598661778311,0.9516848119480156,107817.01356033141,16.812357455018656,23668996.65444578,18881342.518722277,-11556966.348843046,30438308.867565315
yasu,107,168.38888334895813,0.8587616401106514,191761.26035779354,62.89856832411999,42097220.83723953,27601300.63161772,-26554755.943162322,54156056.57478005
yasu,108,94.07499145724,1.2767681351631304,107132.60027150491,71.370959583358,23518747.86431,73300186.15226065,43023507.68320655,30276678.469054095
yasu,109,133.20186075546152,0.9690576510393972,151690.27902831958,123.74292628666626,33300465.188865382,73277270.76362094,30395063.34542334,42882207.41819762
yasu,110,90.16355379678384,0.8388495008875798,102678.25506377744,12.843090144021858,22540888.449195962,16568396.916569712,-12417335.125465155,28985732.042034864
