node,cluster
215.0,105
225.0,105
2048.0,24
234.0,64
224.0,105
229.0,105
243.0,54
238.0,54
241.0,118
1708.0,118
259.0,60
1875.0,20
277.0,87
1726.0,133
1707.0,15
292.0,78
2285.0,87
290.0,15
289.0,87
2119.0,63
306.0,8
313.0,44
318.0,27
310.0,8
2482.0,78
349.0,112
323.0,27
347.0,34
324.0,91
1287.0,88
342.0,44
332.0,71
1288.0,88
340.0,121
1290.0,74
351.0,14
343.0,126
352.0,121
2488.0,65
346.0,126
1667.0,137
373.0,70
354.0,34
350.0,19
1456.0,19
366.0,74
377.0,109
1289.0,19
364.0,122
1292.0,122
375.0,123
367.0,74
1291.0,111
402.0,108
385.0,109
2097.0,130
2286.0,14
392.0,92
381.0,137
406.0,99
1838.0,129
396.0,79
395.0,109
387.0,29
390.0,29
1836.0,37
1828.0,29
420.0,103
409.0,13
1680.0,120
2045.0,79
428.0,103
404.0,99
1837.0,37
414.0,99
419.0,66
410.0,52
426.0,98
1835.0,99
1831.0,6
415.0,66
1840.0,9
425.0,10
1830.0,6
434.0,3
1829.0,103
432.0,113
444.0,3
2078.0,46
1612.0,128
1832.0,3
1834.0,3
508.0,134
453.0,128
442.0,107
446.0,67
1419.0,2
443.0,12
1604.0,12
1608.0,75
1610.0,12
1833.0,3
445.0,9
1921.0,77
1418.0,2
451.0,58
471.0,30
449.0,68
456.0,58
454.0,107
1444.0,107
458.0,117
1606.0,93
1603.0,128
462.0,49
1441.0,89
457.0,31
1442.0,31
459.0,49
461.0,117
474.0,127
1653.0,76
1623.0,76
1613.0,76
1422.0,1
467.0,114
1438.0,89
1443.0,49
464.0,49
484.0,41
465.0,16
476.0,131
1435.0,119
1437.0,119
470.0,114
1650.0,18
1439.0,38
478.0,41
490.0,0
481.0,51
493.0,0
1436.0,62
1440.0,39
480.0,134
495.0,50
485.0,51
483.0,30
497.0,48
1949.0,23
1432.0,51
492.0,125
499.0,0
1433.0,125
1434.0,125
500.0,48
501.0,50
496.0,50
506.0,28
507.0,116
511.0,110
517.0,28
1430.0,50
1431.0,33
512.0,72
522.0,25
515.0,110
523.0,17
1842.0,101
527.0,101
1429.0,33
1950.0,28
532.0,73
519.0,33
525.0,33
533.0,82
549.0,21
534.0,4
1427.0,25
547.0,95
1421.0,101
541.0,95
1428.0,82
1426.0,4
1841.0,101
1425.0,115
542.0,25
548.0,115
564.0,11
563.0,5
550.0,95
1424.0,115
558.0,61
1845.0,5
553.0,95
570.0,45
1843.0,95
573.0,45
556.0,115
1844.0,5
574.0,80
1904.0,30
576.0,90
565.0,90
1423.0,5
1452.0,90
579.0,132
587.0,132
604.0,26
599.0,100
626.0,132
613.0,26
2403.0,42
1966.0,26
635.0,86
1554.0,36
1458.0,93
1614.0,93
1607.0,12
1600.0,124
1601.0,12
1602.0,124
1648.0,124
1605.0,12
1615.0,76
1763.0,40
1616.0,75
1609.0,83
1618.0,83
1632.0,104
1630.0,40
1611.0,47
1631.0,94
1621.0,76
1656.0,18
1624.0,76
1617.0,94
1625.0,75
1619.0,124
1620.0,18
1651.0,18
1652.0,7
1622.0,75
1649.0,97
1629.0,120
1686.0,35
2046.0,120
1634.0,40
1633.0,104
1635.0,81
1636.0,138
1637.0,81
1646.0,138
1645.0,81
1639.0,135
1641.0,43
1640.0,59
1642.0,59
1643.0,43
1644.0,138
1657.0,97
1654.0,18
1655.0,7
1700.0,35
1696.0,46
1701.0,46
1698.0,35
1706.0,137
1711.0,64
1732.0,106
1746.0,64
1742.0,64
1712.0,56
1734.0,56
1713.0,85
1720.0,85
1718.0,32
1714.0,96
1721.0,96
1724.0,32
1725.0,84
1735.0,136
1723.0,96
1722.0,22
1737.0,22
1727.0,84
1731.0,22
1728.0,96
1729.0,136
1730.0,106
1733.0,106
2517.0,69
1759.0,24
1922.0,3
2630.0,77
1959.0,53
1956.0,53
2098.0,52
2526.0,80
2487.0,65
2490.0,65
2629.0,102
