source,sha256,bytes
fujikura_6600V_CV_EE_CVT_EE.pdf,021a0353d2d615a3be088a82bedf1e92780d2137cb68449069a779a45ac9fbe2,779540
toshiba_2026_transformer_catalog.pdf,734262e3e469bd60382767ccf0717f5cd35e04c79d654623c1c38512ca1bd127,5745445
