city,cluster,u,v,freq
kudamatsu,0,2427.0,2429.0,1.0
kudamatsu,0,1795.0,2429.0,1.0
kudamatsu,0,1795.0,557.0,1.0
kudamatsu,0,1798.0,557.0,1.0
kudamatsu,0,1794.0,1798.0,0.5
kudamatsu,0,1445.0,1794.0,0.5
kudamatsu,0,1445.0,1489.0,0.5
kudamatsu,0,1489.0,1751.0,0.5
kudamatsu,0,1402.0,1489.0,0.4166666666666667
kudamatsu,0,1345.0,1402.0,0.4166666666666667
kudamatsu,0,1750.0,1751.0,0.5833333333333334
kudamatsu,0,1345.0,1750.0,0.5833333333333334
kudamatsu,0,1750.0,696.0,0.5
kudamatsu,0,2423.0,696.0,0.5
kudamatsu,0,2423.0,2425.0,0.5
kudamatsu,0,2425.0,2426.0,0.5
kudamatsu,0,1795.0,2426.0,0.5
kudamatsu,2,1131.0,1138.0,1.0
kudamatsu,3,488.0,782.0,1.0
kudamatsu,3,1747.0,488.0,1.0
kudamatsu,3,1747.0,339.0,1.0
kudamatsu,3,339.0,632.0,1.0
kudamatsu,4,1955.0,1964.0,1.0
kudamatsu,4,1454.0,1955.0,1.0
kudamatsu,4,1454.0,1968.0,1.0
kudamatsu,6,285.0,720.0,1.0
kudamatsu,6,720.0,728.0,1.0
kudamatsu,7,1341.0,1576.0,1.0
kudamatsu,7,1341.0,1658.0,1.0
kudamatsu,7,1520.0,1658.0,0.8333333333333334
kudamatsu,7,1520.0,1872.0,0.8333333333333334
kudamatsu,7,1866.0,1872.0,1.0
kudamatsu,7,1872.0,1873.0,0.16666666666666666
kudamatsu,7,1697.0,1873.0,0.16666666666666666
kudamatsu,7,1341.0,1697.0,0.16666666666666666
kudamatsu,8,1008.0,852.0,1.0
kudamatsu,9,1253.0,2877.0,1.0
kudamatsu,9,1236.0,1253.0,1.0
kudamatsu,9,1122.0,1236.0,1.0
kudamatsu,10,1976.0,2115.0,1.0
kudamatsu,11,26.0,29.0,1.0
kudamatsu,11,1321.0,26.0,1.0
kudamatsu,11,1321.0,1504.0,1.0
kudamatsu,12,1481.0,2048.0,1.0
kudamatsu,12,1481.0,2045.0,1.0
kudamatsu,12,1481.0,1623.0,1.0
