municipality,clusters,modeled_demand_MW,S1_NPC_billion_JPY,S1_5_NPC_billion_JPY,S2_NPC_billion_JPY,routing_policy_savings_pct,combined_screening_savings_pct,S1_peak_loss_kW,S2_peak_loss_kW,max_MV_drop_pct,min_customer_voltage_pu,edge_set_divergence
sano,147,51.476547460813705,27.91650636222953,27.865172438990697,26.88695594428366,0.1838837660155527,3.6879629728268375,875.5342833842225,965.629662713445,0.3217772759711062,0.9737455833970152,0.0340136054421768
kudamatsu,49,17.240926925944486,15.165377050079098,15.102526667815724,14.284014887928123,0.4144333639435777,5.811673255736015,296.72297149305814,329.7522894763506,0.5931315347040365,0.9700070578686116,0.0246305418719211
yasu,57,20.01279366485227,11.930105609347654,11.912103132063795,11.397250319899417,0.1508995634519169,4.466475879565789,343.46497532786634,377.25876169806565,0.4325907138227745,0.9710073582164842,0.0350877192982456
