city,cluster,u,v,freq
kudamatsu,0,1365.0,1667.0,1.0
kudamatsu,0,1495.0,1667.0,0.8333333333333334
kudamatsu,0,1316.0,1495.0,1.0
kudamatsu,0,1495.0,1572.0,1.0
kudamatsu,0,1572.0,2828.0,1.0
kudamatsu,0,1572.0,1667.0,0.16666666666666666
kudamatsu,1,2393.0,2400.0,1.0
kudamatsu,1,2393.0,2397.0,1.0
kudamatsu,1,2392.0,2397.0,1.0
kudamatsu,1,2392.0,2890.0,1.0
kudamatsu,1,1527.0,2890.0,1.0
kudamatsu,1,1527.0,2415.0,1.0
kudamatsu,2,1119.0,1155.0,1.0
kudamatsu,2,1119.0,1180.0,1.0
kudamatsu,2,1180.0,2051.0,1.0
kudamatsu,5,1980.0,2913.0,1.0
kudamatsu,5,2913.0,2918.0,1.0
kudamatsu,5,2913.0,2917.0,1.0
kudamatsu,5,2916.0,2918.0,1.0
kudamatsu,5,2915.0,2916.0,1.0
kudamatsu,5,1443.0,2917.0,1.0
kudamatsu,5,1978.0,2917.0,1.0
kudamatsu,5,1978.0,1979.0,1.0
kudamatsu,7,1676.0,1801.0,1.0
kudamatsu,7,1662.0,1801.0,1.0
kudamatsu,7,1419.0,1676.0,1.0
kudamatsu,7,1419.0,1500.0,1.0
kudamatsu,7,1495.0,1662.0,1.0
kudamatsu,7,1495.0,1572.0,1.0
kudamatsu,7,1572.0,1628.0,1.0
kudamatsu,7,1500.0,1511.0,1.0
kudamatsu,8,2153.0,525.0,1.0
kudamatsu,8,2147.0,525.0,1.0
kudamatsu,11,1742.0,2660.0,1.0
kudamatsu,11,1425.0,2660.0,1.0
kudamatsu,13,1720.0,2399.0,1.0
kudamatsu,13,1476.0,1720.0,1.0
kudamatsu,13,1476.0,2404.0,1.0
kudamatsu,14,1640.0,1973.0,1.0
kudamatsu,14,1640.0,824.0,1.0
kudamatsu,14,1640.0,2885.0,1.0
kudamatsu,15,1129.0,1271.0,1.0
kudamatsu,15,1271.0,965.0,1.0
kudamatsu,15,922.0,965.0,1.0
kudamatsu,16,1955.0,1958.0,1.0
kudamatsu,16,1958.0,1960.0,1.0
kudamatsu,16,1454.0,1955.0,1.0
kudamatsu,16,1955.0,1964.0,1.0
kudamatsu,16,1454.0,1968.0,1.0
kudamatsu,16,1447.0,1968.0,0.5833333333333334
kudamatsu,16,1681.0,1968.0,1.0
kudamatsu,16,1960.0,1961.0,1.0
kudamatsu,16,1961.0,1966.0,1.0
kudamatsu,16,1447.0,2661.0,1.0
kudamatsu,16,1621.0,2661.0,0.6666666666666666
kudamatsu,16,1621.0,1962.0,0.6666666666666666
kudamatsu,16,1956.0,1962.0,1.0
kudamatsu,16,1957.0,1962.0,0.8333333333333334
kudamatsu,16,1957.0,1963.0,1.0
kudamatsu,16,1957.0,1960.0,0.5
kudamatsu,16,1454.0,2661.0,0.4166666666666667
kudamatsu,17,1420.0,1501.0,1.0
kudamatsu,17,1501.0,1615.0,1.0
kudamatsu,17,1420.0,1546.0,1.0
kudamatsu,17,1518.0,1615.0,1.0
kudamatsu,17,1518.0,2031.0,1.0
kudamatsu,17,1546.0,1787.0,1.0
kudamatsu,18,2044.0,2048.0,1.0
kudamatsu,18,2043.0,2044.0,1.0
kudamatsu,18,1481.0,2048.0,1.0
kudamatsu,18,2043.0,2808.0,1.0
kudamatsu,18,1012.0,1555.0,1.0
kudamatsu,18,1012.0,2808.0,1.0
kudamatsu,18,1555.0,1569.0,1.0
kudamatsu,18,1481.0,2045.0,1.0
kudamatsu,18,1481.0,1623.0,1.0
kudamatsu,18,1623.0,2844.0,1.0
kudamatsu,20,272.0,2861.0,1.0
kudamatsu,20,272.0,682.0,1.0
kudamatsu,20,272.0,484.0,1.0
kudamatsu,20,265.0,484.0,1.0
kudamatsu,20,484.0,566.0,1.0
kudamatsu,20,566.0,611.0,1.0
kudamatsu,21,1253.0,955.0,1.0
kudamatsu,21,1236.0,1253.0,1.0
kudamatsu,21,1122.0,1236.0,1.0
kudamatsu,22,1862.0,1864.0,1.0
kudamatsu,23,1088.0,802.0,1.0
kudamatsu,24,1096.0,1115.0,1.0
kudamatsu,24,1096.0,920.0,1.0
kudamatsu,24,1196.0,920.0,1.0
kudamatsu,25,2071.0,851.0,1.0
kudamatsu,25,1066.0,851.0,1.0
kudamatsu,25,1004.0,1066.0,1.0
kudamatsu,25,1004.0,1164.0,1.0
kudamatsu,26,1583.0,2884.0,0.8333333333333334
kudamatsu,26,1975.0,2884.0,1.0
kudamatsu,26,1583.0,1609.0,0.8333333333333334
kudamatsu,26,1609.0,1970.0,1.0
kudamatsu,26,1466.0,1609.0,1.0
kudamatsu,26,1741.0,1975.0,1.0
kudamatsu,26,1466.0,2884.0,0.16666666666666666
kudamatsu,28,2066.0,911.0,1.0
kudamatsu,28,1181.0,911.0,1.0
kudamatsu,28,1181.0,884.0,1.0
kudamatsu,29,1131.0,1138.0,1.0
kudamatsu,29,1082.0,1138.0,1.0
kudamatsu,29,1082.0,879.0,1.0
kudamatsu,30,1214.0,1228.0,1.0
kudamatsu,30,1036.0,1228.0,1.0
kudamatsu,31,1646.0,1718.0,1.0
kudamatsu,31,1718.0,1837.0,1.0
kudamatsu,32,358.0,741.0,1.0
kudamatsu,32,358.0,750.0,1.0
kudamatsu,32,1746.0,750.0,1.0
kudamatsu,33,2129.0,2133.0,1.0
kudamatsu,33,2133.0,2134.0,1.0
kudamatsu,33,2128.0,2133.0,1.0
kudamatsu,33,2129.0,2864.0,1.0
kudamatsu,33,2129.0,2130.0,1.0
kudamatsu,34,1619.0,892.0,1.0
kudamatsu,34,1104.0,892.0,1.0
kudamatsu,34,1110.0,892.0,1.0
kudamatsu,34,1110.0,1318.0,1.0
kudamatsu,35,1395.0,1669.0,1.0
kudamatsu,35,1395.0,1608.0,1.0
kudamatsu,35,1608.0,2029.0,1.0
kudamatsu,36,2060.0,806.0,1.0
kudamatsu,36,1376.0,806.0,1.0
kudamatsu,36,2060.0,2061.0,1.0
kudamatsu,37,1584.0,1806.0,1.0
kudamatsu,38,1794.0,1798.0,1.0
kudamatsu,39,1014.0,797.0,1.0
kudamatsu,39,1818.0,797.0,1.0
kudamatsu,40,1124.0,1215.0,1.0
kudamatsu,40,1215.0,767.0,1.0
kudamatsu,40,1281.0,767.0,1.0
kudamatsu,40,1281.0,2155.0,1.0
kudamatsu,40,1098.0,1281.0,1.0
kudamatsu,40,278.0,849.0,1.0
kudamatsu,40,544.0,849.0,1.0
kudamatsu,40,544.0,720.0,0.75
kudamatsu,40,285.0,720.0,1.0
kudamatsu,40,720.0,728.0,1.0
kudamatsu,40,1200.0,728.0,1.0
kudamatsu,40,1098.0,1200.0,1.0
kudamatsu,40,1200.0,849.0,0.25
kudamatsu,42,1605.0,2423.0,1.0
kudamatsu,43,1468.0,30.0,1.0
kudamatsu,43,1333.0,30.0,1.0
kudamatsu,44,1697.0,1712.0,1.0
kudamatsu,44,1712.0,1902.0,1.0
kudamatsu,44,1576.0,1712.0,1.0
kudamatsu,44,1719.0,1902.0,1.0
kudamatsu,44,1900.0,1901.0,1.0
kudamatsu,44,1719.0,1900.0,1.0
kudamatsu,45,488.0,782.0,1.0
kudamatsu,45,1747.0,488.0,1.0
kudamatsu,45,1747.0,339.0,1.0
kudamatsu,45,339.0,632.0,1.0
kudamatsu,45,394.0,632.0,1.0
kudamatsu,46,1048.0,1268.0,1.0
kudamatsu,46,1268.0,830.0,1.0
kudamatsu,47,1109.0,1186.0,1.0
kudamatsu,48,2427.0,2429.0,1.0
kudamatsu,48,1795.0,2429.0,1.0
kudamatsu,48,1795.0,2426.0,1.0
kudamatsu,48,2425.0,2426.0,1.0
kudamatsu,48,2423.0,2425.0,1.0
kudamatsu,48,2423.0,696.0,1.0
kudamatsu,48,1750.0,696.0,1.0
kudamatsu,48,1750.0,1751.0,1.0
kudamatsu,50,1615.0,1658.0,1.0
kudamatsu,50,1341.0,1658.0,1.0
kudamatsu,50,1520.0,1658.0,1.0
kudamatsu,50,1518.0,1615.0,1.0
kudamatsu,50,1520.0,1872.0,1.0
kudamatsu,50,1866.0,1872.0,1.0
kudamatsu,50,1518.0,1594.0,1.0
kudamatsu,50,1594.0,2033.0,1.0
kudamatsu,51,2393.0,2398.0,1.0
kudamatsu,51,2393.0,2397.0,1.0
kudamatsu,51,2392.0,2397.0,1.0
kudamatsu,51,2392.0,2890.0,1.0
kudamatsu,51,1492.0,2392.0,1.0
kudamatsu,51,1450.0,2890.0,1.0
kudamatsu,51,1344.0,1450.0,1.0
kudamatsu,52,822.0,991.0,0.8333333333333334
kudamatsu,52,2127.0,822.0,1.0
kudamatsu,52,963.0,991.0,1.0
kudamatsu,52,2127.0,2131.0,1.0
kudamatsu,52,2131.0,2132.0,1.0
kudamatsu,52,2127.0,991.0,0.16666666666666666
kudamatsu,53,1436.0,2430.0,1.0
kudamatsu,53,2430.0,2431.0,1.0
kudamatsu,53,1722.0,2430.0,1.0
kudamatsu,54,1091.0,1203.0,1.0
kudamatsu,54,1203.0,2929.0,1.0
kudamatsu,54,1024.0,1091.0,1.0
kudamatsu,54,1024.0,1163.0,1.0
